"State","Year","Gender","Event","Class","Mark"
"Maryland","2007","Boys","800m","1A","1:57.96"
"Maryland","2008","Boys","800m","4A","1:54.76"
"Maryland","2008","Boys","800m","3A","1:52.83"
"Maryland","2008","Boys","800m","2A","1:58.37"
"Maryland","2008","Boys","800m","1A","1:59.87"
"Maryland","2009","Boys","800m","4A","1:55.19"
"Maryland","2009","Boys","800m","3A","1:58.12"
"Maryland","2009","Boys","800m","2A","1:56.03"
"Maryland","2009","Boys","800m","1A","1:57.27"
"Maryland","2010","Boys","800m","4A","1:55.82"
"Maryland","2010","Boys","800m","3A","1:54.77"
"Maryland","2010","Boys","800m","2A","1:55.20"
"Maryland","2010","Boys","800m","1A","1:59.03"
"Maryland","2011","Boys","800m","4A","1:52.53"
"Maryland","2011","Boys","800m","3A","1:52.89"
"Maryland","2011","Boys","800m","2A","1:54.63"
"Maryland","2011","Boys","800m","1A","1:57.33"
"Maryland","2012","Boys","800m","4A","1:54.50"
"Maryland","2012","Boys","800m","3A","1:55.79"
"Maryland","2012","Boys","800m","2A","1:55.93"
"Maryland","2012","Boys","800m","1A","1:56.78"
"Maryland","2013","Boys","800m","4A","1:54.27"
"Maryland","2013","Boys","800m","3A","1:55.18"
"Maryland","2013","Boys","800m","2A","1:57.63"
"Maryland","2013","Boys","800m","1A","2:00.54"
"Maryland","2014","Boys","800m","4A","1:54.88"
"Maryland","2014","Boys","800m","3A","1:55.43"
"Maryland","2014","Boys","800m","2A","1:55.24"
"Maryland","2014","Boys","800m","1A","1:58.77"
"Maryland","2015","Boys","800m","4A","1:54.89"
"Maryland","2015","Boys","800m","3A","1:53.40"
"Maryland","2015","Boys","800m","2A","1:57.78"
"Maryland","2015","Boys","800m","1A","1:58.17"
"Maryland","2016","Boys","800m","4A","1:55.22"
"Maryland","2016","Boys","800m","3A","1:56.36"
"Maryland","2016","Boys","800m","2A","1:58.91"
"Maryland","2016","Boys","800m","1A","1:57.20"
"Maryland","2017","Boys","800m","4A","1:53.51"
"Maryland","2017","Boys","800m","3A","1:52.62"
"Maryland","2017","Boys","800m","2A","1:53.80"
"Maryland","2017","Boys","800m","1A","1:58.06"
"Maryland","2018","Boys","800m","4A","1:56.35"
"Maryland","2018","Boys","800m","3A","1:50.90"
"Maryland","2018","Boys","800m","2A","1:55.89"
"Maryland","2018","Boys","800m","1A","1:57.02"
"Maryland","2019","Boys","800m","4A","1:54.30"
"Maryland","2019","Boys","800m","3A","1:56.37"
"Maryland","2019","Boys","800m","2A","1:54.30"
"Maryland","2019","Boys","800m","1A","1:57.78"
"Maryland","1959","Boys","High Jump","A","5'09"
"Maryland","1959","Boys","High Jump","B","5'06"
"Maryland","1959","Boys","High Jump","C","5'07"
"Maryland","1960","Boys","High Jump","A","5'10"
"Maryland","1960","Boys","High Jump","B","5'10"
"Maryland","1960","Boys","High Jump","C",NA
"Maryland","1961","Boys","High Jump","AA","6'03"
"Maryland","1961","Boys","High Jump","A","5'08"
"Maryland","1961","Boys","High Jump","B","5'11"
"Maryland","1961","Boys","High Jump","C","5'10"
"Maryland","1962","Boys","High Jump","AA","6'01.5"
"Maryland","1962","Boys","High Jump","A","5'11.75"
"Maryland","1962","Boys","High Jump","B","5'10"
"Maryland","1962","Boys","High Jump","C","5'08"
"Maryland","1963","Boys","High Jump","AA","6'02"
"Maryland","1963","Boys","High Jump","A","5'11"
"Maryland","1963","Boys","High Jump","B","5'10"
"Maryland","1963","Boys","High Jump","C","5'11"
"Maryland","1964","Boys","High Jump","AA","6'01"
"Maryland","1964","Boys","High Jump","A","5'08"
"Maryland","1964","Boys","High Jump","B","6'01"
"Maryland","1964","Boys","High Jump","C","6'02"
"Maryland","1965","Boys","High Jump","AA","6'01.875"
"Maryland","1965","Boys","High Jump","A","5'11"
"Maryland","1965","Boys","High Jump","B",NA
"Maryland","1965","Boys","High Jump","C",NA
"Maryland","1966","Boys","High Jump","AA","6'05"
"Maryland","1966","Boys","High Jump","A","5'11"
"Maryland","1966","Boys","High Jump","B","5'08"
"Maryland","1966","Boys","High Jump","C","5'08"
"Maryland","1967","Boys","High Jump","AA","6'07.25"
"Maryland","1967","Boys","High Jump","A","6'02"
"Maryland","1967","Boys","High Jump","B","6'03.5"
"Maryland","1967","Boys","High Jump","C","6'02"
"Maryland","1968","Boys","High Jump","AA","6'05"
"Maryland","1968","Boys","High Jump","A","6'03"
"Maryland","1968","Boys","High Jump","B","6'01"
"Maryland","1968","Boys","High Jump","C","6'00"
"Maryland","1969","Boys","High Jump","AA","6'06"
"Maryland","1969","Boys","High Jump","A","6'07"
"Maryland","1969","Boys","High Jump","B","5'10"
"Maryland","1969","Boys","High Jump","C","6'00.5"
"Maryland","1970","Boys","High Jump","AA","6'04.25"
"Maryland","1970","Boys","High Jump","A","6'02"
"Maryland","1970","Boys","High Jump","B","6'02"
"Maryland","1970","Boys","High Jump","C","6'01"
"Maryland","1971","Boys","High Jump","M","6'05"
"Maryland","1971","Boys","High Jump","A","6'03"
"Maryland","1971","Boys","High Jump","B","5'08"
"Maryland","1971","Boys","High Jump","C","5'10"
"Maryland","1972","Boys","High Jump","AA","6'04.25"
"Maryland","1972","Boys","High Jump","A","6'04"
"Maryland","1972","Boys","High Jump","B","6'02"
"Maryland","1972","Boys","High Jump","C","5'10"
"Maryland","1973","Boys","High Jump","AA","6'03"
"Maryland","1973","Boys","High Jump","A","6'01"
"Maryland","1973","Boys","High Jump","B","6'01"
"Maryland","1973","Boys","High Jump","C","6'02"
"Maryland","1974","Boys","High Jump","AA","6'02"
"Maryland","1974","Boys","High Jump","A","6'03"
"Maryland","1974","Boys","High Jump","B","6'06"
"Maryland","1974","Boys","High Jump","C","6'06.75"
"Maryland","1975","Boys","High Jump","AA","6'05"
"Maryland","1975","Boys","High Jump","A","6'06"
"Maryland","1975","Boys","High Jump","B","6'01"
"Maryland","1975","Boys","High Jump","C","6'08"
"Maryland","1976","Boys","High Jump","AA","6'06"
"Maryland","1976","Boys","High Jump","A","6'03"
"Maryland","1976","Boys","High Jump","B","6'06"
"Maryland","1976","Boys","High Jump","C","6'04"
"Maryland","1977","Boys","High Jump","AA","6'08.5"
"Maryland","1977","Boys","High Jump","A","6'04"
"Maryland","1977","Boys","High Jump","B","6'05"
"Maryland","1977","Boys","High Jump","C","6'04"
"Maryland","1978","Boys","High Jump","AA","6'06"
"Maryland","1978","Boys","High Jump","A","6'05"
"Maryland","1978","Boys","High Jump","B","6'06.5"
"Maryland","1978","Boys","High Jump","C","6'04"
"Maryland","1979","Boys","High Jump","AA","6'09"
"Maryland","1979","Boys","High Jump","A","6'04"
"Maryland","1979","Boys","High Jump","B","6'04"
"Maryland","1979","Boys","High Jump","C","6'04"
"Maryland","1980","Boys","High Jump","AA","6'05"
"Maryland","1980","Boys","High Jump","A","6'08"
"Maryland","1980","Boys","High Jump","B","6'06"
"Maryland","1980","Boys","High Jump","C","6'04"
"Maryland","1981","Boys","High Jump","AA","6'08"
"Maryland","1981","Boys","High Jump","A","6'06"
"Maryland","1981","Boys","High Jump","B","6'03"
"Maryland","1981","Boys","High Jump","C","6'05"
"Maryland","1982","Boys","High Jump","AA","6'06"
"Maryland","1982","Boys","High Jump","A","6'02"
"Maryland","1982","Boys","High Jump","B","6'06"
"Maryland","1982","Boys","High Jump","C","6'02"
"Maryland","1983","Boys","High Jump","AA","6'06"
"Maryland","1983","Boys","High Jump","A","6'07"
"Maryland","1983","Boys","High Jump","B","6'04"
"Maryland","1983","Boys","High Jump","C","6'04"
"Maryland","1984","Boys","High Jump","AA","7'00"
"Maryland","1984","Boys","High Jump","A","6'05"
"Maryland","1984","Boys","High Jump","B","6'04"
"Maryland","1984","Boys","High Jump","C","6'05"
"Maryland","1985","Boys","High Jump","AA","6'06"
