"Text","Year","Gender","Event","Mark","Class","State","Event.raw"
"AA Dayna Galindo Estancia 32’-05.00” ","2006","Girls","Triple Jump","32’-05.00” ","AA ","New Mexico","Triple Jump"
"A Whitney Whittaker Carrizozo 32’-07.00” ","2006","Girls","Triple Jump","32’-07.00” ","A ","New Mexico","Triple Jump"
"AAAAA Alex Berlin Eldorado 11’-00.00” ","2006","Girls","Pole Vault","11’-00.00” ","AAAAA ","New Mexico","Pole Vault"
"AAAA  Tara Blanco Piedra Vista 10’.00-00” ","2006","Girls","Pole Vault","10’.00-00” ","AAAA ","New Mexico","Pole Vault"
"AAA Sunni Barid Bloomfield 9’-00.00” ","2006","Girls","Pole Vault","9’-00.00” ","AAA ","New Mexico","Pole Vault"
"AA LaDon Mendez Tularosa 8’-00.00” ","2006","Girls","Pole Vault","8’-00.00” ","AA ","New Mexico","Pole Vault"
"A Sara Lee House 9’-06.00” ","2006","Girls","Pole Vault","9’-06.00” ","A ","New Mexico","Pole Vault"
"AAAAA Noel Cardon Alamogordo 39’-02.75” ","2006","Girls","Shot Put","39’-02.75” ","AAAAA ","New Mexico","Shot Put"
"AAA Deidra Brown Bloomfield 41’-05.75” ","2006","Girls","Shot Put","41’-05.75” ","AAA ","New Mexico","Shot Put"
"AA Brooke Bailey Texico 33’-10.75” ","2006","Girls","Shot Put","33’-10.75” ","AA ","New Mexico","Shot Put"
"A Sloane Dunnahoo Hagerman 34’-05.25” ","2006","Girls","Shot Put","34’-05.25” ","A ","New Mexico","Shot Put"
"AAAAA Aimee Hilburn Clovis 122’-10” ","2006","Girls","Javelin","122’-10” ","AAAAA ","New Mexico","Javelin"
"AAAA  Sara Swiderek Albuquerque Academy 126’-08” ","2006","Girls","Javelin","126’-08” ","AAAA ","New Mexico","Javelin"
"AAA Alexandria Ramirez Ruidoso 129’-03” ","2006","Girls","Javelin","129’-03” ","AAA ","New Mexico","Javelin"
"AA Natasha Gray Hope Christian 118’-07” ","2006","Girls","Javelin","118’-07” ","AA ","New Mexico","Javelin"
"A Reahannon Lizardo Tatum 119’-07” ","2006","Girls","Javelin","119’-07” ","A ","New Mexico","Javelin"
"AAAAA Tressi Richardson Cibola 12.83   ","2005","Girls","100m","12.83   ","AAAAA ","New Mexico","100 M Dash"
"AAAA Darnisha Jones Oñate  12.84   ","2005","Girls","100m","12.84   ","AAAA ","New Mexico","100 M Dash"
"AAA Amanda Gay Bloomfield 13.17   ","2005","Girls","100m","13.17   ","AAA ","New Mexico","100 M Dash"
"AA Kristin Smothermon Ft. Sumner Christian 13.23   ","2005","Girls","100m","13.23   ","AA ","New Mexico","100 M Dash"
"A Sandy Fortner Ft. Sumner 13.04   ","2005","Girls","100m","13.04   ","A ","New Mexico","100 M Dash"
"AAAAA Tressi Richardson Cibola 25.17   ","2005","Girls","200m","25.17   ","AAAAA ","New Mexico","200 M Dash"
"AAAA Darnisha Jones Oñate 25.77   ","2005","Girls","200m","25.77   ","AAAA ","New Mexico","200 M Dash"
"AAA Ashley Ferguson Hot Springs 26.53   ","2005","Girls","200m","26.53   ","AAA ","New Mexico","200 M Dash"
"AA Kristin Smothermon Ft. Sumner Christian 27.53   ","2005","Girls","200m","27.53   ","AA ","New Mexico","200 M Dash"
"A Sandy Fortner Ft. Sumner 26.57   ","2005","Girls","200m","26.57   ","A ","New Mexico","200 M Dash"
"AAAAA Carissa McGee Mayfield 56.65   ","2005","Girls","400m","56.65   ","AAAAA ","New Mexico","400 M Dash"
"AAAA Lyndsay Harper Albuq. Academy 58.03   ","2005","Girls","400m","58.03   ","AAAA ","New Mexico","400 M Dash"
"AAA Stephanie Louis St. Michael’s 1:00.2   ","2005","Girls","400m","1:00.2   ","AAA ","New Mexico","400 M Dash"
"AA Amber Parmer Texico 1:01.81   ","2005","Girls","400m","1:01.81   ","AA ","New Mexico","400 M Dash"
"A Sandy Fortner Ft. Sumner 58.25   ","2005","Girls","400m","58.25   ","A ","New Mexico","400 M Dash"
"AAAAA Kelly McCabe Highland 2:20.12   ","2005","Girls","800m","2:20.12   ","AAAAA ","New Mexico","800 M Run"
"AAAA Lyndsay Harper Albuq. Academy 2:17.54   ","2005","Girls","800m","2:17.54   ","AAAA ","New Mexico","800 M Run"
"AAA Irena Ossola St. Michael’s 2:28.40   ","2005","Girls","800m","2:28.40   ","AAA ","New Mexico","800 M Run"
"AA Traci Lopez Santa Fe Prep 2:26.35   ","2005","Girls","800m","2:26.35   ","AA ","New Mexico","800 M Run"
"A Whitley Coca Cimarron 2:24.68   ","2005","Girls","800m","2:24.68   ","A ","New Mexico","800 M Run"
"AAAAA Kelly McCabe Highland 5:16.80   ","2005","Girls","1600m","5:16.80   ","AAAAA ","New Mexico","1600 M Run"
"AAAA Aeriel Emig Albuquerque Academy 5:11.12   ","2005","Girls","1600m","5:11.12   ","AAAA ","New Mexico","1600 M Run"
"AAA Irena Ossola St. Michael’s 5:30.72   ","2005","Girls","1600m","5:30.72   ","AAA ","New Mexico","1600 M Run"
"AA Ashley Quintana Pecos 5:32.31   ","2005","Girls","1600m","5:32.31   ","AA ","New Mexico","1600 M Run"
"A Kelly Barmann Cimarron 5:25.80   ","2005","Girls","1600m","5:25.80   ","A ","New Mexico","1600 M Run"
"AAAAA Vanessa Ortiz Cibola 11:27.3 ","2005","Girls","3200m","11:27.3 ","AAAAA ","New Mexico","3200 M Run"
"AAAA Aeriel Emig Albuquerque Academy 11:32.2 ","2005","Girls","3200m","11:32.2 ","AAAA ","New Mexico","3200 M Run"
"AAA Irena Ossola St. Michael’s 11:56.1 ","2005","Girls","3200m","11:56.1 ","AAA ","New Mexico","3200 M Run"
"AA Ashley Quintana Pecos 11:40.7 ","2005","Girls","3200m","11:40.7 ","AA ","New Mexico","3200 M Run"
"A Kelly  n Cimarron 11:25.7 ","2005","Girls","3200m","11:25.7 ","A ","New Mexico","3200 M Run"
"AAAAA Danielle Delone Alamogordo 15.75 ","2005","Girls","100m Hurdles","15.75 ","AAAAA ","New Mexico","100 M Hurdles"
"AAAA Rosalyn Leitch Los Alamos 15.56 ","2005","Girls","100m Hurdles","15.56 ","AAAA ","New Mexico","100 M Hurdles"
"AAA Dalea Martinez Bloomfield 16.78 ","2005","Girls","100m Hurdles","16.78 ","AAA ","New Mexico","100 M Hurdles"
"AA Alyssa Flores Santa Rosa 16.92 ","2005","Girls","100m Hurdles","16.92 ","AA ","New Mexico","100 M Hurdles"
"A Sandy Fortner Ft. Sumner 16.47 ","2005","Girls","100m Hurdles","16.47 ","A ","New Mexico","100 M Hurdles"
"AAAAA Kim Perkins Clovis 45.81 ","2005","Girls","300m Hurdles","45.81 ","AAAAA ","New Mexico","300 M Hurdles"
"AAAA Lindsey Shepard Albuquerque Academy 46.08 ","2005","Girls","300m Hurdles","46.08 ","AAAA ","New Mexico","300 M Hurdles"
"AAA Corey Butler St. Michael’s 48.16 ","2005","Girls","300m Hurdles","48.16 ","AAA ","New Mexico","300 M Hurdles"
"AA Alyssa Flores Santa Rosa 48.35 ","2005","Girls","300m Hurdles","48.35 ","AA ","New Mexico","300 M Hurdles"
"A Stacey McCoy Mountainair 48.16 ","2005","Girls","300m Hurdles","48.16 ","A ","New Mexico","300 M Hurdles"
"AAAAA Highland High School  49.24 ","2005","Girls","400m Relay","49.24 ","AAAAA ","New Mexico","400 M Relay"
"AAAA Oñate High School  49.73 ","2005","Girls","400m Relay","49.73 ","AAAA ","New Mexico","400 M Relay"
"AAA Grants High School  51.67 ","2005","Girls","400m Relay","51.67 ","AAA ","New Mexico","400 M Relay"
"AA Hope Christian School  51.6 ","2005","Girls","400m Relay","51.6 ","AA ","New Mexico","400 M Relay"
"A Jal High School  52.13 ","2005","Girls","400m Relay","52.13 ","A ","New Mexico","400 M Relay"
"AAAAA Mayfield High School  01:44.1 ","2005","Girls","800m Relay","01:44.1 ","AAAAA ","New Mexico","800 M Relay"
"AAAA Oñate High School  01:46.8 ","2005","Girls","800m Relay","01:46.8 ","AAAA ","New Mexico","800 M Relay"
"AAA St. Michael’s High School  01:47.9 ","2005","Girls","800m Relay","01:47.9 ","AAA ","New Mexico","800 M Relay"
"AA Hope Christian School  01:51.4 ","2005","Girls","800m Relay","01:51.4 ","AA ","New Mexico","800 M Relay"
"A Cimarron High School  01:50.8 ","2005","Girls","800m Relay","01:50.8 ","A ","New Mexico","800 M Relay"
"AAAAA Rio Rancho High School  04:03.3 ","2005","Girls","1600m Relay","04:03.3 ","AAAAA ","New Mexico","1600 M Relay"
"AAAA St. Pius X High School  04:04.7 ","2005","Girls","1600m Relay","04:04.7 ","AAAA ","New Mexico","1600 M Relay"
"AAA Ruidoso High School  04:17.4 ","2005","Girls","1600m Relay","04:17.4 ","AAA ","New Mexico","1600 M Relay"
"AA Santa Fe Prep  04:19.9 ","2005","Girls","1600m Relay","04:19.9 ","AA ","New Mexico","1600 M Relay"
"A Cimarron High School  04:27.8 ","2005","Girls","1600m Relay","04:27.8 ","A ","New Mexico","1600 M Relay"
"AAAAA Clovis High School  04:19.5 ","2005","Girls","1600m Medley Relay","04:19.5 ","AAAAA ","New Mexico","1600 M Medley Relay"
"AAAA Albuquerque Academy  04:15.6 ","2005","Girls","1600m Medley Relay","04:15.6 ","AAAA ","New Mexico","1600 M Medley Relay"
"AAA Shiprock High School  04:30.8 ","2005","Girls","1600m Medley Relay","04:30.8 ","AAA ","New Mexico","1600 M Medley Relay"
"AA Cloudcroft High School  04:31.4 ","2005","Girls","1600m Medley Relay","04:31.4 ","AA ","New Mexico","1600 M Medley Relay"
"A Cimarron High School  04:27.8 ","2005","Girls","1600m Medley Relay","04:27.8 ","A ","New Mexico","1600 M Medley Relay"
"AAAAA Briana Paxton La Cueva 41’-05.00” ","2005","Girls","Shot Put","41’-05.00” ","AAAAA ","New Mexico","Shot Put"
"AAAA Maggie Crank Albuq. Academy 38’-00.00” ","2005","Girls","Shot Put","38’-00.00” ","AAAA ","New Mexico","Shot Put"
"AAA Diedra Brown Bloomfield 39’-02.50” ","2005","Girls","Shot Put","39’-02.50” ","AAA ","New Mexico","Shot Put"
"AA Jennifer Chavez Pecos 33’-02.75” ","2005","Girls","Shot Put","33’-02.75” ","AA ","New Mexico","Shot Put"
"A Sloane Dunnahoo Hagerman 36’-10.75” ","2005","Girls","Shot Put","36’-10.75” ","A ","New Mexico","Shot Put"
"AAAAA Brianna Paxton La Cueva 124’-04” ","2005","Girls","Discus","124’-04” ","AAAAA ","New Mexico","Discus"
"AAAA Tami Williams Artesia 119’-00” ","2005","Girls","Discus","119’-00” ","AAAA ","New Mexico","Discus"
"AAA Diedra Brown Bloomfield 129’-09” ","2005","Girls","Discus","129’-09” ","AAA ","New Mexico","Discus"
"AA Vyanca Vega Cloudcroft 113’-07” ","2005","Girls","Discus","113’-07” ","AA ","New Mexico","Discus"
"A Sloane Dunnahoo Hagerman 111’-05” ","2005","Girls","Discus","111’-05” ","A ","New Mexico","Discus"
"AAAAA Olivia Ndyabayge Sandia 17’-07.75” ","2005","Girls","Long Jump","17’-07.75” ","AAAAA ","New Mexico","Long Jump"
"AAAA Victoria Martin Piedra Vista 17’-09.50” ","2005","Girls","Long Jump","17’-09.50” ","AAAA ","New Mexico","Long Jump"
"AAA Alissa Horacek Grants 16’-04.50” ","2005","Girls","Long Jump","16’-04.50” ","AAA ","New Mexico","Long Jump"
"AA Kristin Smothermon Hope 16’-05.25” ","2005","Girls","Long Jump","16’-05.25” ","AA ","New Mexico","Long Jump"
"A Sandy Fortner Ft. Sumner 18’-03.50” ","2005","Girls","Long Jump","18’-03.50” ","A ","New Mexico","Long Jump"
"AAAAA Carissa McGee Mayfield 5’-06.00” ","2005","Girls","High Jump","5’-06.00” ","AAAAA ","New Mexico","High Jump"
"AAAA Kristen Hemphill Los Alamos 5’-02.00” ","2005","Girls","High Jump","5’-02.00” ","AAAA ","New Mexico","High Jump"
"AAA Julie Franken Robertson 5’-00.00” ","2005","Girls","High Jump","5’-00.00” ","AAA ","New Mexico","High Jump"
"AA Emily Rogers Bosque 5’-02.00” ","2005","Girls","High Jump","5’-02.00” ","AA ","New Mexico","High Jump"
"A Claudia Navarrette Jal 4’-10.00” ","2005","Girls","High Jump","4’-10.00” ","A ","New Mexico","High Jump"
"AAAAA Deanna Young Highland 37’-02.25” ","2005","Girls","Triple Jump","37’-02.25” ","AAAAA ","New Mexico","Triple Jump"
"AAAA Victoria Martin Piedra Vista 36’-06.50” ","2005","Girls","Triple Jump","36’-06.50” ","AAAA ","New Mexico","Triple Jump"
"AAA Candice Gonzales West Las Vegas 34’-03.75” ","2005","Girls","Triple Jump","34’-03.75” ","AAA ","New Mexico","Triple Jump"
"AA Ashley Lementino Zuni 32’-02.75” ","2005","Girls","Triple Jump","32’-02.75” ","AA ","New Mexico","Triple Jump"
"A Kelly Fortner Ft. Sumner 34’-05.50” ","2005","Girls","Triple Jump","34’-05.50” ","A ","New Mexico","Triple Jump"
"AAAAA Alex Berlin Eldorado 10’-00.00”","2005","Girls","Pole Vault","10’-00.00”","AAAAA ","New Mexico","Pole Vault"
"AAAA Amy Leupold Farmington 10’-00.00”","2005","Girls","Pole Vault","10’-00.00”","AAAA ","New Mexico","Pole Vault"
"AAA Yesenia Archuleta Grants 9’-06.00”","2005","Girls","Pole Vault","9’-06.00”","AAA ","New Mexico","Pole Vault"
"AA Brittany Caughron Capitan 8’-00.00”","2005","Girls","Pole Vault","8’-00.00”","AA ","New Mexico","Pole Vault"
"A Chelsea Deck Jal 10’-00.00”","2005","Girls","Pole Vault","10’-00.00”","A ","New Mexico","Pole Vault"
"AAAAA Ashley Burns Carlsbad 130’-05”","2005","Girls","Javelin","130’-05”","AAAAA ","New Mexico","Javelin"
"AAAA Ashlynn Prater Piedra Vista 138’-04”","2005","Girls","Javelin","138’-04”","AAAA ","New Mexico","Javelin"
"AAA Katie Coronado Ruidoso 127’-04”","2005","Girls","Javelin","127’-04”","AAA ","New Mexico","Javelin"
"AA Natasha Gray Hope 108’-00”","2005","Girls","Javelin","108’-00”","AA ","New Mexico","Javelin"
"A Jessica Adams Cimarron 122’-06”","2005","Girls","Javelin","122’-06”","A ","New Mexico","Javelin"
