"Gender","Year","Name","Mark","Mark.Note","Event","State"
"Girls","1987","Sonia Wharton Moore ","12.31",NA,"100m","Kansas"
"Girls","1988","Sonia Wharton Moore ","11.97",NA,"100m","Kansas"
"Girls","1989","Lisa Brown Central ","12.13",NA,"100m","Kansas"
"Girls","1990","Ericka Muncy Bryan Station ","12.61",NA,"100m","Kansas"
"Girls","1991","Gwen Thomas Shawnee ","12.52",NA,"100m","Kansas"
"Girls","1992","Stephany Davis George Rogers Clark ","12.69",NA,"100m","Kansas"
"Girls","1993","Sumayya Rashid Henry Clay ","12.28",NA,"100m","Kansas"
"Girls","1994","Tenesha Blakey Valley ","12.44",NA,"100m","Kansas"
"Girls","1995","Sumayya Rashid Henry Clay ","12.29",NA,"100m","Kansas"
"Girls","1996","Tiya Thomas Louisville Valley ","12.85",NA,"100m","Kansas"
"Girls","1997","Simidele Adeagbo Eastern ","12.46",NA,"100m","Kansas"
"Girls","1998","Simidele Adeagbo Eastern ","12.48",NA,"100m","Kansas"
"Girls","1999","Marion McDonald North Hardin ","12.51",NA,"100m","Kansas"
"Girls","2000","Christen Jones Boone County ","12.4",NA,"100m","Kansas"
"Girls","2001","Denasha Mondy Ballard ","12.33",NA,"100m","Kansas"
"Girls","2002","Denasha Mondy Ballard ","11.8","h","100m","Kansas"
"Girls","2003","Denasha Mondy Ballard ","11.95",NA,"100m","Kansas"
"Girls","2004","Brittney Belle Louisville Central ","12.3",NA,"100m","Kansas"
"Girls","2005","Brittney Belle Louisville Central ","12.51",NA,"100m","Kansas"
"Girls","2006","Chelsea Brown Butler ","12.43",NA,"100m","Kansas"
"Girls","2007","Candace Johnson Hopkinsville ","12.27",NA,"100m","Kansas"
"Girls","2008","Chelsea Brown Butler ","12.22",NA,"100m","Kansas"
"Girls","2009","Mariah Murphy Owensboro ","12.15",NA,"100m","Kansas"
"Girls","2010","Tamyah Pipkin Tates Creek ","12.25",NA,"100m","Kansas"
"Girls","2011","Tamyah Pipkin Tates Creek ","12.62",NA,"100m","Kansas"
"Girls","2012","Natavia Barber Tates Creek ","12.3",NA,"100m","Kansas"
"Girls","2013","Kianna Gray North Hardin ","12.2",NA,"100m","Kansas"
"Girls","2014"," Kianna Gray North Hardin ","11.81",NA,"100m","Kansas"
"Girls","2015","Kianna Gray North Hardin ","11.73",NA,"100m","Kansas"
"Girls","2016","Taliyah Townsend Male ","11.95",NA,"100m","Kansas"
"Girls","2017","Brooke Raglin Bryan Station ","11.79",NA,"100m","Kansas"
"Girls","2018","Kaleb McDonald Jeffersontown ","11.76",NA,"100m","Kansas"
"Girls","2019","Rosalynd Hollingsworth Tates Creek  ","11.69",NA,"100m","Kansas"
"Girls","2021","Maddy Dunn Pulaski County ","12.4",NA,"100m","Kansas"
"Girls","1974","Sligar Ballard ","05:18.3",NA,"Mile","Kansas"
"Girls","1975","Kathy Jones Pleasure Ridge Park ","05:18.7",NA,"Mile","Kansas"
"Girls","1976","Jones Pleasure Ridge Park ","05:12.3",NA,"Mile","Kansas"
"Girls","1977","Jones Pleasure Ridge Park ","05:03.6",NA,"Mile","Kansas"
"Girls","1978","Jones Pleasure Ridge Park ","05:06.4",NA,"Mile","Kansas"
"Girls","1979","Straight Henderson County ","05:09.3",NA,"1600m","Kansas"
"Girls","1980","Kathleen Beumal Apollo ","05:12.0",NA,"1600m","Kansas"
"Girls","1981","Camille Forrester Central ","05:12.7",NA,"1600m","Kansas"
"Girls","1982","Nancy Crutcher Oldham County ","05:13.5",NA,"1600m","Kansas"
"Girls","1983","Nancy Crutcher Oldham County ","05:15.3",NA,"1600m","Kansas"
"Girls","1984","Angela Brit Atherton ","05:11.6",NA,"1600m","Kansas"
"Girls","1985","Donna Combs Ballard ","04:57.4",NA,"1600m","Kansas"
"Girls","1986","Donna Combs Ballard ","05:05.0",NA,"1600m","Kansas"
"Girls","1987","Wendy Frazier Henry Clay ","05:03.0",NA,"1600m","Kansas"
"Girls","1988","Jill Nickerson Boone County ","05:14.7",NA,"1600m","Kansas"
"Girls","1989","Alison Staples Henderson County ","05:15.6",NA,"1600m","Kansas"
"Girls","1990","Michelle Marshall Boone County ","05:18.4",NA,"1600m","Kansas"
"Girls","1991","Michelle Marshall Boone County ","05:18.7",NA,"1600m","Kansas"
"Girls","1992","Michelle Marshall Boone County ","05:13.9",NA,"1600m","Kansas"
"Girls","1993","Megan Newcome Nelson County ","05:13.6",NA,"1600m","Kansas"
"Girls","1994","Catoyia Brown Owensboro ","05:20.6",NA,"1600m","Kansas"
"Girls","1995","Melissa Foon Henry Clay ","05:14.7",NA,"1600m","Kansas"
"Girls","1996","Natalie Scruggs Pulaski County ","05:18.7",NA,"1600m","Kansas"
"Girls","1997","Rebekah Christman Daviess County ","05:14.4",NA,"1600m","Kansas"
"Girls","1998","Aimee Wellerding Male ","05:06.6",NA,"1600m","Kansas"
"Girls","1999","Alli Sauer South Oldham ","05:11.1",NA,"1600m","Kansas"
"Girls","2000","Sara Graybill Daviess County ","05:00.9",NA,"1600m","Kansas"
"Girls","2001","Holly Greers South Oldham ","05:10.3",NA,"1600m","Kansas"
"Girls","2002","Jordan Wagenseller Ballard ","05:15.3",NA,"1600m","Kansas"
"Girls","2003","Leah Ryan Sacred Heart ","05:07.1",NA,"1600m","Kansas"
"Girls","2004","Maddie Schueler Sacred Heart ","04:55.6",NA,"1600m","Kansas"
"Girls","2005","Kortni Dukes Scott ","05:06.5",NA,"1600m","Kansas"
"Girls","2006","Kortni Dukes Scott ","05:10.4",NA,"1600m","Kansas"
"Girls","2007","MaryGrace Pellegrini DuPont Manual ","05:04.1",NA,"1600m","Kansas"
"Girls","2008","Anna Bostrom Woodford County ","05:07.9",NA,"1600m","Kansas"
"Girls","2009","Emma Brink Sacred Heart ","05:05.9",NA,"1600m","Kansas"
"Girls","2010","Emma Brink Sacred Heart ","04:53.7",NA,"1600m","Kansas"
"Girls","2011","Emma Brink Sacred Heart ","05:03.7",NA,"1600m","Kansas"
"Girls","2012","Bailey Davis Assumption ","05:03.1",NA,"1600m","Kansas"
"Girls","2013","Maggie Allen Sacred Heart ","05:04.4",NA,"1600m","Kansas"
"Girls","2014","Maggie Allen Sacred Heart ","05:00.4",NA,"1600m","Kansas"
"Girls","2015","Maggie Allen Sacred Heart ","04:57.2",NA,"1600m","Kansas"
"Girls","2016","Alena Sapienza-Wright DuPont Manual ","05:02.2",NA,"1600m","Kansas"
"Girls","2017","Breanna Alderton Owensboro ","05:01.6",NA,"1600m","Kansas"
"Girls","2018","Breanna Alderton Owensboro ","05:00.0",NA,"1600m","Kansas"
"Girls","2019","Jenna Strange Tates Creek ","04:57.8",NA,"1600m","Kansas"
"Girls","2021","Ciara O’Shea Madison Central ","04:56.8",NA,"1600m","Kansas"
"Girls","1979","Wickley Thomas Jefferson","12.4 ",NA,"100m","Kansas"
"Girls","1980","Dina Piersall Tates Creek","12.5 ",NA,"100m","Kansas"
"Girls","1981","Natalie Reed Henry Clay","12.27 ",NA,"100m","Kansas"
"Girls","1982","Natalie Reed Henry Clay","12.42 ",NA,"100m","Kansas"
"Girls","1983","Alicia Bass Fern Creek","12.49 ",NA,"100m","Kansas"
"Girls","1984","Tracy Wright Ballard","12.31 ",NA,"100m","Kansas"
"Girls","1985","Sonia Wharton Moore","12.12 ",NA,"100m","Kansas"
"Girls","1986","Shawn Higgs Owensboro","12.32 ",NA,"100m","Kansas"
"Girls","1975","Ruark  Moore","2:21.30 ",NA,"880y","Kansas"
"Girls","1976","Jaggers  Butler ","2:24.10 ",NA,"880y","Kansas"
"Girls","1977","Jaggers  Butler","2:19.30 ",NA,"880y","Kansas"
"Girls","1978","Martin  Central","2:16.20 ",NA,"880y","Kansas"
"Girls","1979","Straight  Henderson County","2:25.50 ",NA,"800m","Kansas"
"Girls","1980","Mindy Boggs  Boyd County","2:16.60 ",NA,"800m","Kansas"
"Girls","1981","Julie Maynard  Apollo","2:18.33 ",NA,"800m","Kansas"
"Girls","1982","Diana Greene  Christian County","2:17.60 ",NA,"800m","Kansas"
"Girls","1983","Marilyn Johnson  Male","2:16.20 ",NA,"800m","Kansas"
"Girls","1984","Debbie Meece  Pulaski County","2:18.44 ",NA,"800m","Kansas"
"Girls","1985","Donna Combs  Ballard","2:17.24 ",NA,"800m","Kansas"
"Girls","1986","Donna Combs  Ballard","2:18.22 ",NA,"800m","Kansas"
"Girls","1987","Jill Nickerson  Boone County","2:22.20 ",NA,"800m","Kansas"
"Girls","1988","Jill Nickerson  Boone County","2:20.79 ",NA,"800m","Kansas"
"Girls","1989","Kay Creech  Laurel County","2:18.60 ",NA,"800m","Kansas"
"Girls","1990","Angie Rohrscheib  Daviess County","2:21.00 ",NA,"800m","Kansas"
"Girls","1991","Tanya Clay  Ballard","2:17.74 ",NA,"800m","Kansas"
"Girls","1992","Megan Newcombe  Nelson County","2:20.60 ",NA,"800m","Kansas"
"Girls","1993","Megan Newcombe  Nelson County","2:19.47 ",NA,"800m","Kansas"
"Girls","1994","Anna Adams  Daviess County","2:20.81 ",NA,"800m","Kansas"
"Girls","1995","Janette Pike  Meade County","2:21.52 ",NA,"800m","Kansas"
"Girls","1996","Angela Lee  Grayson County","2:18.56 ",NA,"800m","Kansas"
"Girls","1997","Kasey Favinger  Ballard","2:18.64 ",NA,"800m","Kansas"
"Girls","1998","Janette Pike  Meade County","2:18.05 ",NA,"800m","Kansas"
"Girls","1999","Jordan Wagenseller  Ballard","2:16.65 ",NA,"800m","Kansas"
"Girls","2000","Jordan Wagenseller  Ballard","2:15.68 ",NA,"800m","Kansas"
"Girls","2001","Jordan Wagenseller  Ballard","2:14.80 ",NA,"800m","Kansas"
"Girls","2002","Jordan Wagenseller  Ballard","2:16.61 ",NA,"800m","Kansas"
"Girls","2003","Holly Geers  South Oldham","2:17.14 ",NA,"800m","Kansas"
"Girls","2004","Katherine Alcorn  Conner","2:18.23 ",NA,"800m","Kansas"
"Girls","2005","Laura Armstrong  Assumption","2:19.26 ",NA,"800m","Kansas"
"Girls","2006","Chani Clark  Eastern","2:15.20 ",NA,"800m","Kansas"
"Girls","2007","Betsy Goodin  Tates Creek","2:18.44 ",NA,"800m","Kansas"
"Girls","2008","Leslie Davis  Paul Laurence Dunbar","2:17.72 ",NA,"800m","Kansas"
"Girls","2009","Emma Brink  Sacred Heart","2:13.88 ",NA,"800m","Kansas"
"Girls","2010","Emma Brink  Sacred Heart","2:13.26 ",NA,"800m","Kansas"
"Girls","2011","Emma Brink  Sacred Heart","2:14.81 ",NA,"800m","Kansas"
"Girls","2012","Katherine Receveur  Assumption","2:15.50 ",NA,"800m","Kansas"
"Girls","2013","Maggie Allen  Sacred Heart","2:17.67 ",NA,"800m","Kansas"
"Girls","2014","Maggie Allen  Sacred Heart","2:13.68 ",NA,"800m","Kansas"
"Girls","2015","Emma Kuntz  DuPont Manual","2:12.69 ",NA,"800m","Kansas"
"Girls","2016","Emma Kuntz  DuPont Manual","2:14.31 ",NA,"800m","Kansas"
"Girls","2017","Emma Kuntz  DuPont Manual","2:12.97 ",NA,"800m","Kansas"
"Girls","2018","Phoebe McCowan  South Laurel","2:11.06 ",NA,"800m","Kansas"
"Girls","2019","Phoebe McCowan  South Laurel","2:13.28 ",NA,"800m","Kansas"
"Girls","1969","Best Eastern","02:32.6",NA,"880y","Kansas"
"Girls","1970","Dow Eastern","02:23.5",NA,"880y","Kansas"
"Girls","1971","Dow Eastern","02:24.5",NA,"880y","Kansas"
"Girls","1972","Holt Central","02:18.5",NA,"880y","Kansas"
"Girls","1974","Sligar Ballard","02:18.3",NA,"880y","Kansas"
"Girls","1969","Hughes Central","4-10",NA,"High Jump","Kansas"
"Girls","1970","Hughes Central","4-11.25",NA,"High Jump","Kansas"
"Girls","1971","Abrams Assumption","5-01.25",NA,"High Jump","Kansas"
"Girls","1972","McCoy Eastern","5-3",NA,"High Jump","Kansas"
"Girls","1973","Abrams Assumption","5-6",NA,"High Jump","Kansas"
"Girls","1974","Swan Thomas Jefferson","5-2",NA,"High Jump","Kansas"
"Girls","1975","Smith Southern","5-2",NA,"High Jump","Kansas"
"Girls","1976","Deters Assumption","5-2",NA,"High Jump","Kansas"
"Girls","1977","Wagemaker Central","5-1",NA,"High Jump","Kansas"
"Girls","1978","Wagemaker Central","5-3",NA,"High Jump","Kansas"
"Girls","1979","Depp Owensboro","5-5",NA,"High Jump","Kansas"
"Girls","1980","Tammy Bolin Warren Central","5-3",NA,"High Jump","Kansas"
"Girls","1981","Kelly Mayes Lafayette","5-4",NA,"High Jump","Kansas"
"Girls","1982","Robin Gard Warren Central","5-10.25",NA,"High Jump","Kansas"
"Girls","1983","Robin Gard Warren Central","5-4",NA,"High Jump","Kansas"
"Girls","1984","Susan Franzman Holy Rosary","5-4",NA,"High Jump","Kansas"
"Girls","1985","Lisa Morrison Boone County","5-4",NA,"High Jump","Kansas"
"Girls","1986","Megan Young Montgomery County","5-6",NA,"High Jump","Kansas"
"Girls","1987","Lisa Morrison Boone County","5-6",NA,"High Jump","Kansas"
"Girls","1988","Lisa Morrison Boone County","5-7",NA,"High Jump","Kansas"
"Girls","1989","Jennifer Parr Daviess County","5-2",NA,"High Jump","Kansas"
"Girls","1990","Angie Johnson Lafayette","5-1",NA,"High Jump","Kansas"
"Girls","1991","Kim Escue Grayson County","5-4",NA,"High Jump","Kansas"
"Girls","1992","Spring Wall Grayson County","5-2",NA,"High Jump","Kansas"
"Girls","1993","Spring Wall Grayson County","5-4",NA,"High Jump","Kansas"
"Girls","1994","Jayaetta Saunders Eastern","5-2",NA,"High Jump","Kansas"
"Girls","1995","Shondale Price Paul Laurence Dunbar","5-4",NA,"High Jump","Kansas"
"Girls","1996","Shondale Price Paul Laurence Dunbar","5-4",NA,"High Jump","Kansas"
"Girls","1997","Jayaetta Saunders Eastern","5-6",NA,"High Jump","Kansas"
"Girls","1998","Lesley Drury Pleasure Ridge Park","5-6",NA,"High Jump","Kansas"
"Girls","1999","Susanne Funken Ryle","5-4",NA,"High Jump","Kansas"
"Girls","2000","Rebecca Brown Marshall County","5-4",NA,"High Jump","Kansas"
"Girls","2001","Susanne Funken Ryle","5-4",NA,"High Jump","Kansas"
"Girls","2002","Shelby Ellis Shelby County","5-4",NA,"High Jump","Kansas"
"Girls","2003","Maggie McKay Daviess County","5-4",NA,"High Jump","Kansas"
"Girls","2004","Maggie McKay Daviess County","5-4",NA,"High Jump","Kansas"
"Girls","2005","Maggie McKay Daviess County","5-6",NA,"High Jump","Kansas"
"Girls","2006","Rachel Adams Calloway County","5-6",NA,"High Jump","Kansas"
"Girls","2007","Rachel Adams Calloway County","5-2",NA,"High Jump","Kansas"
"Girls","2008","Rachel Adams Calloway County","5-6",NA,"High Jump","Kansas"
"Girls","2009","Jennifer Stutland Paul Laurence Dunbar","5-2",NA,"High Jump","Kansas"
"Girls","2010","Hillary Jamison Dixie Heights","5-4",NA,"High Jump","Kansas"
"Girls","2011","Kate Hengelbrok Notre Dame","5-4",NA,"High Jump","Kansas"
"Girls","2012","Jazmin Smith Sacred Heart","5-4",NA,"High Jump","Kansas"
"Girls","2013","Natalie Higgs Apollo","5-4",NA,"High Jump","Kansas"
"Girls","2014","Rylee Windham Horth Hardin","5-4",NA,"High Jump","Kansas"
"Girls","2015","Taliyah Colone East Jessamine","5-4",NA,"High Jump","Kansas"
"Girls","2016","Heaven Bigelow Tates Creek","5-3",NA,"High Jump","Kansas"
"Girls","2017","Jalynn Landversic East Jessamine","5-6",NA,"High Jump","Kansas"
"Girls","2018","Tori McCracken Marshall County","5-2",NA,"High Jump","Kansas"
"Girls","2019","Tori McCracken Marshall County","5-6",NA,"High Jump","Kansas"
"Girls","2000","Jacey Hughes Daviess County","10-6",NA,"Pole Vault","Kansas"
"Girls","2001","Jacey Hughes Daviess County","10-00",NA,"Pole Vault","Kansas"
"Girls","2002","Jennifer Vervile Scott","10-6",NA,"Pole Vault","Kansas"
"Girls","2003","Andrea Sabbatine Scott County","10-7",NA,"Pole Vault","Kansas"
"Girls","2004","Andrea Sabbatine Scott County","11-00",NA,"Pole Vault","Kansas"
"Girls","2005","Mary Kris Durham Owensboro","11-6",NA,"Pole Vault","Kansas"
"Girls","2006","Andrea Sabbatine Scott County","11-7",NA,"Pole Vault","Kansas"
"Girls","2007","Lexie Barr Daviess County","11-6",NA,"Pole Vault","Kansas"
"Girls","2008","Leigh Allin Henry Clay","11-00",NA,"Pole Vault","Kansas"
"Girls","2009","Leigh Allin Henry Clay","11-8",NA,"Pole Vault","Kansas"
"Girls","2010","Allyson Hughes Owensboro","10-6",NA,"Pole Vault","Kansas"
"Girls","2011","Megan Zimlich Ballard","11-9",NA,"Pole Vault","Kansas"
"Girls","2012","Maggie Murdock Scott County","10-00",NA,"Pole Vault","Kansas"
"Girls","2013","Abby Harris Scott County","11-00",NA,"Pole Vault","Kansas"
"Girls","2014","Jaci Bickett Henderson County","10-6",NA,"Pole Vault","Kansas"
"Girls","2015","Kristina Leggas Lafayette","11-6",NA,"Pole Vault","Kansas"
"Girls","2016","Jaci Bickett Henderson County","12-6",NA,"Pole Vault","Kansas"
"Girls","2017","Jaci Bickett Henderson County","13-03",NA,"Pole Vault","Kansas"
"Girls","2018","Jaci Bickett Henderson County","12-6",NA,"Pole Vault","Kansas"
"Girls","2019","Sarah Ferguson Lafayette","12-6",NA,"Pole Vault","Kansas"
"Girls","2000","Jessica Southers Russell","05:19.3",NA,"1600m","Kansas"
"Girls","2001","Ashley Harmon Fleming County","05:21.2",NA,"1600m","Kansas"
"Girls","2002","Carmen Mims Mercy","05:12.2",NA,"1600m","Kansas"
"Girls","2003","Carmen Mims Mercy","05:12.3",NA,"1600m","Kansas"
"Girls","2004","Carmen Mims Mercy","04:56.7",NA,"1600m","Kansas"
"Girls","2005","Sondra Nieporte Lloyd Memorial","05:20.1",NA,"1600m","Kansas"
"Girls","2006","Sondra Nieporte Lloyd Memorial","05:27.3",NA,"1600m","Kansas"
"Girls","2007","Michaela Hunter Rockcastle County","05:21.4",NA,"1600m","Kansas"
"Girls","2008","Helen Heines North Bullitt","05:31.3",NA,"1600m","Kansas"
"Girls","2009","Adrianne Shearer West Jessamine","05:22.9",NA,"1600m","Kansas"
"Girls","2010","Kelsey McCain Pendleton County","05:27.2",NA,"1600m","Kansas"
"Girls","2011","Caterina Karas Collins","05:17.9",NA,"1600m","Kansas"
"Girls","2012","Gabriella Karas Collins","04:57.6",NA,"1600m","Kansas"
"Girls","2013","Gabriella Karas Collins","05:03.1",NA,"1600m","Kansas"
"Girls","2014","Gabriella Karas Collins","04:53.7",NA,"1600m","Kansas"
"Girls","2015","Gabriella Karas Collins","04:53.4",NA,"1600m","Kansas"
"Girls","2016","Erin Edmundson North Oldham","05:02.2",NA,"1600m","Kansas"
"Girls","2017","Michaela Reinhart Lexington Catholic","04:58.5",NA,"1600m","Kansas"
"Girls","2018","Madalyn O’Dea Christian Acad.-Lou.","05:11.3",NA,"1600m","Kansas"
"Girls","2019","Sarah Been Elizabethtown","05:10.4",NA,"1600m","Kansas"
"Girls","1980","Lisa Shirley Barren County","12.8",NA,"100m","Kansas"
"Girls","1981","Danitia Coulter Danville","12.69",NA,"100m","Kansas"
"Girls","1982","Enid Kemp Newport","12.91",NA,"100m","Kansas"
"Girls","1983","Danita Coulter Danville","12.68",NA,"100m","Kansas"
"Girls","1984","Regina Robey Logan County","12.58",NA,"100m","Kansas"
"Girls","1985","Tina Robinson Danville","12.59",NA,"100m","Kansas"
"Girls","1986","Lydawn Rainwater LaRue County","12.11",NA,"100m","Kansas"
"Girls","1987","Lydawn Rainwater LaRue County","12.21",NA,"100m","Kansas"
"Girls","1988","Bobbi Jefferson Paducah Tilghman","12.1",NA,"100m","Kansas"
"Girls","1989","Philana Sibley Union County","12.45",NA,"100m","Kansas"
"Girls","1990","Philana Sibley Union County","12.45",NA,"100m","Kansas"
"Girls","1991","Melinda Goodman Fort Campbell","12.31",NA,"100m","Kansas"
"Girls","1992","Darlene Shipman Fort Campbell","12.51",NA,"100m","Kansas"
"Girls","1993","Lakeasha Jones Paducah Tilghman","12.8",NA,"100m","Kansas"
"Girls","1994","Jennifer Kimbrough Franklin-Simpson","13.05",NA,"100m","Kansas"
"Girls","1995","Danielle Carruthers Paducah Tilghman","12.54",NA,"100m","Kansas"
"Girls","1996","Shekera Weston Fort Campbell","12.13",NA,"100m","Kansas"
"Girls","1997","Danielle Carruthers Paducah Tilghman","12.63",NA,"100m","Kansas"
"Girls","1998","Danielle Carruthers Paducah Tilghman","11.97",NA,"100m","Kansas"
