"Gender","Year","Name","Mark","Mark.Note","Event","State"
"Boys","1995","Lorenzo Tooley Monroe County ","10.77",NA,"100m","Kansas"
"Boys","1996","Josh Ellis Paducah Tilghman ","10.61",NA,"100m","Kansas"
"Boys","1997","Josh Ellis Paducah Tilghman ","10.69",NA,"100m","Kansas"
"Boys","1998","Jonathan Embree Bowling Green ","10.90",NA,"100m","Kansas"
"Boys","1999","Jonathan Brown Union County ","10.98",NA,"100m","Kansas"
"Boys","2000","Patrick Johnson Bowling Green ","11.29",NA,"100m","Kansas"
"Boys","2001","Emanueal Harvey Paducah Tilghman ","11.03",NA,"100m","Kansas"
"Boys","2002","John Logan Lexington Catholic ","11.07",NA,"100m","Kansas"
"Boys","2003","John Logan Lexington Catholic ","10.90",NA,"100m","Kansas"
"Boys","2004","Brandon Austin Heath ","11.04",NA,"100m","Kansas"
"Boys","2005","David Jones Belfry ","11.04",NA,"100m","Kansas"
"Boys","2006","Justin Collins Western ","11.32",NA,"100m","Kansas"
"Boys","2007","Tory Parker Paducah Tilghman ","11.15",NA,"100m","Kansas"
"Boys","2008","Winston Guy Lexington Catholic ","11.29",NA,"100m","Kansas"
"Boys","2009","Andy Lewis Johnson Central ","10.97",NA,"100m","Kansas"
"Boys","2010","Erico Smith Spencer County ","10.96",NA,"100m","Kansas"
"Boys","2011","Ryan Timmons Franklin County ","11.02",NA,"100m","Kansas"
"Boys","2012","Ryan Timmons Franklin County ","10.84",NA,"100m","Kansas"
"Boys","2013","Ryan Timmons Franklin County ","11.06",NA,"100m","Kansas"
"Boys","2014","Jake Erpenbeck Cov. Catholic ","10.93",NA,"100m","Kansas"
"Boys","2015","Quinton Baker Ashland Blazer ","10.79",NA,"100m","Kansas"
"Boys","2016","Jairus Brents Waggener ","11.06",NA,"100m","Kansas"
"Boys","2017","Landen Bartleson Boyle County ","10.95",NA,"100m","Kansas"
"Boys","2018","Connor Newhouse North Oldham ","10.74",NA,"100m","Kansas"
"Boys","2019","Chris Duffy Boyle County ","10.46","w","100m","Kansas"
"Boys","2021","Kelvion Wilson John Hardin ","10.84",NA,"100m","Kansas"
"Boys","2000","Chris Young Allen Co.-Scottsville","4:26.24",NA,"1600m","Kansas"
"Boys","2001","Brandon Lancaster Muhlenburg North","4:29.85",NA,"1600m","Kansas"
"Boys","2002","Daniel Morgan Boyle County","4:27.60",NA,"1600m","Kansas"
"Boys","2003","Jonathan Thomas Western Hills","4:23.13",NA,"1600m","Kansas"
"Boys","2004","Breylen Derrick Highlands","4:20.46",NA,"1600m","Kansas"
"Boys","2005","Emon Casey Paducah Tilghman","4:23.58",NA,"1600m","Kansas"
"Boys","2006","Ron Duncan Fleming County","4:22.86",NA,"1600m","Kansas"
"Boys","2007","Nathan Liversedge West Jessamine","4:24.06",NA,"1600m","Kansas"
"Boys","2008","Brian Mirrielees Highlands","4:22.49",NA,"1600m","Kansas"
"Boys","2009","Will Stratford West Jessamine","4:27.20",NA,"1600m","Kansas"
"Boys","2010","Robert Sandlin Franklin County","4:21.21",NA,"1600m","Kansas"
"Boys","2011","Jared Skrabacz South Warren","4:20.54",NA,"1600m","Kansas"
"Boys","2012","Nicholas Laureano Lexington Catholic","4:24.54",NA,"1600m","Kansas"
"Boys","2013","Nicholas Laureano Lexington Catholic","4:22.74",NA,"1600m","Kansas"
"Boys","2014","Trenton Fryman North Oldham","4:22.72",NA,"1600m","Kansas"
"Boys","2015","Ethan Shuley Highlands","4:18.81",NA,"1600m","Kansas"
"Boys","2016","Trenton Fryman North Oldham","4:28.63",NA,"1600m","Kansas"
"Boys","2017","Spencer Carman Lexington Catholic","4:23.52",NA,"1600m","Kansas"
"Boys","2018","Spencer Carman Lexington Catholic","4:25.46",NA,"1600m","Kansas"
"Boys","2019","Ryan Maynard Taylor County","4:29.53",NA,"1600m","Kansas"
"Boys","1966","Remole Owensboro","4:22.80 ",NA,"Mile","Kansas"
"Boys","1967","Remole Owensboro","4:31.50 ",NA,"Mile","Kansas"
"Boys","1968","DeVoto Newport Catholic","4:23.90 ",NA,"Mile","Kansas"
"Boys","1969","Nichols Elizabethtown","4:28.00 ",NA,"Mile","Kansas"
"Boys","1970","Smith Knox Central","4:32.40 ",NA,"Mile","Kansas"
"Boys","1971","Smith Knox Central","4:30.00 ",NA,"Mile","Kansas"
"Boys","1972","Smith Knox Central","4:21.60 ",NA,"Mile","Kansas"
"Boys","1973","Strohmeier Paducah Tilghman","4:28.40 ",NA,"Mile","Kansas"
"Boys","1974","Miller Owensboro","4:22.70 ",NA,"Mile","Kansas"
"Boys","1975","Sheffer Union County","4:28.80 ",NA,"Mile","Kansas"
"Boys","1976","Creekmore Whitley County","4:19.03 ",NA,"Mile","Kansas"
"Boys","1977","Grumback Paducah Tilghman","4:22.70 ",NA,"Mile","Kansas"
"Boys","1978","Jeter North Hardin","4:21.30 ",NA,"Mile","Kansas"
"Boys","1966","Moser Boone County","10.00 ",NA,"100y","Kansas"
"Boys","1967","Gallichio Newport Catholic","10.00 ",NA,"100y","Kansas"
"Boys","1968","Welch Elizabethtown","10.00 ",NA,"100y","Kansas"
"Boys","1969","Blair Bryan Station","10.00 ",NA,"100y","Kansas"
"Boys","1970","Collins Madisonville No.","10.00 ",NA,"100y","Kansas"
"Boys","1971","Gallichio Newport Catholic","10.00 ",NA,"100y","Kansas"
"Boys","1972","Moore Tates Creek","22.20 ",NA,NA,"Kansas"
"Boys","1973","Mitchell Tates Creek","10:10 ",NA,"100y","Kansas"
"Boys","1974","Mitchell Tates Creek","9.80 ",NA,"100y","Kansas"
"Boys","1975","Johnson Lafayette","9.70 ",NA,"100y","Kansas"
"Boys","1977","Prewitt Lafayette","10.00 ",NA,"100y","Kansas"
"Boys","1978","Jones Danville","9.80 ",NA,"100y","Kansas"
"Boys","1979","Choo Choo Lee Paducah Tilghman","10.04 ",NA,"100y","Kansas"
"Boys","1980","Choo Choo Lee Paducah Tilghman","10.90 ",NA,"100m","Kansas"
"Boys","1981","Clay Parker Paducah Tilghman","11.05 ",NA,"100m","Kansas"
"Boys","1982","James Jackson Franklin County","11.08 ",NA,"100m","Kansas"
"Boys","1983","Derek Bowman Owensboro Catholic","11.04 ",NA,"100m","Kansas"
"Boys","1984","Conner Mason Paducah Tilghman","10.86 ",NA,"100m","Kansas"
"Boys","1985","Glenn Jackson Franklin County","10.72 ",NA,"100m","Kansas"
"Boys","1986","Al Baker Trigg County","10.83 ",NA,"100m","Kansas"
"Boys","1987","Gregg Bridges Trigg County","11.24 ",NA,"100m","Kansas"
"Boys","1988","Randy Wyatt Paducah Tilghman","10.63 ",NA,"100m","Kansas"
"Boys","1989","Randy Wyatt Paducah Tilghman","10.63 ",NA,"100m","Kansas"
"Boys","1977","Grumback Paducah Tilghman","4:22.70 ",NA,"Mile","Kansas"
"Boys","1978","Jeter North Hardin","4:21.30 ",NA,"Mile","Kansas"
"Boys","1979","Young Union County","4:23.89 ",NA,"1600m","Kansas"
"Boys","1980","Doug Fultz Russell","4:19.70 ",NA,"1600m","Kansas"
"Boys","1981","Mike Ling Highlands","4:19.66 ",NA,"1600m","Kansas"
"Boys","1982","Steve Metzger Barren County","4:25.00 ",NA,"1600m","Kansas"
"Boys","1983","Mike Wilson Rowan County","4:16.90 ",NA,"1600m","Kansas"
"Boys","1984","James Boxx Middlesboro","4:29.35 ",NA,"1600m","Kansas"
"Boys","1985","Shawn Pawsat Highlands","4:28.37 ",NA,"1600m","Kansas"
"Boys","1986","Jeff Moll Lexington Catholic","4:23.02 ",NA,"1600m","Kansas"
"Boys","1987","Jimmy Herald Warren East","4:18.20 ",NA,"1600m","Kansas"
"Boys","1988","Brian Binion Rowan County","4:26.23 ",NA,"1600m","Kansas"
"Boys","1989","Brian Binion Rowan County","4:25.05 ",NA,"1600m","Kansas"
"Boys","1990","Jeff Scott Fort Campbell","4:28.33 ",NA,"1600m","Kansas"
"Boys","1991","Cleve Eldridge Anderson County","4:29.05 ",NA,"1600m","Kansas"
"Boys","1992","Cleve Eldridge Anderson County","4:29.65 ",NA,"1600m","Kansas"
"Boys","1993","Dennis Hutchinson Pendleton County","4:22.96 ",NA,"1600m","Kansas"
"Boys","1994","Thomas Murley Elizabethtown","4:27.67 ",NA,"1600m","Kansas"
"Boys","1995","Thomas Murley Elizabethtown","4:25.25 ",NA,"1600m","Kansas"
"Boys","1996","La’Mone Owens Fort Campbell","4:15.96 ",NA,"1600m","Kansas"
"Boys","1997","Paul Gilvin Fleming County","4:25.89 ",NA,"1600m","Kansas"
"Boys","1998","Justin Griffi n Bowling Green","4:24.88 ",NA,"1600m","Kansas"
"Boys","1999","Thomas Morgan Lexington Catholic","4:18.95 ",NA,"1600m","Kansas"
"Boys","1973","Briscoe  Bryan Station","1:56.90",NA,"880y","Kansas"
"Boys","1974","Jones  Owensboro","1:55.60",NA,"880y","Kansas"
"Boys","1975","Jones  Owensboro","1:56.10",NA,"880y","Kansas"
"Boys","1976","Thomas  Henry Clay","1:57.3",NA,"880y","Kansas"
"Boys","1977","Grumback  Paducah Tilghman","1:59.20",NA,"880y","Kansas"
"Boys","1978","Thomas  Henry Clay","1:55.00",NA,"880y","Kansas"
"Boys","1979","Fultz  Russell","1:58.64",NA,"800m","Kansas"
"Boys","1980","Doug Murphy  Pulaski County","1:56.30",NA,"800m","Kansas"
"Boys","1981","Pat Alexander  Grayson County","1:58.41",NA,"800m","Kansas"
"Boys","1982","Chucky Crabtree  Webster County","1:59.09",NA,"800m","Kansas"
"Boys","1983","Todd Powers  Knox Central","1:59.77",NA,"800m","Kansas"
"Boys","1984","Jeff Caldwell  Scott County","1:57.49",NA,"800m","Kansas"
"Boys","1985","Larry Jackson  Mayfi eld","1:56.25",NA,"800m","Kansas"
"Boys","1986","Larry Jackson  Mayfi eld","1:55.50",NA,"800m","Kansas"
"Boys","1987","Larry Jackson  Mayfi eld","1:56.30",NA,"800m","Kansas"
"Boys","1988","Brian Binion  Rowan County","1:59.73",NA,"800m","Kansas"
"Boys","1989","Eddie Olding  Grant County","1:55.99",NA,"800m","Kansas"
"Boys","1990","Todd Johnson  Hart County","1:59.15",NA,"800m","Kansas"
"Boys","1991","Cleve Eldridge  Anderson County","1:58.75",NA,"800m","Kansas"
"Boys","1992","Brad Rodgers  Russell","1:56.91",NA,"800m","Kansas"
"Boys","1993","Jamie Pendygraft  Barren County","1:55.54",NA,"800m","Kansas"
"Boys","1994","Wes Freeland  Elizabethtown","1:56.95",NA,"800m","Kansas"
"Boys","1995","Wes Freeland  Elizabethtown","1:58.16",NA,"800m","Kansas"
"Boys","1996","Wes Freeland  Elizabethtown","1:57.36",NA,"800m","Kansas"
"Boys","1997","Skyler Smith  Union County","1:59.52",NA,"800m","Kansas"
"Boys","1998","Skyler Smith  Union County","1:55.84",NA,"800m","Kansas"
"Boys","1999","Skyler Smith  Union County","1:54.59",NA,"800m","Kansas"
"Boys","2000","Wes Meserve  Hancock County","1:58.05",NA,"800m","Kansas"
"Boys","2001","Marcus Johnson  Shawnee","2:03.91",NA,"800m","Kansas"
"Boys","2002","Chris Fountain  Paducah Tilghman","2:01.01",NA,"800m","Kansas"
"Boys","2003","Chris Fountain  Paducah Tilghman","1:59.68",NA,"800m","Kansas"
"Boys","2004","Breylen Derrick  Highlands","1:56.88",NA,"800m","Kansas"
"Boys","2005","Patrick Morgan  Boyle County","1:54.65",NA,"800m","Kansas"
"Boys","2006","Ron Duncan  Fleming County","1:59.49",NA,"800m","Kansas"
"Boys","2007","Brian Mirrielees  Highlands","1:59.13",NA,"800m","Kansas"
"Boys","2008","Thomas Canary  Lexington Catholic","1:54.06",NA,"800m","Kansas"
"Boys","2009","Thomas Canary  Lexington Catholic","1:54.94",NA,"800m","Kansas"
"Boys","2010","Haile Jemane  Louisville Central","1:56.92",NA,"800m","Kansas"
"Boys","2011","Jeremy Rice  North Oldham","1:57.78",NA,"800m","Kansas"
"Boys","2012","Leonard Faul  South Oldham","1:57.09",NA,"800m","Kansas"
"Boys","2013","Nicholas Laureano  Lexington Catholic","1:55.81",NA,"800m","Kansas"
"Boys","2014","Conner Cloyd  Christian Academy","1:57.56",NA,"800m","Kansas"
"Boys","2015","Chas Warden  Elizabethtown","1:56.40",NA,"800m","Kansas"
"Boys","2016","Trenton Fryman  North Oldham","1:59.12",NA,"800m","Kansas"
"Boys","2017","Alex McClarty  North Oldham","1:56.80",NA,"800m","Kansas"
"Boys","2018","Jackson Cox  Boyle County","1:57.05",NA,"800m","Kansas"
"Boys","2019","Jackson Cox  Boyle County","1:57.07",NA,"800m","Kansas"
"Boys","1966","Keller Lexington Catholic","1:54.10",NA,"880y","Kansas"
"Boys","1967","Harris Elizabethtown","1:58.80",NA,"880y","Kansas"
"Boys","1968","Johnson Bryan Station","1:58.80",NA,"880y","Kansas"
"Boys","1969","Peterson Elizabethtown","1:59.70",NA,"880y","Kansas"
"Boys","1970","Young Somerset","1:59.60",NA,"880y","Kansas"
"Boys","1971","Harbutt Bryan Station","1:57.00",NA,"880y","Kansas"
"Boys","1972","Heilman Highlands","1:59.10",NA,"880y","Kansas"
"Boys","1968","Harriford Paducah Tighlman","13-00",NA,"Pole Vault","Kansas"
"Boys","1969","Harriford Paducah Tighlman","13-00",NA,"Pole Vault","Kansas"
"Boys","1970","Nonwieler Davies County","13-00",NA,"Pole Vault","Kansas"
"Boys","1971","Kollross Lafayette","13-06",NA,"Pole Vault","Kansas"
"Boys","1972","Freeman Lafayette","14-09",NA,"Pole Vault","Kansas"
"Boys","1973","DeCaussin Daviess County","12-09",NA,"Pole Vault","Kansas"
"Boys","1974","Decoussin Daviess County","12-06",NA,"Pole Vault","Kansas"
"Boys","1975","Gundlach Shelby County","14-11",NA,"Pole Vault","Kansas"
"Boys","1976","Marshall Woodford County","13-06",NA,"Pole Vault","Kansas"
"Boys","1977","Marshall Woodford County","13-00",NA,"Pole Vault","Kansas"
"Boys","1978","Quisenberry Daviess County","13-03",NA,"Pole Vault","Kansas"
"Boys","1979","Mucci Woodford County","13-00",NA,"Pole Vault","Kansas"
"Boys","1980","Ken Corbin Barren County","12-06",NA,"Pole Vault","Kansas"
"Boys","1981","Ken Corbin Barren County","13-06",NA,"Pole Vault","Kansas"
"Boys","1982","Dean Kauffman Paducah Tilghman","12-00",NA,"Pole Vault","Kansas"
"Boys","1983","Chris Samples Paducah Tilghman","13-00",NA,"Pole Vault","Kansas"
"Boys","1984","Mike Frisch Covington Catholic","12-00",NA,"Pole Vault","Kansas"
"Boys","1985","Todd Clemmons Barren County","12-09",NA,"Pole Vault","Kansas"
"Boys","1986","Norman Hanley Russell","12-06",NA,"Pole Vault","Kansas"
"Boys","1987","Rob Pinkston Highlands","13-06",NA,"Pole Vault","Kansas"
"Boys","1988","Nathan Brown Russell","13-06",NA,"Pole Vault","Kansas"
"Boys","1989","Nathan Brown Russell","13-06",NA,"Pole Vault","Kansas"
"Boys","1990","Mitch Hobbs Oldham County","15-01",NA,"Pole Vault","Kansas"
"Boys","1991","John Williams Fort Knox","13-06",NA,"Pole Vault","Kansas"
"Boys","1992","Ryan Franklin Harrison County","13-00",NA,"Pole Vault","Kansas"
"Boys","1993","John Beck Fort Campbell","12-06",NA,"Pole Vault","Kansas"
"Boys","1994","Kevin Case Harrison County","12-06",NA,"Pole Vault","Kansas"
"Boys","1995","Rob Little Powell County","14-00",NA,"Pole Vault","Kansas"
"Boys","1996","Rob Little Powell County","15-02",NA,"Pole Vault","Kansas"
"Boys","1997","David Blakeman Boyle County","14-01",NA,"Pole Vault","Kansas"
"Boys","1998","Joe Compton Highlands","12-00",NA,"Pole Vault","Kansas"
"Boys","1999","Eric Cockley Western Hills","13-00",NA,"Pole Vault","Kansas"
"Boys","2000","Wes Dockery Webster County","12-06",NA,"Pole Vault","Kansas"
"Boys","2001","Dustin Kehoe Mason County","12-06",NA,"Pole Vault","Kansas"
"Boys","2002","Brian Edwards Fleming County","13-06",NA,"Pole Vault","Kansas"
"Boys","2003","Corey Brown West Jessamine","13-06",NA,"Pole Vault","Kansas"
"Boys","2004","Jimmy Gesenhues Highlands","12-00",NA,"Pole Vault","Kansas"
"Boys","2005","Jimmy Gesenhues Highlands","13-00",NA,"Pole Vault","Kansas"
"Boys","2006","Nick Edwards Fleming County","13-00",NA,"Pole Vault","Kansas"
"Boys","2007","Andrew Warmath Paducah Tilghman","14-06",NA,"Pole Vault","Kansas"
"Boys","2008","Andrew Fadley West Jessamine","13-00",NA,"Pole Vault","Kansas"
"Boys","2009","Greg Phillips Knox Central","12-06",NA,"Pole Vault","Kansas"
"Boys","2010","Jordan Ellison Casey County","12-06",NA,"Pole Vault","Kansas"
"Boys","2011","Will Torbeck Covington Catholic","12-09",NA,"Pole Vault","Kansas"
"Boys","2012","Brooks Devine Marion County","13-06",NA,"Pole Vault","Kansas"
"Boys","2013","Brooks Devine Marion County","14-03",NA,"Pole Vault","Kansas"
"Boys","2014","Ben Huzyak South Warren","13-00",NA,"Pole Vault","Kansas"
"Boys","2015","Ed Huzyak South Warren","14-00",NA,"Pole Vault","Kansas"
"Boys","2016","Kaleb Humphries Elizabethtown","13-00",NA,"Pole Vault","Kansas"
"Boys","2017","Lucas Downs Bardstown","14-06",NA,"Pole Vault","Kansas"
"Boys","2018","Clayton Franklin North Oldham","15-02.25",NA,"Pole Vault","Kansas"
"Boys","2019","Nate Hoppes Marion County","13-06",NA,"Pole Vault","Kansas"
"Boys","1966","Farley Elizabethtown ","6-00.75",NA,"High Jump","Kansas"
"Boys","1967","Worth Owensboro ","6-02",NA,"High Jump","Kansas"
"Boys","1968","Shulman Paducah Tighlman ","6-02.75",NA,"High Jump","Kansas"
"Boys","1969","Wilson Union County ","6-04.00",NA,"High Jump","Kansas"
"Boys","1970","Wilson Union County ","6-04.50",NA,"High Jump","Kansas"
"Boys","1971","Chapman Bryan Station ","6-04.00",NA,"High Jump","Kansas"
"Boys","1972","Thomas Danville ","6-06.25",NA,"High Jump","Kansas"
"Boys","1973","Allen Harrison County ","6-04",NA,"High Jump","Kansas"
"Boys","1974","Slaughters Henderson County ","6-04",NA,"High Jump","Kansas"
"Boys","1975","Bivins Apollo ","6-04",NA,"High Jump","Kansas"
"Boys","1976","Mays Danville ","6-05",NA,"High Jump","Kansas"
"Boys","1977","Mays Danville ","6-09.50",NA,"High Jump","Kansas"
"Boys","1978","Mays Danville ","6-08",NA,"High Jump","Kansas"
"Boys","1979","Ken Wilson Union County ","6-06",NA,"High Jump","Kansas"
"Boys","1980","Ken Wilson Union County ","6-09.75",NA,"High Jump","Kansas"
"Boys","1981","Ken Wilson Union County ","6-10",NA,"High Jump","Kansas"
"Boys","1982","Kevin Market Webster County ","6-08",NA,"High Jump","Kansas"
"Boys","1983","Eric Everhart Union County ","6-06",NA,"High Jump","Kansas"
"Boys","1984","Todd Albritton Calloway County ","6-06",NA,"High Jump","Kansas"
"Boys","1985","Matt Harrell Warren East ","6-05",NA,"High Jump","Kansas"
"Boys","1986","Matt Harrell Warren East ","6-06",NA,"High Jump","Kansas"
"Boys","1987","Drew Muntz Harrison County ","6-06",NA,"High Jump","Kansas"
"Boys","1988","Tom Noe Highlands ","6-10.75",NA,"High Jump","Kansas"
"Boys","1989","David Stone Union County ","6-08",NA,"High Jump","Kansas"
"Boys","1990","Paul Akers Morgan County ","6-10",NA,"High Jump","Kansas"
"Boys","1991","Paul Akers Morgan County ","6-10",NA,"High Jump","Kansas"
"Boys","1992","Paul Akers Morgan County ","6-08",NA,"High Jump","Kansas"
"Boys","1993","Robin Handley Owensboro ","6-06",NA,"High Jump","Kansas"
"Boys","1994","Gabe Bostic Fort Knox ","6-06",NA,"High Jump","Kansas"
"Boys","1995","Andre McFadden Fort Knox ","6-08",NA,"High Jump","Kansas"
"Boys","1996","David Reed Mason County ","6-06",NA,"High Jump","Kansas"
"Boys","1997","B.T. Pickett Ryle ","6-02",NA,"High Jump","Kansas"
"Boys","1998","Randy Worthington Highlands ","6-06",NA,"High Jump","Kansas"
"Boys","1999","Brent Weaver Sheldon Clark ","6-06",NA,"High Jump","Kansas"
"Boys","2000","Harry Lewis Mason County ","6-06",NA,"High Jump","Kansas"
"Boys","2001","Harry Lewis Mason County ","6-04",NA,"High Jump","Kansas"
"Boys","2002","Adam Workman Pendleton County ","6-08",NA,"High Jump","Kansas"
"Boys","2003","Brian Gifford Warren East ","6-04",NA,"High Jump","Kansas"
"Boys","2004","Sam Mincey Rowan County ","6-04",NA,"High Jump","Kansas"
"Boys","2005","Marty Dummitt Lewis County ","6-02",NA,"High Jump","Kansas"
"Boys","2006","Marty Dummitt Lewis County ","6-04",NA,"High Jump","Kansas"
"Boys","2007","Bryce Mickey Bell County ","6-04",NA,"High Jump","Kansas"
"Boys","2008","Lin Millett Lexington Catholic ","6-02",NA,"High Jump","Kansas"
"Boys","2009","Alex Connelly Covington Catholic ","6-04",NA,"High Jump","Kansas"
"Boys","2010","Chris Ulis Elizabethtown ","6-04",NA,"High Jump","Kansas"
"Boys","2011","Tyler Bray Lloyd Memorial ","6-08",NA,"High Jump","Kansas"
"Boys","2012","Tyler Bray Lloyd Memorial ","6-10.75",NA,"High Jump","Kansas"
"Boys","2013","Micah Smith Casey County ","6-04",NA,"High Jump","Kansas"
"Boys","2014","Jurien Royal Elizabethtown ","6-08",NA,"High Jump","Kansas"
"Boys","2015","Patrick Kelly Lexington Catholic ","6-06",NA,"High Jump","Kansas"
"Boys","2016","Deshawn Bell DeSales ","6-02",NA,"High Jump","Kansas"
"Boys","2017","Aaron Johnson Mercer County ","6-07",NA,"High Jump","Kansas"
"Boys","2018","De’Anta Sanon East Jessamine ","6-04",NA,"High Jump","Kansas"
"Boys","2019","Standford Walker Russell ","6-04",NA,"High Jump","Kansas"
"Boys","2021","Avery Bell Bardstown ","6-04",NA,"High Jump","Kansas"
"Boys","1966","Swope Daviess County ","14-00",NA,"Pole Vault","Kansas"
"Boys","1967","Davis Woodford County ","13-00",NA,"Pole Vault","Kansas"
"Boys","1990","Troy McCown Danville","10.95",NA,"100m","Kansas"
"Boys","1991","William Murrell Mayfi eld","11.07",NA,"100m","Kansas"
"Boys","1992","Willie Jones Fort Knox","11.18",NA,"100m","Kansas"
"Boys","1993","Augie Marks Lloyd Memorial","11.06",NA,"100m","Kansas"
"Boys","1994","Salim Sanchez Murray","11.34",NA,"100m","Kansas"
"Boys","1995","Salim Sanchez Murray","11.42",NA,"100m","Kansas"
"Boys","1996","Dante’ Drane Russellville","11.52",NA,"100m","Kansas"
"Boys","1997","Salim Sanchez Murray","11.16",NA,"100m","Kansas"
"Boys","1998","Ryan Potter Jenkins","11.48",NA,"100m","Kansas"
"Boys","1999","Justin Parks Harrodsburg","11.20",NA,"100m","Kansas"
"Boys","2000","Boyzzz Khumalo Bethlehem","11.16",NA,"100m","Kansas"
"Boys","2001","Bobby Smith Murray","11.21",NA,"100m","Kansas"
"Boys","2002","Brian Johnson Bardstown","11.15",NA,"100m","Kansas"
"Boys","2003","Letiz Arnold Ballard Memorial","11.03",NA,"100m","Kansas"
"Boys","2004","Tim Hill Crittenden County","11.13",NA,"100m","Kansas"
"Boys","2005","Malcolm Busby Fulton County","11.14",NA,"100m","Kansas"
"Boys","2006","Derrick Stallworth Fort Campbell","11.01",NA,"100m","Kansas"
"Boys","2007","Derrick Stallworth Fort Campbell","10.97",NA,"100m","Kansas"
"Boys","2008","John Cole Somerset","11.30",NA,"100m","Kansas"
"Boys","2009","Quan Weaver Frankfort","11.13",NA,"100m","Kansas"
"Boys","2010","Aaron Hall Frankfort","11.50",NA,"100m","Kansas"
"Boys","2011","Donovan Burton Green County","11.24",NA,"100m","Kansas"
"Boys","2012","Andre Klaassen Whitefi eld Academy","11.09",NA,"100m","Kansas"
"Boys","2013","Cam Cheuvront Somerset","10.99",NA,"100m","Kansas"
"Boys","2014","Khari Saunders Fort Knox","10.89",NA,"100m","Kansas"
"Boys","2015","Kendon Young Campbellsville","11.25",NA,"100m","Kansas"
"Boys","2016","Max Bearden Holy Cross (Lou.)","11.12",NA,"100m","Kansas"
"Boys","2017","Seth Evers Bellevue","11.28",NA,"100m","Kansas"
"Boys","2018","Dmauriae Vancleeve Danville","10.96",NA,"100m","Kansas"
"Boys","2019","Ryan Long Trimble County","11.02",NA,"100m","Kansas"
"Boys","2004","Julian Boggs Berea","4:34.34",NA,"1600m","Kansas"
"Boys","2005","Matthew Shoulta St. Mary","4:31.07",NA,"1600m","Kansas"
"Boys","2006","Chad Schmidt Bishop Brossart","4:32.17",NA,"1600m","Kansas"
"Boys","2007","Gordy Dooley St. Henry","4:29.92",NA,"1600m","Kansas"
"Boys","2008","Gordy Dooley St. Henry","4:23.83",NA,"1600m","Kansas"
"Boys","2009","Corey Stoll Villa Madonna","4:23.43",NA,"1600m","Kansas"
"Boys","2010","Jacob Thomson Holy Cross (Lou.)","4:24.70",NA,"1600m","Kansas"
"Boys","2011","Jacob Thomson Holy Cross (Lou.)","4:27.64",NA,"1600m","Kansas"
"Boys","2012","Jacob Thomson Holy Cross (Lou.)","4:10.80",NA,"1600m","Kansas"
"Boys","2013","Jacob Thomson Holy Cross (Lou.)","4:09.99",NA,"1600m","Kansas"
"Boys","2014","Eric Baugh Villa Madonna","4:22.82",NA,"1600m","Kansas"
"Boys","2015","Eric Baugh Villa Madonna","4:26.97",NA,"1600m","Kansas"
"Boys","2016","Dedrick Troxell Green County","4:26.87",NA,"1600m","Kansas"
"Boys","2017","Keeton Thornsberry Holy Cross (Lou.)","4:23.91",NA,"1600m","Kansas"
"Boys","2018","Keeton Thornsberry Holy Cross (Lou.)","4:19.97",NA,"1600m","Kansas"
"Boys","2019","Keeton Thornsberry Holy Cross (Lou.)","4:18.77",NA,"1600m","Kansas"
"Boys","1966","Banks MMI","4:38.40 ",NA,"Mile","Kansas"
"Boys","1967","Banks MMI","4:20.80 ",NA,"Mile","Kansas"
"Boys","1968","Daffron Monticello","4:33.00 ",NA,"Mile","Kansas"
"Boys","1969","Daffron Monticello","4:29.60 ",NA,"Mile","Kansas"
"Boys","1970","Hill Bardstown","4:36.10 ",NA,"Mile","Kansas"
"Boys","1971","Dieruf Frankfort","4:36.90 ",NA,"Mile","Kansas"
"Boys","1972","Mitchell Williamsburg","4:35.30 ",NA,"Mile","Kansas"
"Boys","1973","Mitchell Williamsburg","4:30.60 ",NA,"Mile","Kansas"
"Boys","1974","Baker Providence","9:44.90 ",NA,NA,"Kansas"
"Boys","1975","Depriest Jenkins","4:31.6 ",NA,"Mile","Kansas"
"Boys","1976","Dunbar Providence","4:26 ",NA,"Mile","Kansas"
"Boys","1977","Raines Breckinridge","4:22.70 ",NA,"Mile","Kansas"
"Boys","1978","Narrimore Jenkins","4:27.50 ",NA,"Mile","Kansas"
"Boys","1966","Green Eminence","9.70 ",NA,"100y","Kansas"
"Boys","1967","Green Eminence","9.60 ",NA,"100y","Kansas"
"Boys","1968","Parks Harrodsburg","10.00 ",NA,"100y","Kansas"
"Boys","1969","Robinson Frankfort","10.20 ",NA,"100y","Kansas"
"Boys","1970","Parks Harrodsburg","9.70 ",NA,"100y","Kansas"
"Boys","1971","Johnson Frankfort","10.30 ",NA,"100y","Kansas"
"Boys","1972","Willis Sayre","10.20 ",NA,"100y","Kansas"
"Boys","1973","Edmonson Lone Jack","10.30 ",NA,"100y","Kansas"
"Boys","1974","Hawkins Mt. Sterling","9.80 ",NA,"100y","Kansas"
"Boys","1975","Hawkins Mt. Sterling","9.90 ",NA,"100y","Kansas"
"Boys","1977","Dean Madison","10.00 ",NA,"100y","Kansas"
"Boys","1978","Alexander Trigg County","10.00 ",NA,"100y","Kansas"
"Boys","1979","Greg Briscoe Corbin","4:27.18 ",NA,"1600m","Kansas"
"Boys","1980","Sam Love Trigg County","4:21.80 ",NA,"1600m","Kansas"
