"State","Year","Gender","Event","Class","Text","Mark","Mark.Note"
"New York",2011,"Boys","Pole Vault","D-2","D-2","15' 0 """,""
"New York",2012,"Boys","100m","D-1","D-1","11.03",""
"New York",2012,"Boys","100m","D-2","D-2","11.11",""
"New York",2012,"Boys","100m","Federation","Federation","10.96",""
"New York",2012,"Boys","800m","D-1","D-1 + Federation","1:51.21",""
"New York",2012,"Boys","800m","D-2","D-2","1:54.33",""
"New York",2012,"Boys","1600m","D-1","D-1 + Federation","4:05.24 ","*"
"New York",2012,"Boys","1600m","D-2","D-2","4:13.29",""
"New York",2012,"Boys","High Jump","D-1","D-1 + Federation","6' 10 """,""
"New York",2012,"Boys","High Jump","D-2","D-2","6' 5 """,""
"New York",2012,"Boys","Pole Vault","D-1","D-1","15' 0 """,""
"New York",2012,"Boys","Pole Vault","D-2","D-2","14' 0 """,""
"New York",2012,"Boys","Pole Vault","D-2",NA,"16' 0 """,""
"New York",2013,"Boys","100m","D-1","D-1","10.76",""
"New York",2013,"Boys","100m","D-2","D-2","10.64",""
"New York",2013,"Boys","100m","Federation","Federation","10.62","*"
"New York",2013,"Boys","800m","D-1","D-1","1:52.85",""
"New York",2013,"Boys","800m","D-2","D-2 + Federation","1:51.88",""
"New York",2013,"Boys","1600m","D-1","D-1 + Federation","4:07.00",""
"New York",2013,"Boys","1600m","D-2","D-2","4:11.25",""
"New York",2013,"Boys","High Jump","D-1","D-1 + Federation","6' 7 """,""
"New York",2013,"Boys","High Jump","D-2","D-2","6' 7 """,""
"New York",2013,"Boys","Pole Vault","D-1","D-1","14' 6 """,""
"New York",2013,"Boys","Pole Vault","D-2","D-2 + Federation","15' 0 """,""
"New York",2014,"Boys","100m","D-1","D-1","10.69",""
"New York",2014,"Boys","100m","D-2","D-2","11.09",""
"New York",2014,"Boys","100m","Federation","Federation","10.58",""
"New York",2014,"Boys","800m","D-1","D-1 + Federation","1:54.24",""
"New York",2014,"Boys","800m","D-2","D-2","1:54.60",""
"New York",2014,"Boys","1600m","D-1","D-1 + Federation","4:07.82",""
"New York",2014,"Boys","1600m","D-2","D-2","4:10.60",""
"New York",2014,"Boys","High Jump","D-1","D-1","6' 5 """,""
"New York",2014,"Boys","High Jump","D-2","D-2 + Federation","6' 7 """,""
"New York",2014,"Boys","Pole Vault","D-1","D-1","16' 6 """,""
"New York",2014,"Boys","Pole Vault","D-2","D-2","14' 0 """,""
"New York",2014,"Boys","Pole Vault","Federation","Federation","16' 6 """,""
"New York",2015,"Boys","100m","D-1","D-1","10.68",""
"New York",2015,"Boys","100m","D-2","D-2","10.89",""
"New York",2015,"Boys","100m","Federation","Federation","10.85",""
"New York",2015,"Boys","800m","D-1","D-1 + Federation","1:51.40",""
"New York",2015,"Boys","800m","D-2","D-2","1:52.22",""
"New York",2015,"Boys","1600m","D-1","D-1","4:10.20",""
"New York",2015,"Boys","1600m","D-2","D-2","4:09.39",""
"New York",2015,"Boys","1600m","Federation","Federation","4:07.50",""
"New York",2015,"Boys","High Jump","D-1","D-1 + Federation","6' 10 """,""
"New York",2015,"Boys","High Jump","D-2","D-2","6' 6 """,""
"New York",2015,"Boys","Pole Vault","D-1","D-1","15' 3""",""
"New York",2015,"Boys","Pole Vault","D-2","D-2","14' 0 """,""
"New York",2015,"Boys","Pole Vault","Federation","Federation","15' 6 """,""
"New York",2016,"Boys","100m","D-1","D-1","11.11",""
"New York",2016,"Boys","100m","D-2","D-2","11.02",""
"New York",2016,"Boys","100m","Federation","Federation","10.75",""
"New York",2016,"Boys","800m","D-1","D-1 + Federation","1:52.77",""
"New York",2016,"Boys","800m","D-2","D-2","1:54.38",""
"New York",2016,"Boys","1600m","D-1","D-1","4:13.71",""
"New York",2016,"Boys","1600m","D-2","D-2 + Federation","4:09.58",""
"New York",2016,"Boys","High Jump","D-1","D-1","6' 8 """,""
"New York",2016,"Boys","High Jump","D-2","D-2 + Federation","6' 10 """,""
"New York",2016,"Boys","Pole Vault","D-1","D-1","14' 9 """,""
"New York",2016,"Boys","Pole Vault","D-2","D-2","14' 6 """,""
"New York",2016,"Boys","Pole Vault","Federation","Federation","14' 9 """,""
"New York",2017,"Boys","100m","D-1","D-1","10.90",""
"New York",2017,"Boys","100m","D-2","D-2","10.97",""
"New York",2017,"Boys","100m","Federation","Federation","10.80",""
"New York",2017,"Boys","800m","D-1","D-1 + Federation","1:50.96",""
"New York",2017,"Boys","800m","D-2","D-2","1:53.79",""
"New York",2017,"Boys","1600m","D-1","D-1 + Federation","4:12.81",""
"New York",2017,"Boys","1600m","D-2","D-2","4:16.32",""
"New York",2017,"Boys","High Jump","D-1","D-1","7' 0 """,""
"New York",2017,"Boys","High Jump","D-2","D-2 + Federation","6' 8 """,""
"New York",2017,"Boys","Pole Vault","D-1","D-1 + Federation","15' 6 """,""
"New York",2017,"Boys","Pole Vault","D-2","D-2","15' 0 """,""
"New York",2018,"Boys","100m","D-1","D-1","10.92",""
"New York",2018,"Boys","100m","D-2","D-2","10.71",""
"New York",2018,"Boys","100m","Federation","Federation","10.48 ","*"
"New York",2018,"Boys","800m","D-1","D-1 + Federation","1:52.33",""
"New York",2018,"Boys","800m","D-2","D-2","1:53.81",""
"New York",2018,"Boys","1600m","D-1","D-1 + Federation","4:10.01",""
"New York",2018,"Boys","1600m","D-2","D-2","4:15.79",""
"New York",2018,"Boys","High Jump","D-1","D-1","6' 7 """,""
"New York",2018,"Boys","High Jump","D-2","D-2 + Federation","6' 8 """,""
"New York",2018,"Boys","Pole Vault","D-1","D-1 + Federation","16' 0 """,""
"New York",2018,"Boys","Pole Vault","D-2","D-2","15' 0 """,""
"New York",2019,"Boys","100m","D-2","Non- NYSPHSAA","10.92",""
"New York",2019,"Boys","100m","D-1","D-1","10.88",""
"New York",2019,"Boys","100m","D-2","D-2","10.60",""
"New York",2019,"Boys","100m","Federation","Federation","10.76",""
"New York",2019,"Boys","800m","D-1","D-1","1:52.58",""
"New York",2019,"Boys","800m","D-2","D-2 + Federation","1:52.01",""
"New York",2019,"Boys","1600m","D-1","D-1 + Federation","4:10.78",""
"New York",2019,"Boys","1600m","D-2","D-2","4:12.36",""
"New York",2019,"Boys","High Jump","D-1","D-1 + Federation","6' 8 """,""
"New York",2019,"Boys","High Jump","D-2","D-2","6' 7 """,""
"New York",2019,"Boys","Pole Vault","D-1","D-1","15' 0 """,""
"New York",2019,"Boys","Pole Vault","D-2","D-2 + Federation","16' 0 """,""
