"State","Year","Gender","Schools","Participation","Event","Mark","Mark.Note","Students","df","Count","Participation.Thousands"
"Wisconsin",2002,"Boys",427,13131,"High Jump",2.0066,NA,287557,16,197252,13.131
"Wisconsin",2002,"Boys",427,13131,"High Jump",2.0066,NA,287557,16,197252,13.131
"Wisconsin",2002,"Boys",427,13131,"Pole Vault",4.572,NA,287557,16,197252,13.131
"Wisconsin",2002,"Boys",427,13131,"Pole Vault",4.2672,NA,287557,16,197252,13.131
"Wisconsin",2002,"Boys",427,13131,"Pole Vault",3.9624,NA,287557,16,197252,13.131
"Wyoming",2002,"Boys",69,1629,"Pole Vault",4.6482,NA,29035,17,19963,1.629
"Wyoming",2002,"Boys",69,1629,"High Jump",1.8288,NA,29035,17,19963,1.629
"Wyoming",2002,"Boys",69,1629,"Pole Vault",4.2672,NA,29035,17,19963,1.629
"Wyoming",2002,"Boys",69,1629,"Pole Vault",4.2672,NA,29035,17,19963,1.629
"Wyoming",2002,"Boys",69,1629,"800m",121.66,NA,29035,17,19963,1.629
"Wyoming",2002,"Boys",69,1629,"800m",121.74,NA,29035,17,19963,1.629
"Wyoming",2002,"Boys",69,1629,"800m",118.38,NA,29035,17,19963,1.629
"Wyoming",2002,"Boys",69,1629,"800m",115.02,NA,29035,17,19963,1.629
"Wyoming",2002,"Boys",69,1629,"High Jump",1.9304,NA,29035,17,19963,1.629
"Wyoming",2002,"Boys",69,1629,"Pole Vault",4.1148,NA,29035,17,19963,1.629
"Wyoming",2002,"Boys",69,1629,"High Jump",1.9304,NA,29035,17,19963,1.629
"Wyoming",2002,"Boys",69,1629,"100m",11.63,NA,29035,17,19963,1.629
"Wyoming",2002,"Boys",69,1629,"100m",11.85,NA,29035,17,19963,1.629
"Wyoming",2002,"Boys",69,1629,"100m",11.81,NA,29035,17,19963,1.629
"Wyoming",2002,"Boys",69,1629,"100m",11.38,NA,29035,17,19963,1.629
"Wyoming",2002,"Boys",69,1629,"High Jump",1.8796,NA,29035,17,19963,1.629
"Wyoming",2002,"Boys",69,1629,"1600m",293.83,NA,29035,17,19963,1.629
"Wyoming",2002,"Boys",69,1629,"1600m",280.39,NA,29035,17,19963,1.629
"Wyoming",2002,"Boys",69,1629,"1600m",275.66,NA,29035,17,19963,1.629
"Wyoming",2002,"Boys",69,1629,"1600m",271.61,NA,29035,17,19963,1.629
"California",2002,"Girls",993,33153,"100m",11.64,NA,1745295,2,1290825,33.153
"California",2002,"Girls",993,33153,"100m",11.97,NA,1745295,2,1290825,33.153
"California",2002,"Girls",993,33153,"800m",128.62,NA,1745295,2,1290825,33.153
"California",2002,"Girls",993,33153,"800m",129.48,NA,1745295,2,1290825,33.153
"California",2002,"Girls",993,33153,"800m",129.73,NA,1745295,2,1290825,33.153
"California",2002,"Girls",993,33153,"800m",131.07,NA,1745295,2,1290825,33.153
"California",2002,"Girls",993,33153,"800m",132.99,NA,1745295,2,1290825,33.153
"California",2002,"Girls",993,33153,"800m",133.37,NA,1745295,2,1290825,33.153
"California",2002,"Girls",993,33153,"800m",141.61,NA,1745295,2,1290825,33.153
"California",2002,"Girls",993,33153,"800m",142.34,NA,1745295,2,1290825,33.153
"California",2002,"Girls",993,33153,"800m",NA,NA,1745295,2,1290825,33.153
"California",2002,"Girls",993,33153,"High Jump",1.8034,NA,1745295,2,1290825,33.153
"California",2002,"Girls",993,33153,"High Jump",1.7526,NA,1745295,2,1290825,33.153
"California",2002,"Girls",993,33153,"High Jump",1.7018,NA,1745295,2,1290825,33.153
"California",2002,"Girls",993,33153,"High Jump",1.6002,NA,1745295,2,1290825,33.153
"California",2002,"Girls",993,33153,"Pole Vault",4.0386,NA,1745295,2,1290825,33.153
"California",2002,"Girls",993,33153,"Pole Vault",3.8862,NA,1745295,2,1290825,33.153
"California",2002,"Girls",993,33153,"Pole Vault",3.7338,NA,1745295,2,1290825,33.153
"California",2002,"Girls",993,33153,"Pole Vault",3.5814,NA,1745295,2,1290825,33.153
"Florida",2002,"Girls",516,13295,"100m",11.91,NA,703064,18,634643,13.295
"Florida",2002,"Girls",516,13295,"100m",11.6,NA,703064,18,634643,13.295
"Florida",2002,"Girls",516,13295,"100m",12.02,NA,703064,18,634643,13.295
"Florida",2002,"Girls",516,13295,"100m",12.04,NA,703064,18,634643,13.295
"Florida",2002,"Girls",516,13295,"800m",133.54,NA,703064,18,634643,13.295
"Florida",2002,"Girls",516,13295,"800m",136.74,NA,703064,18,634643,13.295
"Florida",2002,"Girls",516,13295,"800m",135.7,NA,703064,18,634643,13.295
"Florida",2002,"Girls",516,13295,"800m",140.57,NA,703064,18,634643,13.295
"Florida",2002,"Girls",516,13295,"1600m",301.89,NA,703064,18,634643,13.295
"Florida",2002,"Girls",516,13295,"1600m",303.9,NA,703064,18,634643,13.295
"Florida",2002,"Girls",516,13295,"1600m",300.5,NA,703064,18,634643,13.295
"Florida",2002,"Girls",516,13295,"1600m",317.42,NA,703064,18,634643,13.295
"Florida",2002,"Girls",516,13295,"High Jump",1.6256,NA,703064,18,634643,13.295
"Florida",2002,"Girls",516,13295,"High Jump",1.7272,NA,703064,18,634643,13.295
"Florida",2002,"Girls",516,13295,"High Jump",1.6256,NA,703064,18,634643,13.295
"Florida",2002,"Girls",516,13295,"High Jump",1.651,NA,703064,18,634643,13.295
"Florida",2002,"Girls",516,13295,"Pole Vault",3.5052,NA,703064,18,634643,13.295
"Florida",2002,"Girls",516,13295,"Pole Vault",3.5052,NA,703064,18,634643,13.295
"Florida",2002,"Girls",516,13295,"Pole Vault",3.2004,NA,703064,18,634643,13.295
"Florida",2002,"Girls",516,13295,"Pole Vault",3.048,NA,703064,18,634643,13.295
"Georgia",2002,"Girls",341,8193,"1600m",309.4,NA,395439,19,372832,8.193
"Georgia",2002,"Girls",341,8193,"1600m",313.1,NA,395439,19,372832,8.193
"Georgia",2002,"Girls",341,8193,"1600m",324.2,NA,395439,19,372832,8.193
"Georgia",2002,"Girls",341,8193,"1600m",303.7,NA,395439,19,372832,8.193
"Georgia",2002,"Girls",341,8193,"1600m",343.8,NA,395439,19,372832,8.193
"Georgia",2002,"Girls",341,8193,"100m",11.94,NA,395439,19,372832,8.193
"Georgia",2002,"Girls",341,8193,"100m",12.09,NA,395439,19,372832,8.193
"Georgia",2002,"Girls",341,8193,"100m",11.8,NA,395439,19,372832,8.193
"Georgia",2002,"Girls",341,8193,"100m",12.17,NA,395439,19,372832,8.193
"Georgia",2002,"Girls",341,8193,"100m",12.57,NA,395439,19,372832,8.193
"Georgia",2002,"Girls",341,8193,"800m",136.4,NA,395439,19,372832,8.193
"Georgia",2002,"Girls",341,8193,"800m",133.2,NA,395439,19,372832,8.193
"Georgia",2002,"Girls",341,8193,"800m",137.5,NA,395439,19,372832,8.193
"Georgia",2002,"Girls",341,8193,"800m",129.5,NA,395439,19,372832,8.193
"Georgia",2002,"Girls",341,8193,"800m",144.8,NA,395439,19,372832,8.193
"Georgia",2002,"Girls",341,8193,"High Jump",1.7018,NA,395439,19,372832,8.193
"Georgia",2002,"Girls",341,8193,"High Jump",1.6256,NA,395439,19,372832,8.193
"Georgia",2002,"Girls",341,8193,"High Jump",1.651,NA,395439,19,372832,8.193
"Georgia",2002,"Girls",341,8193,"High Jump",1.6764,NA,395439,19,372832,8.193
"Georgia",2002,"Girls",341,8193,"High Jump",1.6256,NA,395439,19,372832,8.193
"Georgia",2002,"Girls",341,8193,"Pole Vault",3.3528,NA,395439,19,372832,8.193
"Georgia",2002,"Girls",341,8193,"Pole Vault",2.5908,NA,395439,19,372832,8.193
"Georgia",2002,"Girls",341,8193,"Pole Vault",2.8956,NA,395439,19,372832,8.193
"Georgia",2002,"Girls",341,8193,"Pole Vault",2.4384,NA,395439,19,372832,8.193
"Georgia",2002,"Girls",341,8193,"Pole Vault",2.4384,NA,395439,19,372832,8.193
"Illinois",2002,"Girls",583,16087,"100m",12.45,NA,585396,20,416771,16.087
"Illinois",2002,"Girls",583,16087,"100m",11.83,NA,585396,20,416771,16.087
"Illinois",2002,"Girls",583,16087,"800m",138,NA,585396,20,416771,16.087
"Illinois",2002,"Girls",583,16087,"800m",134.7,NA,585396,20,416771,16.087
"Illinois",2002,"Girls",583,16087,"1600m",310,NA,585396,20,416771,16.087
"Illinois",2002,"Girls",583,16087,"1600m",299.8,NA,585396,20,416771,16.087
"Illinois",2002,"Girls",583,16087,"High Jump",1.6764,NA,585396,20,416771,16.087
"Illinois",2002,"Girls",583,16087,"High Jump",1.7018,NA,585396,20,416771,16.087
"Illinois",2002,"Girls",583,16087,"Pole Vault",3.1242,NA,585396,20,416771,16.087
"Illinois",2002,"Girls",583,16087,"Pole Vault",3.5052,NA,585396,20,416771,16.087
"Kansas",2002,"Girls",364,6535,"100m",11.8,NA,143570,21,101463,6.535
"Kansas",2002,"Girls",364,6535,"1600m",315.3,NA,143570,21,101463,6.535
"Kansas",2002,"Girls",364,6535,"800m",136.61,NA,143570,21,101463,6.535
"Kansas",2002,"Girls",364,6535,"High Jump",1.6256,NA,143570,21,101463,6.535
"Kansas",2002,"Girls",364,6535,"Pole Vault",3.2004,NA,143570,21,101463,6.535
"Kansas",2002,"Girls",364,6535,"1600m",312.2,NA,143570,21,101463,6.535
"Kansas",2002,"Girls",364,6535,"100m",12.26,NA,143570,21,101463,6.535
"Kansas",2002,"Girls",364,6535,"800m",142.1,NA,143570,21,101463,6.535
"Kansas",2002,"Girls",364,6535,"High Jump",1.6764,NA,143570,21,101463,6.535
"Kansas",2002,"Girls",364,6535,"Pole Vault",2.7432,NA,143570,21,101463,6.535
"Kansas",2002,"Girls",364,6535,"1600m",319.4,NA,143570,21,101463,6.535
"Kansas",2002,"Girls",364,6535,"100m",12.45,NA,143570,21,101463,6.535
"Kansas",2002,"Girls",364,6535,"800m",144.1,NA,143570,21,101463,6.535
"Maryland",2002,"Girls",171,4483,"100m",11.8,NA,246807,4,196573,4.483
"Maryland",2002,"Girls",171,4483,"100m",12.47,NA,246807,4,196573,4.483
"Maryland",2002,"Girls",171,4483,"100m",12.47,NA,246807,4,196573,4.483
"Maryland",2002,"Girls",171,4483,"100m",12.85,NA,246807,4,196573,4.483
"Maryland",2002,"Girls",171,4483,"800m",134.21,NA,246807,4,196573,4.483
"Maryland",2002,"Girls",171,4483,"800m",137,NA,246807,4,196573,4.483
"Maryland",2002,"Girls",171,4483,"800m",138.17,NA,246807,4,196573,4.483
"Maryland",2002,"Girls",171,4483,"800m",141.33,NA,246807,4,196573,4.483
"Maryland",2002,"Girls",171,4483,"High Jump",1.6256,NA,246807,4,196573,4.483
"Maryland",2002,"Girls",171,4483,"High Jump",1.6764,NA,246807,4,196573,4.483
"Maryland",2002,"Girls",171,4483,"High Jump",1.5748,NA,246807,4,196573,4.483
"Maryland",2002,"Girls",171,4483,"High Jump",1.5748,NA,246807,4,196573,4.483
"Maryland",2002,"Girls",171,4483,"1600m",303.2,NA,246807,4,196573,4.483
"Maryland",2002,"Girls",171,4483,"1600m",302.3,NA,246807,4,196573,4.483
"Maryland",2002,"Girls",171,4483,"1600m",309.39,NA,246807,4,196573,4.483
"Maryland",2002,"Girls",171,4483,"1600m",313.79,NA,246807,4,196573,4.483
"Maryland",2002,"Girls",171,4483,"Pole Vault",2.8956,NA,246807,4,196573,4.483
"Maryland",2002,"Girls",171,4483,"Pole Vault",3.5306,NA,246807,4,196573,4.483
"Maryland",2002,"Girls",171,4483,"Pole Vault",3.048,NA,246807,4,196573,4.483
"Maryland",2002,"Girls",171,4483,"Pole Vault",3.048,NA,246807,4,196573,4.483
"Massachusetts",2002,"Girls",266,10474,"Pole Vault",3.81,NA,273644,5,222303,10.474
"Massachusetts",2002,"Girls",266,10474,"High Jump",1.6764,NA,273644,5,222303,10.474
"Massachusetts",2002,"Girls",266,10474,"1600m",292.274916,NA,273644,5,222303,10.474
"Massachusetts",2002,"Girls",266,10474,"800m",128.74,NA,273644,5,222303,10.474
"Massachusetts",2002,"Girls",266,10474,"100m",12.2,NA,273644,5,222303,10.474
"Michigan",2002,"Girls",645,18555,"Pole Vault",3.3528,NA,497159,6,326682,18.555
"Michigan",2002,"Girls",645,18555,"High Jump",1.651,NA,497159,6,326682,18.555
"Michigan",2002,"Girls",645,18555,"1600m",302.63,NA,497159,6,326682,18.555
"Michigan",2002,"Girls",645,18555,"800m",134.3,NA,497159,6,326682,18.555
"Michigan",2002,"Girls",645,18555,"100m",12.07,NA,497159,6,326682,18.555
"Michigan",2002,"Girls",645,18555,"Pole Vault",3.4798,NA,497159,6,326682,18.555
"Michigan",2002,"Girls",645,18555,"High Jump",1.7272,NA,497159,6,326682,18.555
"Michigan",2002,"Girls",645,18555,"1600m",297.81,NA,497159,6,326682,18.555
"Michigan",2002,"Girls",645,18555,"800m",133.51,NA,497159,6,326682,18.555
"Michigan",2002,"Girls",645,18555,"100m",12.11,NA,497159,6,326682,18.555
"Michigan",2002,"Girls",645,18555,"Pole Vault",3.2766,NA,497159,6,326682,18.555
"Michigan",2002,"Girls",645,18555,"High Jump",1.6256,NA,497159,6,326682,18.555
"Michigan",2002,"Girls",645,18555,"1600m",300.26,NA,497159,6,326682,18.555
"Michigan",2002,"Girls",645,18555,"800m",138.19,NA,497159,6,326682,18.555
"Michigan",2002,"Girls",645,18555,"100m",12.42,NA,497159,6,326682,18.555
"Michigan",2002,"Girls",645,18555,"Pole Vault",3.1242,NA,497159,6,326682,18.555
"Michigan",2002,"Girls",645,18555,"High Jump",1.651,NA,497159,6,326682,18.555
"Michigan",2002,"Girls",645,18555,"1600m",309.94,NA,497159,6,326682,18.555
"Michigan",2002,"Girls",645,18555,"800m",140.26,NA,497159,6,326682,18.555
"Michigan",2002,"Girls",645,18555,"100m",12.6,NA,497159,6,326682,18.555
"Nebraska",2002,"Girls",319,6587,"High Jump",1.6764,NA,90442,7,67297,6.587
"Nebraska",2002,"Girls",319,6587,"Pole Vault",3.429,NA,90442,7,67297,6.587
"Nebraska",2002,"Girls",319,6587,"800m",135.45,NA,90442,7,67297,6.587
"Nebraska",2002,"Girls",319,6587,"100m",12.13,NA,90442,7,67297,6.587
"Nebraska",2002,"Girls",319,6587,"1600m",311.29,NA,90442,7,67297,6.587
"Nebraska",2002,"Girls",319,6587,"High Jump",1.6256,NA,90442,7,67297,6.587
"Nebraska",2002,"Girls",319,6587,"Pole Vault",3.9116,NA,90442,7,67297,6.587
"Nebraska",2002,"Girls",319,6587,"800m",136.34,NA,90442,7,67297,6.587
"Nebraska",2002,"Girls",319,6587,"100m",12.55,NA,90442,7,67297,6.587
"Nebraska",2002,"Girls",319,6587,"1600m",309.51,NA,90442,7,67297,6.587
"Nebraska",2002,"Girls",319,6587,"High Jump",1.7018,NA,90442,7,67297,6.587
"Nebraska",2002,"Girls",319,6587,"Pole Vault",3.2512,NA,90442,7,67297,6.587
"Nebraska",2002,"Girls",319,6587,"800m",142.13,NA,90442,7,67297,6.587
"Nebraska",2002,"Girls",319,6587,"100m",12.59,NA,90442,7,67297,6.587
"Nebraska",2002,"Girls",319,6587,"1600m",323.67,NA,90442,7,67297,6.587
"Nebraska",2002,"Girls",319,6587,"High Jump",1.6256,NA,90442,7,67297,6.587
"Nebraska",2002,"Girls",319,6587,"Pole Vault",2.9972,NA,90442,7,67297,6.587
"Nebraska",2002,"Girls",319,6587,"800m",138.16,NA,90442,7,67297,6.587
"Nebraska",2002,"Girls",319,6587,"100m",12.56,NA,90442,7,67297,6.587
"Nebraska",2002,"Girls",319,6587,"1600m",325.81,NA,90442,7,67297,6.587
"New Mexico",2002,"Girls",122,2565,"100m",11.97,NA,95224,NA,NA,2.565
"New Mexico",2002,"Girls",122,2565,"100m",12.36,NA,95224,NA,NA,2.565
"New Mexico",2002,"Girls",122,2565,"100m",13.08,NA,95224,NA,NA,2.565
"New Mexico",2002,"Girls",122,2565,"100m",12.8,NA,95224,NA,NA,2.565
"New Mexico",2002,"Girls",122,2565,"100m",12.42,NA,95224,NA,NA,2.565
"New Mexico",2002,"Girls",122,2565,"800m",136.15,NA,95224,NA,NA,2.565
"New Mexico",2002,"Girls",122,2565,"800m",137.92,NA,95224,NA,NA,2.565
"New Mexico",2002,"Girls",122,2565,"800m",146.46,NA,95224,NA,NA,2.565
"New Mexico",2002,"Girls",122,2565,"800m",141.2,NA,95224,NA,NA,2.565
"New Mexico",2002,"Girls",122,2565,"800m",145,NA,95224,NA,NA,2.565
"New Mexico",2002,"Girls",122,2565,"1600m",322.51,NA,95224,NA,NA,2.565
"New Mexico",2002,"Girls",122,2565,"1600m",318.51,NA,95224,NA,NA,2.565
"New Mexico",2002,"Girls",122,2565,"1600m",325.37,NA,95224,NA,NA,2.565
"New Mexico",2002,"Girls",122,2565,"1600m",319.97,NA,95224,NA,NA,2.565
"New Mexico",2002,"Girls",122,2565,"1600m",328.77,NA,95224,NA,NA,2.565
"New York",2002,"Girls",675,17719,"100m",11.96,NA,790657,8,625735,17.719
"New York",2002,"Girls",675,17719,"800m",130.98,NA,790657,8,625735,17.719
"New York",2002,"Girls",675,17719,"1600m",299.272401,NA,790657,8,625735,17.719
"New York",2002,"Girls",675,17719,"High Jump",1.7272,NA,790657,8,625735,17.719
"New York",2002,"Girls",675,17719,"Pole Vault",3.5814,NA,790657,8,625735,17.719
"New York",2002,"Girls",675,17719,"100m",12.72,NA,790657,8,625735,17.719
"New York",2002,"Girls",675,17719,"800m",132.14,NA,790657,8,625735,17.719
"New York",2002,"Girls",675,17719,"1600m",290.779434,NA,790657,8,625735,17.719
"New York",2002,"Girls",675,17719,"High Jump",1.651,NA,790657,8,625735,17.719
"New York",2002,"Girls",675,17719,"Pole Vault",3.5052,NA,790657,8,625735,17.719
"New York",2002,"Girls",675,17719,"100m",12.83,NA,790657,8,625735,17.719
"New York",2002,"Girls",675,17719,"800m",133.93,NA,790657,8,625735,17.719
"New York",2002,"Girls",675,17719,"1600m",286.720848,NA,790657,8,625735,17.719
"New York",2002,"Girls",675,17719,"High Jump",1.6002,NA,790657,8,625735,17.719
"New York",2002,"Girls",675,17719,"Pole Vault",3.2004,NA,790657,8,625735,17.719
"New York",2002,"Girls",675,17719,"100m",12,NA,790657,8,625735,17.719
"New York",2002,"Girls",675,17719,"800m",128.68,NA,790657,8,625735,17.719
"New York",2002,"Girls",675,17719,"1600m",286.720848,NA,790657,8,625735,17.719
"New York",2002,"Girls",675,17719,"High Jump",1.7272,NA,790657,8,625735,17.719
"New York",2002,"Girls",675,17719,"Pole Vault",3.5814,NA,790657,8,625735,17.719
"North Carolina",2002,"Girls",319,8069,"High Jump",1.7272,NA,359398,9,342791,8.069
"North Carolina",2002,"Girls",319,8069,"High Jump",1.5748,NA,359398,9,342791,8.069
"North Carolina",2002,"Girls",319,8069,"High Jump",1.6256,NA,359398,9,342791,8.069
"North Carolina",2002,"Girls",319,8069,"High Jump",1.524,NA,359398,9,342791,8.069
"North Carolina",2002,"Girls",319,8069,"Pole Vault",3.2004,NA,359398,9,342791,8.069
"North Carolina",2002,"Girls",319,8069,"Pole Vault",2.8956,NA,359398,9,342791,8.069
"North Carolina",2002,"Girls",319,8069,"100m",12.18,NA,359398,9,342791,8.069
"North Carolina",2002,"Girls",319,8069,"100m",12.37,NA,359398,9,342791,8.069
"North Carolina",2002,"Girls",319,8069,"100m",12.24,NA,359398,9,342791,8.069
"North Carolina",2002,"Girls",319,8069,"800m",135.28,NA,359398,9,342791,8.069
"North Carolina",2002,"Girls",319,8069,"800m",140.02,NA,359398,9,342791,8.069
"North Carolina",2002,"Girls",319,8069,"800m",140.68,NA,359398,9,342791,8.069
"North Carolina",2002,"Girls",319,8069,"800m",141,NA,359398,9,342791,8.069
"North Carolina",2002,"Girls",319,8069,"1600m",306.02,NA,359398,9,342791,8.069
"North Carolina",2002,"Girls",319,8069,"1600m",318.76,NA,359398,9,342791,8.069
"North Carolina",2002,"Girls",319,8069,"1600m",330.01,NA,359398,9,342791,8.069
"North Carolina",2002,"Girls",319,8069,"1600m",306.67,NA,359398,9,342791,8.069
"Ohio",2002,"Girls",739,19278,"100m",12.02,NA,544353,10,380404,19.278
"Ohio",2002,"Girls",739,19278,"1600m",291.39,NA,544353,10,380404,19.278
"Ohio",2002,"Girls",739,19278,"800m",131.24,NA,544353,10,380404,19.278
"Ohio",2002,"Girls",739,19278,"High Jump",1.7272,NA,544353,10,380404,19.278
"Ohio",2002,"Girls",739,19278,"Pole Vault",3.3528,NA,544353,10,380404,19.278
"Ohio",2002,"Girls",739,19278,"100m",12.35,NA,544353,10,380404,19.278
"Ohio",2002,"Girls",739,19278,"1600m",302.95,NA,544353,10,380404,19.278
"Ohio",2002,"Girls",739,19278,"800m",132.51,NA,544353,10,380404,19.278
"Ohio",2002,"Girls",739,19278,"High Jump",1.651,NA,544353,10,380404,19.278
"Ohio",2002,"Girls",739,19278,"Pole Vault",3.1242,NA,544353,10,380404,19.278
"Ohio",2002,"Girls",739,19278,"100m",12.43,NA,544353,10,380404,19.278
"Ohio",2002,"Girls",739,19278,"1600m",303.61,NA,544353,10,380404,19.278
"Ohio",2002,"Girls",739,19278,"800m",135.92,NA,544353,10,380404,19.278
"Ohio",2002,"Girls",739,19278,"High Jump",1.6764,NA,544353,10,380404,19.278
"Ohio",2002,"Girls",739,19278,"Pole Vault",2.9718,NA,544353,10,380404,19.278
"Oklahoma",2002,"Girls",390,3820,"100m",12.27,NA,175124,11,134646,3.82
"Oklahoma",2002,"Girls",390,3820,"100m",12,NA,175124,11,134646,3.82
"Oklahoma",2002,"Girls",390,3820,"100m",12.55,NA,175124,11,134646,3.82
"Oklahoma",2002,"Girls",390,3820,"100m",12.66,NA,175124,11,134646,3.82
"Oklahoma",2002,"Girls",390,3820,"100m",12.54,NA,175124,11,134646,3.82
"Oklahoma",2002,"Girls",390,3820,"100m",12.41,NA,175124,11,134646,3.82
"Oklahoma",2002,"Girls",390,3820,"800m",138.5,NA,175124,11,134646,3.82
"Oklahoma",2002,"Girls",390,3820,"800m",141.13,NA,175124,11,134646,3.82
"Oklahoma",2002,"Girls",390,3820,"800m",135.73,NA,175124,11,134646,3.82
"Oklahoma",2002,"Girls",390,3820,"800m",137.24,NA,175124,11,134646,3.82
"Oklahoma",2002,"Girls",390,3820,"800m",142.53,NA,175124,11,134646,3.82
"Oklahoma",2002,"Girls",390,3820,"800m",141.26,NA,175124,11,134646,3.82
"Oklahoma",2002,"Girls",390,3820,"1600m",305.16,NA,175124,11,134646,3.82
"Oklahoma",2002,"Girls",390,3820,"1600m",327.81,NA,175124,11,134646,3.82
"Oklahoma",2002,"Girls",390,3820,"1600m",326.64,NA,175124,11,134646,3.82
"Oklahoma",2002,"Girls",390,3820,"1600m",314.08,NA,175124,11,134646,3.82
"Oklahoma",2002,"Girls",390,3820,"1600m",328.79,NA,175124,11,134646,3.82
"Oklahoma",2002,"Girls",390,3820,"1600m",330.07,NA,175124,11,134646,3.82
"Oklahoma",2002,"Girls",390,3820,"High Jump",1.7272,NA,175124,11,134646,3.82
"Oklahoma",2002,"Girls",390,3820,"High Jump",1.6256,NA,175124,11,134646,3.82
"Oklahoma",2002,"Girls",390,3820,"High Jump",1.6256,NA,175124,11,134646,3.82
"Oklahoma",2002,"Girls",390,3820,"High Jump",1.5748,NA,175124,11,134646,3.82
"Oklahoma",2002,"Girls",390,3820,"High Jump",1.5748,NA,175124,11,134646,3.82
"Oklahoma",2002,"Girls",390,3820,"High Jump",1.524,NA,175124,11,134646,3.82
"Oklahoma",2002,"Girls",390,3820,"Pole Vault",3.5052,NA,175124,11,134646,3.82
"Oklahoma",2002,"Girls",390,3820,"Pole Vault",2.7432,NA,175124,11,134646,3.82
"Oklahoma",2002,"Girls",390,3820,"Pole Vault",3.048,NA,175124,11,134646,3.82
"Oklahoma",2002,"Girls",390,3820,"Pole Vault",3.2004,NA,175124,11,134646,3.82
"Oklahoma",2002,"Girls",390,3820,"Pole Vault",2.8956,NA,175124,11,134646,3.82
"Oklahoma",2002,"Girls",390,3820,"Pole Vault",2.8956,NA,175124,11,134646,3.82
"Oregon",2002,"Girls",252,6236,"100m",12.15,NA,169117,12,125353,6.236
"Oregon",2002,"Girls",252,6236,"800m",134.26,NA,169117,12,125353,6.236
"Oregon",2002,"Girls",252,6236,"1600m",300.464208,NA,169117,12,125353,6.236
"Oregon",2002,"Girls",252,6236,"High Jump",1.6256,NA,169117,12,125353,6.236
"Oregon",2002,"Girls",252,6236,"Pole Vault",3.429,NA,169117,12,125353,6.236
"Oregon",2002,"Girls",252,6236,"100m",12.64,NA,169117,12,125353,6.236
"Oregon",2002,"Girls",252,6236,"800m",138.81,NA,169117,12,125353,6.236
"Oregon",2002,"Girls",252,6236,"1600m",299.165031,NA,169117,12,125353,6.236
"Oregon",2002,"Girls",252,6236,"High Jump",1.7272,NA,169117,12,125353,6.236
"Oregon",2002,"Girls",252,6236,"100m",12.96,NA,169117,12,125353,6.236
"Oregon",2002,"Girls",252,6236,"800m",137.22,NA,169117,12,125353,6.236
"Oregon",2002,"Girls",252,6236,"1600m",319.42575,NA,169117,12,125353,6.236
"Oregon",2002,"Girls",252,6236,"Pole Vault",3.3147,NA,169117,12,125353,6.236
"Oregon",2002,"Girls",252,6236,"100m",13.27,NA,169117,12,125353,6.236
"Oregon",2002,"Girls",252,6236,"800m",144.74,NA,169117,12,125353,6.236
"Oregon",2002,"Girls",252,6236,"1600m",334.317969,NA,169117,12,125353,6.236
"Oregon",2002,"Girls",252,6236,"Pole Vault",2.8448,NA,169117,12,125353,6.236
"Rhode Island",2002,"Girls",37,1246,"High Jump",1.5494,NA,45263,13,38370,1.246
"Rhode Island",2002,"Girls",37,1246,"Pole Vault",3.048,NA,45263,13,38370,1.246
"Rhode Island",2002,"Girls",37,1246,"100m",12.89,NA,45263,13,38370,1.246
"Rhode Island",2002,"Girls",37,1246,"800m",137.16,NA,45263,13,38370,1.246
"Rhode Island",2002,"Girls",37,1246,"1600m",306.348084,NA,45263,13,38370,1.246
"Tennessee",2002,"Girls",234,5160,"100m",12.8,NA,250392,14,222225,5.16
"Tennessee",2002,"Girls",234,5160,"100m",11.99,NA,250392,14,222225,5.16
"Tennessee",2002,"Girls",234,5160,"100m",12.28,NA,250392,14,222225,5.16
"Tennessee",2002,"Girls",234,5160,"800m",136.5,NA,250392,14,222225,5.16
"Tennessee",2002,"Girls",234,5160,"800m",137.94,NA,250392,14,222225,5.16
"Tennessee",2002,"Girls",234,5160,"800m",140.52,NA,250392,14,222225,5.16
"Tennessee",2002,"Girls",234,5160,"1600m",316.21,NA,250392,14,222225,5.16
"Tennessee",2002,"Girls",234,5160,"1600m",312.84,NA,250392,14,222225,5.16
"Tennessee",2002,"Girls",234,5160,"1600m",311.16,NA,250392,14,222225,5.16
"Tennessee",2002,"Girls",234,5160,"High Jump",1.7018,NA,250392,14,222225,5.16
"Tennessee",2002,"Girls",234,5160,"High Jump",1.7272,NA,250392,14,222225,5.16
"Tennessee",2002,"Girls",234,5160,"High Jump",1.6256,NA,250392,14,222225,5.16
"Tennessee",2002,"Girls",234,5160,"Pole Vault",2.7432,NA,250392,14,222225,5.16
"Tennessee",2002,"Girls",234,5160,"Pole Vault",3.2004,NA,250392,14,222225,5.16
"Tennessee",2002,"Girls",234,5160,"Pole Vault",3.2004,NA,250392,14,222225,5.16
"Washington",2002,"Girls",342,9191,"Pole Vault",3.7338,NA,312943,15,231238,9.191
"Washington",2002,"Girls",342,9191,"Pole Vault",3.2766,NA,312943,15,231238,9.191
"Washington",2002,"Girls",342,9191,"Pole Vault",3.2004,NA,312943,15,231238,9.191
"Washington",2002,"Girls",342,9191,"Pole Vault",3.048,NA,312943,15,231238,9.191
"Washington",2002,"Girls",342,9191,"Pole Vault",3.1242,NA,312943,15,231238,9.191
