State,Year,Gender,Schools,Participation
Kansas,2013,Boys,336,9945
Kansas,2013,Girls,334,7330
Kentucky,2013,Boys,246,6476
Kentucky,2013,Girls,245,5476
Louisiana,2013,Boys,356,8989
Louisiana,2013,Girls,363,7024
Maine,2013,Boys,107,2942
Maine,2013,Girls,109,2432
Maryland,2013,Boys,191,7454
Maryland,2013,Girls,193,6287
Massachusetts,2013,Boys,314,13495
Massachusetts,2013,Girls,313,12517
Michigan,2013,Boys,662,23188
Michigan,2013,Girls,650,16983
Minnesota,2013,Boys,434,15988
Minnesota,2013,Girls,435,15589
Mississippi,2013,Boys,253,8279
Mississippi,2013,Girls,253,5399
Missouri,2013,Boys,493,14497
Missouri,2013,Girls,496,11447
Montana,2013,Boys,175,3465
Montana,2013,Girls,174,2420
Nebraska,2013,Boys,304,8740
Nebraska,2013,Girls,305,7166
Nevada,2013,Boys,93,3517
Nevada,2013,Girls,93,2957
New Hampshire,2013,Boys,77,2506
New Hampshire,2013,Girls,77,2155
New Jersey,2013,Boys,364,18885
New Jersey,2013,Girls,372,16417
New Mexico,2013,Boys,156,4315
New Mexico,2013,Girls,156,3299
New York,2013,Boys,653,23169
New York,2013,Girls,647,21834
North Carolina,2013,Boys,373,14243
North Carolina,2013,Girls,373,9908
North Dakota,2013,Boys,146,2093
North Dakota,2013,Girls,146,1660
Ohio,2013,Boys,790,24365
Ohio,2013,Girls,790,20975
Oklahoma,2013,Boys,0,0
Oklahoma,2013,Girls,0,0
Oregon,2013,Boys,266,9228
Oregon,2013,Girls,266,7127
Pennsylvania,2013,Boys,606,24240
Pennsylvania,2013,Girls,603,24120
Rhode Island,2013,Boys,41,1552
Rhode Island,2013,Girls,40,1507
South Carolina,2013,Boys,197,8682
South Carolina,2013,Girls,195,5856
South Dakota,2013,Boys,169,3580
South Dakota,2013,Girls,167,2861
Tennessee,2013,Boys,271,6697
Tennessee,2013,Girls,269,5542
Texas,2013,Boys,1309,74325
Texas,2013,Girls,1308,61088
Utah,2013,Boys,123,5048
Utah,2013,Girls,121,4484
Vermont,2013,Boys,30,681
Vermont,2013,Girls,30,617
Virginia,2013,Boys,300,10913
Virginia,2013,Girls,298,8669
Washington,2013,Boys,330,12749
Washington,2013,Girls,336,9919
West Virginia,2013,Boys,113,2855
West Virginia,2013,Girls,114,2433
Wisconsin,2013,Boys,426,14498
Wisconsin,2013,Girls,425,11759
Wyoming,2013,Boys,71,1696
Wyoming,2013,Girls,71,1280
Alabama,2012,Boys,315,6723
Alabama,2012,Girls,309,4708
Alaska,2012,Boys,55,1208
Alaska,2012,Girls,55,925
Arizona,2012,Boys,218,8462
Arizona,2012,Girls,218,6523
Arkansas,2012,Boys,256,4864
Arkansas,2012,Girls,253,3542
California,2012,Boys,1147,54274
California,2012,Girls,1152,45732
Colorado,2012,Boys,309,9164
Colorado,2012,Girls,309,6697
Connecticut,2012,Boys,168,7089
Connecticut,2012,Girls,161,6562
NA,2012,Boys,12,181
NA,2012,Girls,10,103
Delaware,2012,Boys,41,1368
Delaware,2012,Girls,42,1160
Florida,2012,Boys,570,16106
Florida,2012,Girls,519,10896
Georgia,2012,Boys,415,12799
Georgia,2012,Girls,413,10436
Hawaii,2012,Boys,62,2046
Hawaii,2012,Girls,62,1644
Idaho,2012,Boys,139,4028
Idaho,2012,Girls,139,3093
Illinois,2012,Boys,604,25429
Illinois,2012,Girls,596,19283
Indiana,2012,Boys,390,12451
Indiana,2012,Girls,388,9826
Iowa,2012,Boys,359,12107
Iowa,2012,Girls,365,9435
Kansas,2012,Boys,349,9722
Kansas,2012,Girls,346,6945
Kentucky,2012,Boys,239,6091
Kentucky,2012,Girls,238,5150
Louisiana,2012,Boys,348,9020
Louisiana,2012,Girls,354,7015
Maine,2012,Boys,101,2684
Maine,2012,Girls,103,2292
Maryland,2012,Boys,190,6825
Maryland,2012,Girls,190,5563
Massachusetts,2012,Boys,313,13082
Massachusetts,2012,Girls,312,11990
Michigan,2012,Boys,671,23253
Michigan,2012,Girls,665,16819
Minnesota,2012,Boys,432,16120
Minnesota,2012,Girls,434,15408
Mississippi,2012,Boys,237,8039
Mississippi,2012,Girls,237,4639
Missouri,2012,Boys,489,14111
Missouri,2012,Girls,488,11152
Montana,2012,Boys,173,3493
Montana,2012,Girls,171,2396
Nebraska,2012,Boys,305,8761
Nebraska,2012,Girls,306,7168
Nevada,2012,Boys,93,3375
Nevada,2012,Girls,91,2787
New Hampshire,2012,Boys,76,2372
New Hampshire,2012,Girls,77,2173
New Jersey,2012,Boys,362,17763
New Jersey,2012,Girls,370,16273
New Mexico,2012,Boys,151,4117
New Mexico,2012,Girls,151,3097
New York,2012,Boys,653,23169
New York,2012,Girls,647,21834
North Carolina,2012,Boys,379,14320
North Carolina,2012,Girls,377,10138
North Dakota,2012,Boys,144,2157
North Dakota,2012,Girls,151,1712
Ohio,2012,Boys,795,24520
Ohio,2012,Girls,795,21110
Oklahoma,2012,Boys,369,4368
Oklahoma,2012,Girls,369,3276
Oregon,2012,Boys,263,8737
Oregon,2012,Girls,263,6794
Pennsylvania,2012,Boys,621,24840
Pennsylvania,2012,Girls,621,24840
Rhode Island,2012,Boys,40,1423
Rhode Island,2012,Girls,40,1545
South Carolina,2012,Boys,199,8569
South Carolina,2012,Girls,198,5804
South Dakota,2012,Boys,169,3424
South Dakota,2012,Girls,167,2705
Tennessee,2012,Boys,273,7203
Tennessee,2012,Girls,270,5677
Texas,2012,Boys,1336,76196
Texas,2012,Girls,1335,62557
Utah,2012,Boys,123,4880
Utah,2012,Girls,123,4168
Vermont,2012,Boys,29,666
Vermont,2012,Girls,31,692
Virginia,2012,Boys,298,11073
Virginia,2012,Girls,299,8458
Washington,2012,Boys,326,13091
Washington,2012,Girls,322,9900
West Virginia,2012,Boys,112,2689
West Virginia,2012,Girls,112,2417
Wisconsin,2012,Boys,429,15574
Wisconsin,2012,Girls,428,12387
Wyoming,2012,Boys,71,1602
Wyoming,2012,Girls,71,1301
Alabama,2011,Boys,314,6702
Alabama,2011,Girls,307,4636
Alaska,2011,Boys,50,1197
Alaska,2011,Girls,50,907
Arizona,2011,Boys,220,8301
Arizona,2011,Girls,208,6497
Arkansas,2011,Boys,235,4582
Arkansas,2011,Girls,240,3537
California,2011,Boys,1095,57922
California,2011,Girls,1088,44625
Colorado,2011,Boys,299,8960
Colorado,2011,Girls,299,6672
Connecticut,2011,Boys,169,7087
Connecticut,2011,Girls,165,6584
NA,2011,Boys,12,181
NA,2011,Girls,10,103
Delaware,2011,Boys,42,1422
Delaware,2011,Girls,44,1142
Florida,2011,Boys,539,15493
Florida,2011,Girls,538,13232
Georgia,2011,Boys,398,11789
Georgia,2011,Girls,396,9676
Hawaii,2011,Boys,62,2046
Hawaii,2011,Girls,62,1644
Idaho,2011,Boys,144,4272
Idaho,2011,Girls,144,3146
Illinois,2011,Boys,591,25851
Illinois,2011,Girls,589,20265
Indiana,2011,Boys,390,12571
Indiana,2011,Girls,388,10080
Iowa,2011,Boys,363,12036
Iowa,2011,Girls,372,9430
Kansas,2011,Boys,340,9958
Kansas,2011,Girls,331,6985
Kentucky,2011,Boys,234,5276
Kentucky,2011,Girls,235,4571
Louisiana,2011,Boys,350,9499
Louisiana,2011,Girls,355,7420
Maine,2011,Boys,108,2999
Maine,2011,Girls,109,2456
Maryland,2011,Boys,187,6593
Maryland,2011,Girls,190,5772
Massachusetts,2011,Boys,316,13169
Massachusetts,2011,Girls,316,12374
Michigan,2011,Boys,666,23758
Michigan,2011,Girls,661,17198
Minnesota,2011,Boys,426,16101
Minnesota,2011,Girls,431,15283
Mississippi,2011,Boys,237,8039
Mississippi,2011,Girls,237,4639
Missouri,2011,Boys,477,14275
Missouri,2011,Girls,479,11492
Montana,2011,Boys,171,3509
Montana,2011,Girls,168,2464
Nebraska,2011,Boys,306,8750
Nebraska,2011,Girls,307,7169
Nevada,2011,Boys,94,3412
Nevada,2011,Girls,91,2830
New Hampshire,2011,Boys,76,2621
New Hampshire,2011,Girls,77,2470
New Jersey,2011,Boys,263,17812
New Jersey,2011,Girls,369,16230
New Mexico,2011,Boys,161,4297
New Mexico,2011,Girls,161,3512
New York,2011,Boys,643,22406
New York,2011,Girls,642,21193
North Carolina,2011,Boys,375,14768
North Carolina,2011,Girls,373,10031
North Dakota,2011,Boys,146,2228
North Dakota,2011,Girls,151,1697
Ohio,2011,Boys,794,24501
Ohio,2011,Girls,795,21108
Oklahoma,2011,Boys,369,4500
Oklahoma,2011,Girls,369,5800
Oregon,2011,Boys,269,9026
Oregon,2011,Girls,269,6931
Pennsylvania,2011,Boys,604,24160
Pennsylvania,2011,Girls,610,24400
Rhode Island,2011,Boys,39,1505
Rhode Island,2011,Girls,40,1404
South Carolina,2011,Boys,196,8310
South Carolina,2011,Girls,196,5835
South Dakota,2011,Boys,169,3367
South Dakota,2011,Girls,171,2701
Tennessee,2011,Boys,237,6933
Tennessee,2011,Girls,230,5677
Texas,2011,Boys,1377,78640
Texas,2011,Girls,1375,64726
Utah,2011,Boys,120,4028
Utah,2011,Girls,119,3470
Vermont,2011,Boys,39,878
Vermont,2011,Girls,38,881
Virginia,2011,Boys,306,11370
Virginia,2011,Girls,306,9002
Washington,2011,Boys,326,13253
Washington,2011,Girls,322,10031
West Virginia,2011,Boys,113,2828
West Virginia,2011,Girls,112,2487
Wisconsin,2011,Boys,428,14603
Wisconsin,2011,Girls,426,11624
Wyoming,2011,Boys,69,1518
Wyoming,2011,Girls,69,1226
Alabama,2010,Boys,311,6638
Alabama,2010,Girls,304,4591
Alaska,2010,Boys,45,1186
Alaska,2010,Girls,46,958
Arizona,2010,Boys,220,9073
Arizona,2010,Girls,208,6922
Arkansas,2010,Boys,211,6141
Arkansas,2010,Girls,211,3148
California,2010,Boys,1045,51689
California,2010,Girls,1037,41736
Colorado,2010,Boys,294,8584
Colorado,2010,Girls,291,6708
Connecticut,2010,Boys,170,7395
Connecticut,2010,Girls,169,6741
NA,2010,Boys,12,181
NA,2010,Girls,10,103
Delaware,2010,Boys,43,1492
Delaware,2010,Girls,42,1130
Florida,2010,Boys,541,15971
Florida,2010,Girls,536,13205
Georgia,2010,Boys,398,11789
Georgia,2010,Girls,396,9676
Hawaii,2010,Boys,62,2077
Hawaii,2010,Girls,62,1614
Idaho,2010,Boys,143,4384
Idaho,2010,Girls,142,3247
Illinois,2010,Boys,617,24854
Illinois,2010,Girls,612,18545
Indiana,2010,Boys,391,12782
Indiana,2010,Girls,391,10231
Iowa,2010,Boys,370,11889
Iowa,2010,Girls,365,9435
Kansas,2010,Boys,338,9726
Kansas,2010,Girls,336,6823
Kentucky,2010,Boys,234,5276
Kentucky,2010,Girls,235,4571
Louisiana,2010,Boys,393,7155
Louisiana,2010,Girls,353,5963
Maine,2010,Boys,110,2947
Maine,2010,Girls,109,2642
Maryland,2010,Boys,186,6771
Maryland,2010,Girls,184,5362
Massachusetts,2010,Boys,313,13131
Massachusetts,2010,Girls,313,12821
Michigan,2010,Boys,668,23944
Michigan,2010,Girls,666,17448
Minnesota,2010,Boys,430,15871
Minnesota,2010,Girls,428,15136
Mississippi,2010,Boys,236,8028
Mississippi,2010,Girls,236,4628
Missouri,2010,Boys,477,13933
Missouri,2010,Girls,478,11583
Montana,2010,Boys,171,3587
Montana,2010,Girls,172,2484
Nebraska,2010,Boys,306,8709
Nebraska,2010,Girls,307,7259
Nevada,2010,Boys,97,3662
Nevada,2010,Girls,94,2816
New Hampshire,2010,Boys,76,2512
New Hampshire,2010,Girls,76,2349
New Jersey,2010,Boys,371,17275
New Jersey,2010,Girls,377,16084
New Mexico,2010,Boys,161,4297
New Mexico,2010,Girls,161,3512
New York,2010,Boys,633,21588
New York,2010,Girls,635,21357
North Carolina,2010,Boys,360,13338
North Carolina,2010,Girls,362,9462
North Dakota,2010,Boys,149,2180
North Dakota,2010,Girls,157,1789
Ohio,2010,Boys,783,26228
Ohio,2010,Girls,786,22619
Oklahoma,2010,Boys,364,5000
Oklahoma,2010,Girls,364,4000
Oregon,2010,Boys,264,8933
Oregon,2010,Girls,265,6726
Pennsylvania,2010,Boys,605,24200
Pennsylvania,2010,Girls,607,24280
Rhode Island,2010,Boys,42,1579
Rhode Island,2010,Girls,40,1556
South Carolina,2010,Boys,191,7767
South Carolina,2010,Girls,190,5503
South Dakota,2010,Boys,170,3635
South Dakota,2010,Girls,171,2769
Tennessee,2010,Boys,255,6992
Tennessee,2010,Girls,257,5523
Texas,2010,Boys,1377,78640
Texas,2010,Girls,1375,64726
Utah,2010,Boys,119,4577
Utah,2010,Girls,120,4048
Vermont,2010,Boys,32,703
Vermont,2010,Girls,32,747
Virginia,2010,Boys,301,11125
Virginia,2010,Girls,300,8954
Washington,2010,Boys,320,13244
Washington,2010,Girls,311,9993
West Virginia,2010,Boys,108,2938
West Virginia,2010,Girls,108,2633
Wisconsin,2010,Boys,428,14998
Wisconsin,2010,Girls,426,11781
Wyoming,2010,Boys,70,1509
Wyoming,2010,Girls,70,1240
Alabama,2009,Boys,309,6595
Alabama,2009,Girls,301,4546
Alaska,2009,Boys,50,1122
Alaska,2009,Girls,51,969
Arizona,2009,Boys,220,8228
Arizona,2009,Girls,206,6136
Arkansas,2009,Boys,223,4575
Arkansas,2009,Girls,210,3057
California,2009,Boys,1045,51689
California,2009,Girls,1037,41736
Colorado,2009,Boys,326,8854
Colorado,2009,Girls,326,6529
Connecticut,2009,Boys,169,7195
Connecticut,2009,Girls,166,6343
NA,2009,Boys,12,181
NA,2009,Girls,10,103
Delaware,2009,Boys,38,1032
Delaware,2009,Girls,40,821
Florida,2009,Boys,533,15879
Florida,2009,Girls,527,12839
Georgia,2009,Boys,382,11609
Georgia,2009,Girls,375,8951
Hawaii,2009,Boys,62,2152
Hawaii,2009,Girls,62,1495
Idaho,2009,Boys,148,4349
Idaho,2009,Girls,148,3192
Illinois,2009,Boys,612,24492
Illinois,2009,Girls,605,17871
Indiana,2009,Boys,391,12699
Indiana,2009,Girls,390,10191
Iowa,2009,Boys,372,12085
Iowa,2009,Girls,372,9582
Kansas,2009,Boys,353,9475
Kansas,2009,Girls,353,6832
Kentucky,2009,Boys,234,5276
Kentucky,2009,Girls,235,4571
Louisiana,2009,Boys,357,3496
Louisiana,2009,Girls,361,3391
Maine,2009,Boys,110,2941
Maine,2009,Girls,110,2691
Maryland,2009,Boys,184,6317
Maryland,2009,Girls,185,4950
Massachusetts,2009,Boys,308,12288
Massachusetts,2009,Girls,308,11313
Michigan,2009,Boys,662,23942
Michigan,2009,Girls,658,17463
Minnesota,2009,Boys,430,13823
Minnesota,2009,Girls,427,13184
Mississippi,2009,Boys,236,8008
Mississippi,2009,Girls,236,4620
Missouri,2009,Boys,470,14132
Missouri,2009,Girls,471,12494
Montana,2009,Boys,179,3640
Montana,2009,Girls,179,2556
Nebraska,2009,Boys,307,8795
Nebraska,2009,Girls,308,7309
Nevada,2009,Boys,97,3662
Nevada,2009,Girls,94,2816
New Hampshire,2009,Boys,74,2530
New Hampshire,2009,Girls,74,2416
New Jersey,2009,Boys,366,17102
New Jersey,2009,Girls,371,15126
New Mexico,2009,Boys,158,4486
New Mexico,2009,Girls,158,3743
New York,2009,Boys,633,21588
New York,2009,Girls,635,21357
North Carolina,2009,Boys,360,13338
North Carolina,2009,Girls,362,9462
North Dakota,2009,Boys,153,2039
North Dakota,2009,Girls,150,1775
Ohio,2009,Boys,784,25140
Ohio,2009,Girls,789,21866
Oklahoma,2009,Boys,406,4550
Oklahoma,2009,Girls,400,3975
Oregon,2009,Boys,270,8701
Oregon,2009,Girls,270,6452
Pennsylvania,2009,Boys,598,23920
Pennsylvania,2009,Girls,598,23920
Rhode Island,2009,Boys,39,1684
Rhode Island,2009,Girls,40,1586
South Carolina,2009,Boys,194,7659
South Carolina,2009,Girls,194,6071
South Dakota,2009,Boys,170,3544
South Dakota,2009,Girls,167,2669
Tennessee,2009,Boys,254,7302
Tennessee,2009,Girls,256,5682
Texas,2009,Boys,1270,78645
Texas,2009,Girls,1268,65748
Utah,2009,Boys,119,4756
Utah,2009,Girls,120,3926
Vermont,2009,Boys,36,823
Vermont,2009,Girls,35,815
Virginia,2009,Boys,303,11156
Virginia,2009,Girls,303,8967
Washington,2009,Boys,315,11437
Washington,2009,Girls,312,8438
West Virginia,2009,Boys,110,2945
West Virginia,2009,Girls,109,2785
Wisconsin,2009,Boys,434,14534
Wisconsin,2009,Girls,432,11209
Wyoming,2009,Boys,71,1597
Wyoming,2009,Girls,70,1193
Alabama,2008,Boys,287,6125
Alabama,2008,Girls,281,4244
Alaska,2008,Boys,48,1029
Alaska,2008,Girls,43,868
Arizona,2008,Boys,220,8228
Arizona,2008,Girls,206,6136
Arkansas,2008,Boys,247,5194
Arkansas,2008,Girls,238,3767
California,2008,Boys,1088,49911
California,2008,Girls,1097,38817
Colorado,2008,Boys,301,8419
Colorado,2008,Girls,301,6287
Connecticut,2008,Boys,162,6811
Connecticut,2008,Girls,158,6045
NA,2008,Boys,12,181
NA,2008,Girls,10,103
Delaware,2008,Boys,38,1032
Delaware,2008,Girls,40,821
Florida,2008,Boys,514,14954
Florida,2008,Girls,514,12175
Georgia,2008,Boys,382,11609
Georgia,2008,Girls,375,8951
Hawaii,2008,Boys,65,2079
Hawaii,2008,Girls,62,1408
Idaho,2008,Boys,142,4119
Idaho,2008,Girls,142,3148
Illinois,2008,Boys,608,24517
Illinois,2008,Girls,601,17262
Indiana,2008,Boys,384,12418
Indiana,2008,Girls,386,10189
Iowa,2008,Boys,373,12566
Iowa,2008,Girls,372,10205
Kansas,2008,Boys,341,9395
Kansas,2008,Girls,331,6901
Kentucky,2008,Boys,234,5276
Kentucky,2008,Girls,235,4571
Louisiana,2008,Boys,355,3550
Louisiana,2008,Girls,359,2840
Maine,2008,Boys,108,2655
Maine,2008,Girls,109,2603
Maryland,2008,Boys,183,6190
Maryland,2008,Girls,181,5082
Massachusetts,2008,Boys,309,11970
Massachusetts,2008,Girls,307,11438
Michigan,2008,Boys,656,23550
Michigan,2008,Girls,652,17844
Minnesota,2008,Boys,433,15543
Minnesota,2008,Girls,431,15136
Mississippi,2008,Boys,214,7612
Mississippi,2008,Girls,214,4461
Missouri,2008,Boys,463,13763
Missouri,2008,Girls,465,11873
Montana,2008,Boys,180,3508
Montana,2008,Girls,180,2579
Nebraska,2008,Boys,307,8869
Nebraska,2008,Girls,308,7457
Nevada,2008,Boys,88,3066
Nevada,2008,Girls,85,2419
New Hampshire,2008,Boys,74,2399
New Hampshire,2008,Girls,74,2033
New Jersey,2008,Boys,367,16521
New Jersey,2008,Girls,370,14603
New Mexico,2008,Boys,152,3629
New Mexico,2008,Girls,152,3090
New York,2008,Boys,633,21588
New York,2008,Girls,635,21357
North Carolina,2008,Boys,360,12496
North Carolina,2008,Girls,364,8911
North Dakota,2008,Boys,155,2210
North Dakota,2008,Girls,155,1841
Ohio,2008,Boys,783,27261
Ohio,2008,Girls,786,24082
Oklahoma,2008,Boys,406,4550
Oklahoma,2008,Girls,400,3975
Oregon,2008,Boys,269,8652
Oregon,2008,Girls,269,6413
Pennsylvania,2008,Boys,602,19264
Pennsylvania,2008,Girls,604,19328
Rhode Island,2008,Boys,38,1603
Rhode Island,2008,Girls,38,1587
South Carolina,2008,Boys,192,7167
South Carolina,2008,Girls,188,5337
South Dakota,2008,Boys,176,3559
South Dakota,2008,Girls,176,2816
Tennessee,2008,Boys,254,7302
Tennessee,2008,Girls,256,2915
Texas,2008,Boys,1247,80463
Texas,2008,Girls,1242,66182
Utah,2008,Boys,112,4353
Utah,2008,Girls,116,3824
Vermont,2008,Boys,37,732
Vermont,2008,Girls,36,802
Virginia,2008,Boys,303,10774
Virginia,2008,Girls,301,8366
Washington,2008,Boys,320,11180
Washington,2008,Girls,318,8698
West Virginia,2008,Boys,108,2920
West Virginia,2008,Girls,107,2747
Wisconsin,2008,Boys,434,14504
Wisconsin,2008,Girls,432,11744
Wyoming,2008,Boys,71,1555
Wyoming,2008,Girls,70,1239
Alabama,2007,Boys,299,6381
Alabama,2007,Girls,293,4425
Alaska,2007,Boys,45,993
Alaska,2007,Girls,45,808
Arizona,2007,Boys,211,8058
Arizona,2007,Girls,198,5966
Arkansas,2007,Boys,200,3990
Arkansas,2007,Girls,195,2936
California,2007,Boys,1088,49911
California,2007,Girls,1097,38817
Colorado,2007,Boys,291,8743
Colorado,2007,Girls,289,6337
Connecticut,2007,Boys,159,6515
Connecticut,2007,Girls,160,6201
NA,2007,Boys,12,181
NA,2007,Girls,10,103
Delaware,2007,Boys,35,1153
Delaware,2007,Girls,38,951
Florida,2007,Boys,510,14861
Florida,2007,Girls,504,12273
Georgia,2007,Boys,368,10455
Georgia,2007,Girls,366,8521
Hawaii,2007,Boys,65,2235
Hawaii,2007,Girls,64,1371
Idaho,2007,Boys,128,3761
Idaho,2007,Girls,127,2842
Illinois,2007,Boys,597,24202
Illinois,2007,Girls,591,18063
Indiana,2007,Boys,376,12690
Indiana,2007,Girls,380,10422
Iowa,2007,Boys,381,11744
Iowa,2007,Girls,376,9538
Kansas,2007,Boys,357,9199
Kansas,2007,Girls,325,6644
Kentucky,2007,Boys,244,5416
Kentucky,2007,Girls,246,4514
Louisiana,2007,Boys,404,8484
Louisiana,2007,Girls,369,4059
Maine,2007,Boys,106,2736
Maine,2007,Girls,103,2362
Maryland,2007,Boys,186,6291
Maryland,2007,Girls,185,5097
Massachusetts,2007,Boys,311,12416
Massachusetts,2007,Girls,307,11664
Michigan,2007,Boys,636,23733
Michigan,2007,Girls,627,18109
Minnesota,2007,Boys,434,13741
Minnesota,2007,Girls,431,13028
Mississippi,2007,Boys,209,7609
Mississippi,2007,Girls,209,4362
Missouri,2007,Boys,463,13443
Missouri,2007,Girls,467,11595
Montana,2007,Boys,178,3426
Montana,2007,Girls,178,2504
Nebraska,2007,Boys,309,9080
Nebraska,2007,Girls,310,7561
Nevada,2007,Boys,87,3055
Nevada,2007,Girls,84,2410
New Hampshire,2007,Boys,70,2414
New Hampshire,2007,Girls,71,2224
New Jersey,2007,Boys,379,15963
New Jersey,2007,Girls,382,13577
New Mexico,2007,Boys,145,3981
New Mexico,2007,Girls,145,3113
New York,2007,Boys,591,18624
New York,2007,Girls,593,18734
North Carolina,2007,Boys,354,12809
North Carolina,2007,Girls,352,9160
North Dakota,2007,Boys,156,2265
North Dakota,2007,Girls,153,1933
Ohio,2007,Boys,780,23855
Ohio,2007,Girls,779,21967
Oklahoma,2007,Boys,400,4482
Oklahoma,2007,Girls,394,3980
Oregon,2007,Boys,262,8435
Oregon,2007,Girls,264,6293
Pennsylvania,2007,Boys,591,18912
Pennsylvania,2007,Girls,588,18816
Rhode Island,2007,Boys,36,1693
Rhode Island,2007,Girls,39,1609
South Carolina,2007,Boys,190,6995
South Carolina,2007,Girls,189,5359
South Dakota,2007,Boys,179,3491
South Dakota,2007,Girls,178,2703
Tennessee,2007,Boys,252,7155
Tennessee,2007,Girls,252,5729
Texas,2007,Boys,1241,81242
Texas,2007,Girls,1236,67350
Utah,2007,Boys,113,4568
Utah,2007,Girls,113,3788
Vermont,2007,Boys,41,943
Vermont,2007,Girls,43,969
Virginia,2007,Boys,295,10234
Virginia,2007,Girls,296,8330
Washington,2007,Boys,339,12394
Washington,2007,Girls,335,9769
West Virginia,2007,Boys,105,2851
West Virginia,2007,Girls,105,2686
Wisconsin,2007,Boys,433,14904
Wisconsin,2007,Girls,429,11470
Wyoming,2007,Boys,68,1468
Wyoming,2007,Girls,68,1139
Alabama,2006,Boys,299,6381
Alabama,2006,Girls,293,4425
Alaska,2006,Boys,47,1232
Alaska,2006,Girls,45,989
Arizona,2006,Boys,195,7705
Arizona,2006,Girls,195,5685
Arkansas,2006,Boys,212,4537
Arkansas,2006,Girls,202,3161
California,2006,Boys,1009,45038
California,2006,Girls,1014,36113
Colorado,2006,Boys,293,8605
Colorado,2006,Girls,293,6536
Connecticut,2006,Boys,168,6673
Connecticut,2006,Girls,165,6291
NA,2006,Boys,13,295
NA,2006,Girls,13,264
Delaware,2006,Boys,37,1156
Delaware,2006,Girls,37,884
Florida,2006,Boys,467,13642
Florida,2006,Girls,474,11414
Georgia,2006,Boys,368,10455
Georgia,2006,Girls,366,8521
Hawaii,2006,Boys,60,1969
Hawaii,2006,Girls,62,1290
Idaho,2006,Boys,137,3990
Idaho,2006,Girls,137,2995
Illinois,2006,Boys,595,23904
Illinois,2006,Girls,586,17686
Indiana,2006,Boys,374,11978
Indiana,2006,Girls,375,9903
Iowa,2006,Boys,381,11545
Iowa,2006,Girls,376,9376
Kansas,2006,Boys,344,9447
Kansas,2006,Girls,338,6995
Kentucky,2006,Boys,246,5460
Kentucky,2006,Girls,246,4544
Louisiana,2006,Boys,404,8484
Louisiana,2006,Girls,369,4059
Maine,2006,Boys,105,2717
Maine,2006,Girls,106,2391
Maryland,2006,Boys,179,5843
Maryland,2006,Girls,178,4966
Massachusetts,2006,Boys,279,12087
Massachusetts,2006,Girls,274,11655
Michigan,2006,Boys,650,24334
Michigan,2006,Girls,646,18655
Minnesota,2006,Boys,435,13726
Minnesota,2006,Girls,437,13036
Mississippi,2006,Boys,231,6537
Mississippi,2006,Girls,231,4674
Missouri,2006,Boys,450,12762
Missouri,2006,Girls,455,11067
Montana,2006,Boys,179,3526
Montana,2006,Girls,179,2678
Nebraska,2006,Boys,309,9238
Nebraska,2006,Girls,310,7574
Nevada,2006,Boys,87,3160
Nevada,2006,Girls,84,2505
New Hampshire,2006,Boys,69,2427
New Hampshire,2006,Girls,69,2227
New Jersey,2006,Boys,366,15836
New Jersey,2006,Girls,369,14079
New Mexico,2006,Boys,146,5840
New Mexico,2006,Girls,144,5760
New York,2006,Boys,591,18624
New York,2006,Girls,593,18734
North Carolina,2006,Boys,344,12152
North Carolina,2006,Girls,343,8985
North Dakota,2006,Boys,147,2160
North Dakota,2006,Girls,147,1815
Ohio,2006,Boys,777,24219
Ohio,2006,Girls,777,20812
Oklahoma,2006,Boys,392,4450
Oklahoma,2006,Girls,396,3975
Oregon,2006,Boys,262,8353
Oregon,2006,Girls,264,6378
Pennsylvania,2006,Boys,566,18112
Pennsylvania,2006,Girls,567,18144
Rhode Island,2006,Boys,39,1547
Rhode Island,2006,Girls,38,1475
South Carolina,2006,Boys,192,7132
South Carolina,2006,Girls,188,5586
South Dakota,2006,Boys,171,3316
South Dakota,2006,Girls,166,2601
Tennessee,2006,Boys,249,6995
Tennessee,2006,Girls,250,5700
Texas,2006,Boys,1239,80723
Texas,2006,Girls,1234,65913
Utah,2006,Boys,113,4506
Utah,2006,Girls,110,3595
Vermont,2006,Boys,37,899
Vermont,2006,Girls,38,960
Virginia,2006,Boys,293,10001
Virginia,2006,Girls,293,8241
Washington,2006,Boys,353,12344
Washington,2006,Girls,348,9456
West Virginia,2006,Boys,104,2659
West Virginia,2006,Girls,106,2333
Wisconsin,2006,Boys,426,13675
Wisconsin,2006,Girls,423,10860
Wyoming,2006,Boys,68,1589
Wyoming,2006,Girls,68,1239
Alabama,2005,Boys,286,6168
Alabama,2005,Girls,283,4274
Alaska,2005,Boys,42,1095
Alaska,2005,Girls,40,861
Arizona,2005,Boys,192,7560
Arizona,2005,Girls,190,5444
Arkansas,2005,Boys,196,3953
Arkansas,2005,Girls,184,2561
California,2005,Boys,1009,45038
California,2005,Girls,1014,36113
Colorado,2005,Boys,261,8654
Colorado,2005,Girls,261,6516
Connecticut,2005,Boys,162,6391
Connecticut,2005,Girls,160,5842
NA,2005,Boys,13,305
NA,2005,Girls,13,296
Delaware,2005,Boys,36,835
Delaware,2005,Girls,38,610
Florida,2005,Boys,491,13706
Florida,2005,Girls,487,11510
Georgia,2005,Boys,361,9670
Georgia,2005,Girls,359,8102
Hawaii,2005,Boys,64,2100
