State,Year,Gender,Schools,Participation
Arkansas,1993,Girls,276,4600
California,1993,Girls,751,23774
Colorado,1993,Girls,263,5718
Connecticut,1993,Girls,153,4963
Delaware,1993,Girls,31,791
Dist. Of Columbia,1993,Girls,12,153
Florida,1993,Girls,357,7506
Georgia,1993,Girls,313,7435
Hawaii,1993,Girls,38,784
Idaho,1993,Girls,124,2712
Illinois,1993,Girls,545,11082
Indiana,1993,Girls,385,9502
Iowa,1993,Girls,383,7653
Kansas,1993,Girls,355,6737
Kentucky,1993,Girls,227,2510
Louisiana,1993,Girls,367,4037
Maine,1993,Girls,92,2528
Maryland,1993,Girls,149,3469
Massachusetts,1993,Girls,210,7946
Michigan,1993,Girls,639,18059
Minnesota,1993,Girls,412,6288
Mississippi,1993,Girls,220,2477
Missouri,1993,Girls,406,9725
Montana,1993,Girls,182,2804
Nebraska,1993,Girls,338,6257
Nevada,1993,Girls,67,1620
New Hampshire,1993,Girls,58,1649
New Jersey,1993,Girls,309,9871
New Mexico,1993,Girls,125,1937
New York,1993,Girls,531,13899
North Carolina,1993,Girls,280,7280
North Dakota,1993,Girls,167,2084
Ohio,1993,Girls,751,17490
Oklahoma,1993,Girls,295,3151
Oregon,1993,Girls,243,7290
Pennsylvania,1993,Girls,475,12580
Rhode Island,1993,Girls,33,1030
South Carolina,1993,Girls,183,4647
South Dakota,1993,Girls,184,2885
Tennessee,1993,Girls,205,5002
Texas,1993,Girls,1112,43721
Utah,1993,Girls,104,2971
Vermont,1993,Girls,36,1044
Virginia,1993,Girls,260,6807
Washington,1993,Girls,321,7986
West Virginia,1993,Girls,108,2242
Wisconsin,1993,Girls,390,9521
Wyoming,1993,Girls,69,1374
Alabama,1994,Boys,195,4163
Alaska,1994,Boys,43,887
Arizona,1994,Boys,162,5201
Arkansas,1994,Boys,266,6543
California,1994,Boys,809,33699
Colorado,1994,Boys,260,6542
Connecticut,1994,Boys,156,5025
Delaware,1994,Boys,33,951
District Of Columbia,1994,Boys,12,201
Florida,1994,Boys,366,10145
Georgia,1994,Boys,315,8511
Hawaii,1994,Boys,58,784
Idaho,1994,Boys,124,3191
Illinois,1994,Boys,575,20125
Indiana,1994,Boys,385,11326
Iowa,1994,Boys,374,8814
Kansas,1994,Boys,363,8258
Kentucky,1994,Boys,234,4809
Louisiana,1994,Boys,408,8596
Maine,1994,Boys,92,2514
Maryland,1994,Boys,153,4024
Massachusetts,1994,Boys,237,8817
Michigan,1994,Boys,638,19509
Minnesota,1994,Boys,402,6337
Mississippi,1994,Boys,235,4635
Missouri,1994,Boys,411,12448
Montana,1994,Boys,178,3811
Nebraska,1994,Boys,339,7895
Nevada,1994,Boys,68,2295
New Hampshire,1994,Boys,56,1646
New Jersey,1994,Boys,331,10750
New Mexico,1994,Boys,126,2477
New York,1994,Boys,550,16617
North Carolina,1994,Boys,294,9273
North Dakota,1994,Boys,148,2347
Ohio,1994,Boys,748,20199
Oklahoma,1994,Boys,317,3672
Oregon,1994,Boys,244,12200
Pennsylvania,1994,Boys,497,15904
Rhode Island,1994,Boys,37,1225
South Carolina,1994,Boys,182,5438
South Dakota,1994,Boys,186,3592
Tennessee,1994,Boys,201,5829
Texas,1994,Boys,1096,51863
Utah,1994,Boys,104,4074
Vermont,1994,Boys,37,755
Virginia,1994,Boys,266,7791
Washington,1994,Boys,324,9457
West Virginia,1994,Boys,102,2349
Wisconsin,1994,Boys,388,10575
Wyoming,1994,Boys,67,1669
Alabama,1994,Girls,170,2569
Alaska,1994,Girls,40,731
Arizona,1994,Girls,159,4062
Arkansas,1994,Girls,271,4661
California,1994,Girls,803,25536
Colorado,1994,Girls,258,5449
Connecticut,1994,Girls,157,4904
Delaware,1994,Girls,36,804
District Of Columbia,1994,Girls,12,161
Florida,1994,Girls,364,8164
Georgia,1994,Girls,313,7435
Hawaii,1994,Girls,56,667
Idaho,1994,Girls,124,2579
Illinois,1994,Girls,560,14840
Indiana,1994,Girls,384,9530
Iowa,1994,Girls,375,7500
Kansas,1994,Girls,362,6346
Kentucky,1994,Girls,231,3769
Louisiana,1994,Girls,367,4037
Maine,1994,Girls,94,2484
Maryland,1994,Girls,156,3331
Massachusetts,1994,Girls,238,8856
Michigan,1994,Girls,635,16950
Minnesota,1994,Girls,405,5621
Mississippi,1994,Girls,235,3423
Missouri,1994,Girls,413,10188
Montana,1994,Girls,178,2858
Nebraska,1994,Girls,340,6257
Nevada,1994,Girls,66,1895
New Hampshire,1994,Girls,59,1721
New Jersey,1994,Girls,310,10106
New Mexico,1994,Girls,125,1937
New York,1994,Girls,531,13899
North Carolina,1994,Girls,294,7571
North Dakota,1994,Girls,156,2085
Ohio,1994,Girls,751,17675
Oklahoma,1994,Girls,288,3015
Oregon,1994,Girls,243,7290
Pennsylvania,1994,Girls,484,15488
Rhode Island,1994,Girls,32,1222
South Carolina,1994,Girls,184,4976
South Dakota,1994,Girls,186,2880
Tennessee,1994,Girls,204,5018
Texas,1994,Girls,1088,43327
Utah,1994,Girls,104,3077
Vermont,1994,Girls,35,787
Virginia,1994,Girls,264,6756
Washington,1994,Girls,329,8363
West Virginia,1994,Girls,104,2306
Wisconsin,1994,Girls,388,9224
Wyoming,1994,Girls,66,1370
Alabama,1995,Boys,195,4162
Alaska,1995,Boys,31,675
Arizona,1995,Boys,160,5526
Arkansas,1995,Boys,265,6447
California,1995,Boys,809,33699
Colorado,1995,Boys,257,6455
Connecticut,1995,Boys,156,5073
Delaware,1995,Boys,32,1018
District Of Columbia,1995,Boys,14,192
Florida,1995,Boys,383,10419
Georgia,1995,Boys,324,8128
Hawaii,1995,Boys,52,824
Idaho,1995,Boys,126,3438
Illinois,1995,Boys,570,20954
Indiana,1995,Boys,383,11113
Iowa,1995,Boys,378,8726
Kansas,1995,Boys,363,8454
Kentucky,1995,Boys,234,4809
Louisiana,1995,Boys,408,8596
Maine,1995,Boys,92,2359
Maryland,1995,Boys,158,4315
Massachusetts,1995,Boys,240,8877
Michigan,1995,Boys,640,19684
Minnesota,1995,Boys,400,6230
Mississippi,1995,Boys,235,4685
Missouri,1995,Boys,421,12577
Montana,1995,Boys,179,3638
Nebraska,1995,Boys,338,7898
Nevada,1995,Boys,69,2132
New Hampshire,1995,Boys,59,1672
New Jersey,1995,Boys,344,11149
New Mexico,1995,Boys,115,3279
New York,1995,Boys,564,16654
North Carolina,1995,Boys,297,9382
North Dakota,1995,Boys,122,2394
Ohio,1995,Boys,748,20725
Oklahoma,1995,Boys,317,3600
Oregon,1995,Boys,243,12150
Pennsylvania,1995,Boys,500,16000
Rhode Island,1995,Boys,33,1222
South Carolina,1995,Boys,183,5400
South Dakota,1995,Boys,179,3592
Tennessee,1995,Boys,192,4180
Texas,1995,Boys,1151,60690
Utah,1995,Boys,104,3972
Vermont,1995,Boys,26,694
Virginia,1995,Boys,272,7798
Washington,1995,Boys,329,9869
West Virginia,1995,Boys,107,2293
Wisconsin,1995,Boys,381,11257
Wyoming,1995,Boys,70,1732
Alabama,1995,Girls,170,2569
Alaska,1995,Girls,33,599
Arizona,1995,Girls,157,4374
Arkansas,1995,Girls,269,4852
California,1995,Girls,803,25536
Colorado,1995,Girls,260,5590
Connecticut,1995,Girls,153,4965
Delaware,1995,Girls,34,836
District Of Columbia,1995,Girls,14,141
Florida,1995,Girls,369,8118
Georgia,1995,Girls,318,7221
Hawaii,1995,Girls,51,716
Idaho,1995,Girls,124,2668
Illinois,1995,Girls,576,17105
Indiana,1995,Girls,214,9556
Iowa,1995,Girls,379,7425
Kansas,1995,Girls,361,6491
Kentucky,1995,Girls,231,3769
Louisiana,1995,Girls,367,4037
Maine,1995,Girls,90,2085
Maryland,1995,Girls,156,3364
Massachusetts,1995,Girls,240,8800
Michigan,1995,Girls,639,16917
Minnesota,1995,Girls,403,5787
Mississippi,1995,Girls,235,3520
Missouri,1995,Girls,419,10521
Montana,1995,Girls,179,3028
Nebraska,1995,Girls,338,6388
Nevada,1995,Girls,66,1637
New Hampshire,1995,Girls,59,1657
New Jersey,1995,Girls,332,10507
New Mexico,1995,Girls,112,2604
New York,1995,Girls,552,15013
North Carolina,1995,Girls,284,7311
North Dakota,1995,Girls,142,2061
Ohio,1995,Girls,753,18440
Oklahoma,1995,Girls,290,3033
Oregon,1995,Girls,244,7320
Pennsylvania,1995,Girls,492,15744
Rhode Island,1995,Girls,33,935
South Carolina,1995,Girls,179,4683
South Dakota,1995,Girls,185,2907
Tennessee,1995,Girls,201,4284
Texas,1995,Girls,1151,53884
Utah,1995,Girls,104,3296
Vermont,1995,Girls,28,723
Virginia,1995,Girls,271,6253
Washington,1995,Girls,328,8073
West Virginia,1995,Girls,106,2302
Wisconsin,1995,Girls,377,9206
Wyoming,1995,Girls,69,1372
Alabama,1996,Boys,272,5805
Alaska,1996,Boys,38,817
Arizona,1996,Boys,161,5685
Arkansas,1996,Boys,265,6422
California,1996,Boys,838,34145
Colorado,1996,Boys,263,6613
Connecticut,1996,Boys,154,5158
Delaware,1996,Boys,32,984
Dist. Of Columbia,1996,Boys,14,200
Florida,1996,Boys,386,9488
Georgia,1996,Boys,324,8128
Hawaii,1996,Boys,52,824
Idaho,1996,Boys,139,3385
Illinois,1996,Boys,567,21733
Indiana,1996,Boys,370,11361
Iowa,1996,Boys,379,10830
Kansas,1996,Boys,363,8473
Kentucky,1996,Boys,236,4850
Louisiana,1996,Boys,408,8596
Maine,1996,Boys,96,2648
Maryland,1996,Boys,156,4768
Massachusetts,1996,Boys,244,8734
Michigan,1996,Boys,647,20129
Minnesota,1996,Boys,404,8436
Mississippi,1996,Boys,236,4710
Missouri,1996,Boys,423,11961
Montana,1996,Boys,182,3575
Nebraska,1996,Boys,338,8086
Nevada,1996,Boys,70,2480
New Hampshire,1996,Boys,63,1604
New Jersey,1996,Boys,346,12808
New Mexico,1996,Boys,114,3410
New York,1996,Boys,564,16654
North Carolina,1996,Boys,299,9350
North Dakota,1996,Boys,127,2382
Ohio,1996,Boys,732,20331
Oklahoma,1996,Boys,381,3950
Oregon,1996,Boys,276,13800
Pennsylvania,1996,Boys,500,16000
Rhode Island,1996,Boys,38,1348
South Carolina,1996,Boys,190,5572
South Dakota,1996,Boys,172,3552
Tennessee,1996,Boys,205,4462
Texas,1996,Boys,1155,72872
Utah,1996,Boys,102,4094
Vermont,1996,Boys,26,694
Virginia,1996,Boys,267,7949
Washington,1996,Boys,340,9712
West Virginia,1996,Boys,104,2438
Wisconsin,1996,Boys,380,10921
Wyoming,1996,Boys,67,1718
Alabama,1996,Girls,267,4034
Alaska,1996,Girls,36,770
Arizona,1996,Girls,154,4410
Arkansas,1996,Girls,269,4591
California,1996,Girls,848,27325
Colorado,1996,Girls,262,5514
Connecticut,1996,Girls,153,5084
Delaware,1996,Girls,32,834
Dist. Of Columbia,1996,Girls,14,156
Florida,1996,Girls,378,8435
Georgia,1996,Girls,318,7221
Hawaii,1996,Girls,51,716
Idaho,1996,Girls,138,2726
Illinois,1996,Girls,572,17741
Indiana,1996,Girls,367,9816
Iowa,1996,Girls,380,8754
Kansas,1996,Girls,361,6539
Kentucky,1996,Girls,234,3819
Louisiana,1996,Girls,367,4037
Maine,1996,Girls,95,2383
Maryland,1996,Girls,156,3980
Massachusetts,1996,Girls,245,9415
Michigan,1996,Girls,638,17307
Minnesota,1996,Girls,408,6956
Mississippi,1996,Girls,236,3621
Missouri,1996,Girls,420,11032
Montana,1996,Girls,182,3013
Nebraska,1996,Girls,338,6591
Nevada,1996,Girls,65,1656
New Hampshire,1996,Girls,65,1584
New Jersey,1996,Girls,336,11869
New Mexico,1996,Girls,113,2596
New York,1996,Girls,552,15013
North Carolina,1996,Girls,291,7845
North Dakota,1996,Girls,134,2016
Ohio,1996,Girls,735,18528
Oklahoma,1996,Girls,390,3487
Oregon,1996,Girls,276,8280
Pennsylvania,1996,Girls,496,15872
Rhode Island,1996,Girls,36,1139
South Carolina,1996,Girls,185,5145
South Dakota,1996,Girls,171,2826
Tennessee,1996,Girls,209,4454
Texas,1996,Girls,1155,58307
Utah,1996,Girls,101,3071
Vermont,1996,Girls,28,723
Virginia,1996,Girls,266,6647
Washington,1996,Girls,339,8042
West Virginia,1996,Girls,102,2374
Wisconsin,1996,Girls,377,9305
Wyoming,1996,Girls,69,1461
Alabama,1997,Boys,271,5784
Alaska,1997,Boys,34,952
Arizona,1997,Boys,161,5376
Arkansas,1997,Boys,263,6614
California,1997,Boys,838,34145
Colorado,1997,Boys,268,6990
Connecticut,1997,Boys,153,5316
Delaware,1997,Boys,32,940
Dist. Of Columbia,1997,Boys,15,248
Florida,1997,Boys,418,10976
Georgia,1997,Boys,326,8442
Hawaii,1997,Boys,55,1829
Idaho,1997,Boys,139,3573
Illinois,1997,Boys,575,20636
Indiana,1997,Boys,369,11559
Iowa,1997,Boys,381,10938
Kansas,1997,Boys,361,8544
Kentucky,1997,Boys,224,4944
Louisiana,1997,Boys,408,8596
Maine,1997,Boys,91,2649
Maryland,1997,Boys,163,4829
Massachusetts,1997,Boys,265,9488
Michigan,1997,Boys,649,21387
Minnesota,1997,Boys,409,11561
Mississippi,1997,Boys,209,4725
Missouri,1997,Boys,428,13358
Montana,1997,Boys,175,3600
Nebraska,1997,Boys,334,8156
Nevada,1997,Boys,75,2701
New Hampshire,1997,Boys,63,1776
New Jersey,1997,Boys,345,12914
New Mexico,1997,Boys,136,2353
New York,1997,Boys,576,17110
North Carolina,1997,Boys,301,9280
North Dakota,1997,Boys,126,2482
Ohio,1997,Boys,734,21419
Oklahoma,1997,Boys,383,3970
Oregon,1997,Boys,241,6888
Pennsylvania,1997,Boys,499,15968
Rhode Island,1997,Boys,36,1382
South Carolina,1997,Boys,184,5828
South Dakota,1997,Boys,170,3740
Tennessee,1997,Boys,216,4704
Texas,1997,Boys,1158,80969
Utah,1997,Boys,104,4034
Vermont,1997,Boys,28,792
Virginia,1997,Boys,261,7765
Washington,1997,Boys,342,10124
West Virginia,1997,Boys,139,2823
Wisconsin,1997,Boys,380,11194
Wyoming,1997,Boys,69,1690
Alabama,1997,Girls,266,4019
Alaska,1997,Girls,33,900
Arizona,1997,Girls,154,3885
Arkansas,1997,Girls,267,4494
California,1997,Girls,848,27325
Colorado,1997,Girls,268,5955
Connecticut,1997,Girls,149,5144
Delaware,1997,Girls,34,873
Dist. Of Columbia,1997,Girls,14,187
Florida,1997,Girls,414,9808
Georgia,1997,Girls,318,7572
Hawaii,1997,Girls,55,1286
Idaho,1997,Girls,138,2727
Illinois,1997,Girls,580,16834
Indiana,1997,Girls,367,9875
Iowa,1997,Girls,384,8842
Kansas,1997,Girls,361,6577
Kentucky,1997,Girls,221,4197
Louisiana,1997,Girls,367,4037
Maine,1997,Girls,93,2465
Maryland,1997,Girls,161,4069
Massachusetts,1997,Girls,264,9761
Michigan,1997,Girls,642,18163
Minnesota,1997,Girls,410,11576
Mississippi,1997,Girls,236,3800
Missouri,1997,Girls,426,10952
Montana,1997,Girls,174,3072
Nebraska,1997,Girls,334,6774
Nevada,1997,Girls,69,2013
New Hampshire,1997,Girls,64,1647
New Jersey,1997,Girls,335,12085
New Mexico,1997,Girls,136,1939
New York,1997,Girls,573,16419
North Carolina,1997,Girls,291,8380
North Dakota,1997,Girls,127,1966
Ohio,1997,Girls,736,19942
Oklahoma,1997,Girls,391,3564
Oregon,1997,Girls,239,5606
Pennsylvania,1997,Girls,498,15936
Rhode Island,1997,Girls,34,1171
South Carolina,1997,Girls,183,5138
South Dakota,1997,Girls,175,3077
Tennessee,1997,Girls,218,4578
Texas,1997,Girls,1159,62988
Utah,1997,Girls,104,3268
Vermont,1997,Girls,30,807
Virginia,1997,Girls,260,6429
Washington,1997,Girls,340,8341
West Virginia,1997,Girls,140,2692
Wisconsin,1997,Girls,377,9396
Wyoming,1997,Girls,68,1395
Alabama,1998,Boys,221,4716
Alaska,1998,Boys,45,1061
Arizona,1998,Boys,172,5764
Arkansas,1998,Boys,265,5568
California,1998,Boys,887,39262
Colorado,1998,Boys,271,7068
Connecticut,1998,Boys,159,5421
Delaware,1998,Boys,32,970
District Of Columbia,1998,Boys,12,216
Florida,1998,Boys,405,10744
Georgia,1998,Boys,326,8442
Hawaii,1998,Boys,56,1642
Idaho,1998,Boys,139,3654
Illinois,1998,Boys,525,18253
Indiana,1998,Boys,367,11493
Iowa,1998,Boys,379,11156
Kansas,1998,Boys,365,8215
Kentucky,1998,Boys,240,5297
Louisiana,1998,Boys,408,8596
Maine,1998,Boys,100,2868
Maryland,1998,Boys,163,4718
Massachusetts,1998,Boys,272,9762
Michigan,1998,Boys,652,21458
Minnesota,1998,Boys,414,11699
Mississippi,1998,Boys,236,5125
Missouri,1998,Boys,435,12356
Montana,1998,Boys,178,3654
Nebraska,1998,Boys,331,8386
Nevada,1998,Boys,72,2500
New Hampshire,1998,Boys,66,1831
New Jersey,1998,Boys,356,13510
New Mexico,1998,Boys,136,2506
New York,1998,Boys,576,17110
North Carolina,1998,Boys,298,9205
North Dakota,1998,Boys,147,2466
Ohio,1998,Boys,742,21995
Oklahoma,1998,Boys,383,3970
Oregon,1998,Boys,235,7630
Pennsylvania,1998,Boys,506,16192
Rhode Island,1998,Boys,39,1540
South Carolina,1998,Boys,184,5749
South Dakota,1998,Boys,185,3714
Tennessee,1998,Boys,225,4893
Texas,1998,Boys,1172,81149
Utah,1998,Boys,106,3901
Vermont,1998,Boys,28,713
Virginia,1998,Boys,214,6201
Washington,1998,Boys,339,10370
West Virginia,1998,Boys,98,2669
Wisconsin,1998,Boys,380,12129
Wyoming,1998,Boys,70,1667
Alabama,1998,Girls,216,3264
Alaska,1998,Girls,44,898
Arizona,1998,Girls,169,4594
Arkansas,1998,Girls,265,3858
California,1998,Girls,883,29682
Colorado,1998,Girls,271,6043
Connecticut,1998,Girls,150,5119
Delaware,1998,Girls,33,837
District Of Columbia,1998,Girls,11,165
Florida,1998,Girls,398,10600
Georgia,1998,Girls,318,7572
Hawaii,1998,Girls,54,1250
Idaho,1998,Girls,138,2810
Illinois,1998,Girls,522,14417
Indiana,1998,Girls,363,9684
Iowa,1998,Girls,375,9019
Kansas,1998,Girls,365,6405
Kentucky,1998,Girls,239,4539
Louisiana,1998,Girls,367,4037
Maine,1998,Girls,102,2630
Maryland,1998,Girls,162,4206
Massachusetts,1998,Girls,270,9778
Michigan,1998,Girls,648,18303
Minnesota,1998,Girls,414,12068
Mississippi,1998,Girls,236,3821
Missouri,1998,Girls,435,10932
Montana,1998,Girls,176,3063
Nebraska,1998,Girls,333,6747
Nevada,1998,Girls,67,1700
New Hampshire,1998,Girls,67,1763
New Jersey,1998,Girls,349,12351
New Mexico,1998,Girls,136,1970
New York,1998,Girls,573,16419
North Carolina,1998,Girls,285,7359
North Dakota,1998,Girls,144,2000
Ohio,1998,Girls,732,19759
Oklahoma,1998,Girls,391,3564
Oregon,1998,Girls,234,6107
Pennsylvania,1998,Girls,504,16128
Rhode Island,1998,Girls,37,1173
South Carolina,1998,Girls,183,5123
South Dakota,1998,Girls,181,3069
Tennessee,1998,Girls,229,4809
Texas,1998,Girls,1087,63429
Utah,1998,Girls,106,3218
Vermont,1998,Girls,30,772
Virginia,1998,Girls,217,6089
Washington,1998,Girls,229,8398
West Virginia,1998,Girls,100,2414
Wisconsin,1998,Girls,377,10617
Wyoming,1998,Girls,69,1381
Alabama,1999,Boys,287,6126
Alaska,1999,Boys,35,773
Arizona,1999,Boys,171,6176
Arkansas,1999,Boys,196,4349
California,1999,Boys,887,39262
Colorado,1999,Boys,279,7292
Connecticut,1999,Boys,158,5431
Delaware,1999,Boys,35,981
District Of Columbia,1999,Boys,12,194
Florida,1999,Boys,366,10209
Georgia,1999,Boys,328,8749
Hawaii,1999,Boys,59,1745
Idaho,1999,Boys,157,3859
Illinois,1999,Boys,520,18810
Indiana,1999,Boys,368,11464
Iowa,1999,Boys,379,11212
Kansas,1999,Boys,367,9250
Kentucky,1999,Boys,244,5384
Louisiana,1999,Boys,408,8596
Maine,1999,Boys,95,2680
Maryland,1999,Boys,171,4637
Massachusetts,1999,Boys,263,9940
Michigan,1999,Boys,656,21974
Minnesota,1999,Boys,426,14308
Mississippi,1999,Boys,209,4775
Missouri,1999,Boys,438,12287
Montana,1999,Boys,176,3693
Nebraska,1999,Boys,324,7676
Nevada,1999,Boys,78,2650
New Hampshire,1999,Boys,67,1800
New Jersey,1999,Boys,348,13212
New Mexico,1999,Boys,120,2721
New York,1999,Boys,586,17441
North Carolina,1999,Boys,308,9909
North Dakota,1999,Boys,138,2373
Ohio,1999,Boys,719,21810
Oklahoma,1999,Boys,382,3960
Oregon,1999,Boys,245,7840
Pennsylvania,1999,Boys,506,16192
Rhode Island,1999,Boys,37,1576
South Carolina,1999,Boys,186,5954
South Dakota,1999,Boys,181,3571
Tennessee,1999,Boys,231,4851
Texas,1999,Boys,1173,81218
Utah,1999,Boys,107,4136
Vermont,1999,Boys,39,952
Virginia,1999,Boys,262,7680
Washington,1999,Boys,339,11097
West Virginia,1999,Boys,105,2504
Wisconsin,1999,Boys,379,11049
Wyoming,1999,Boys,70,1629
Alabama,1999,Girls,280,4230
Alaska,1999,Girls,36,694
Arizona,1999,Girls,168,5147
Arkansas,1999,Girls,191,3349
California,1999,Girls,883,29682
Colorado,1999,Girls,279,6040
Connecticut,1999,Girls,151,5056
Delaware,1999,Girls,34,881
District Of Columbia,1999,Girls,11,161
Florida,1999,Girls,356,9752
Georgia,1999,Girls,329,7799
Hawaii,1999,Girls,56,1307
Idaho,1999,Girls,156,2958
Illinois,1999,Girls,517,15106
Indiana,1999,Girls,367,9967
Iowa,1999,Girls,375,9064
Kansas,1999,Girls,366,6940
Kentucky,1999,Girls,243,4615
Louisiana,1999,Girls,367,4037
Maine,1999,Girls,95,2480
Maryland,1999,Girls,170,4140
Massachusetts,1999,Girls,264,10102
Michigan,1999,Girls,653,18183
Minnesota,1999,Girls,424,12436
Mississippi,1999,Girls,236,3956
Missouri,1999,Girls,437,10961
Montana,1999,Girls,174,3190
Nebraska,1999,Girls,325,6461
Nevada,1999,Girls,78,1802
New Hampshire,1999,Girls,67,1641
New Jersey,1999,Girls,344,11899
New Mexico,1999,Girls,122,2105
New York,1999,Girls,590,16830
North Carolina,1999,Girls,307,7997
North Dakota,1999,Girls,141,2066
Ohio,1999,Girls,719,19670
Oklahoma,1999,Girls,390,3557
Oregon,1999,Girls,240,6269
Pennsylvania,1999,Girls,507,16224
Rhode Island,1999,Girls,35,1252
South Carolina,1999,Girls,183,5103
South Dakota,1999,Girls,178,2823
Tennessee,1999,Girls,235,4935
Texas,1999,Girls,1171,68330
Utah,1999,Girls,107,3342
Vermont,1999,Girls,34,1056
Virginia,1999,Girls,262,6868
Washington,1999,Girls,340,9364
West Virginia,1999,Girls,105,2281
Wisconsin,1999,Girls,378,9630
Wyoming,1999,Girls,69,1423
Alabama,2000,Boys,292,6233
Alaska,2000,Boys,42,989
Arizona,2000,Boys,173,6088
Arkansas,2000,Boys,194,3949
California,2000,Boys,891,40440
Colorado,2000,Boys,278,7266
Connecticut,2000,Boys,158,5500
Delaware,2000,Boys,35,1012
District Of Columbia,2000,Boys,13,234
Florida,2000,Boys,425,11915
Georgia,2000,Boys,328,8749
Hawaii,2000,Boys,57,1683
Idaho,2000,Boys,166,3730
Illinois,2000,Boys,523,19255
Indiana,2000,Boys,373,11211
Iowa,2000,Boys,381,10848
Kansas,2000,Boys,352,9141
Kentucky,2000,Boys,225,4829
Louisiana,2000,Boys,408,8596
Maine,2000,Boys,101,2787
Maryland,2000,Boys,172,4846
Massachusetts,2000,Boys,260,10232
Michigan,2000,Boys,649,21923
Minnesota,2000,Boys,423,14227
Mississippi,2000,Boys,209,4795
Missouri,2000,Boys,439,12158
Montana,2000,Boys,174,3579
Nebraska,2000,Boys,326,8113
Nevada,2000,Boys,78,2417
New Hampshire,2000,Boys,67,1909
New Jersey,2000,Boys,348,13597
New Mexico,2000,Boys,120,2721
New York,2000,Boys,586,17441
North Carolina,2000,Boys,315,10754
North Dakota,2000,Boys,135,2295
Ohio,2000,Boys,722,21809
Oklahoma,2000,Boys,384,4125
Oregon,2000,Boys,245,7963
Pennsylvania,2000,Boys,507,16224
Rhode Island,2000,Boys,37,1613
South Carolina,2000,Boys,183,5936
South Dakota,2000,Boys,164,3384
Tennessee,2000,Boys,231,4851
Texas,2000,Boys,1182,81279
Utah,2000,Boys,112,3915
Vermont,2000,Boys,41,988
Virginia,2000,Boys,254,7769
Washington,2000,Boys,336,10950
West Virginia,2000,Boys,100,2450
Wisconsin,2000,Boys,380,10403
Wyoming,2000,Boys,70,1670
Alabama,2000,Girls,285,4306
Alaska,2000,Girls,42,861
Arizona,2000,Girls,171,4735
Arkansas,2000,Girls,178,2651
California,2000,Girls,887,30870
Colorado,2000,Girls,278,6018
Connecticut,2000,Girls,151,5060
Delaware,2000,Girls,35,801
District Of Columbia,2000,Girls,11,180
Florida,2000,Girls,417,10835
Georgia,2000,Girls,329,7799
Hawaii,2000,Girls,57,1152
Idaho,2000,Girls,166,2976
Illinois,2000,Girls,525,14754
Indiana,2000,Girls,372,8761
Iowa,2000,Girls,376,9083
Kansas,2000,Girls,341,6839
Kentucky,2000,Girls,228,4243
Louisiana,2000,Girls,367,4037
Maine,2000,Girls,104,2559
Maryland,2000,Girls,171,4041
Massachusetts,2000,Girls,258,9950
Michigan,2000,Girls,646,17971
Minnesota,2000,Girls,421,12123
Mississippi,2000,Girls,236,4056
Missouri,2000,Girls,438,10821
Montana,2000,Girls,174,3036
Nebraska,2000,Girls,327,6866
Nevada,2000,Girls,78,1681
New Hampshire,2000,Girls,67,1864
New Jersey,2000,Girls,344,12014
New Mexico,2000,Girls,122,2105
New York,2000,Girls,590,16830
North Carolina,2000,Girls,313,8636
North Dakota,2000,Girls,135,1998
Ohio,2000,Girls,722,19288
Oklahoma,2000,Girls,392,3751
Oregon,2000,Girls,245,6167
Pennsylvania,2000,Girls,505,16160
Rhode Island,2000,Girls,37,1374
South Carolina,2000,Girls,179,5032
South Dakota,2000,Girls,158,2681
Tennessee,2000,Girls,235,4935
Texas,2000,Girls,1182,68388
Utah,2000,Girls,113,3320
Vermont,2000,Girls,39,1088
Virginia,2000,Girls,255,6693
Washington,2000,Girls,338,9192
West Virginia,2000,Girls,101,2183
Wisconsin,2000,Girls,379,11237
Wyoming,2000,Girls,67,1304
Alaska,2001,Boys,44,1011
Alabama,2001,Boys,286,6105
Arkansas,2001,Boys,160,3523
Arizona,2001,Boys,177,6972
California,2001,Boys,996,40843
Colorado,2001,Boys,272,8272
Connecticut,2001,Boys,158,5690
Dc,2001,Boys,14,252
Dc,2001,Boys,33,1013
Florida,2001,Boys,419,14490
Georgia,2001,Boys,339,8906
Hawaii,2001,Boys,62,1740
Iowa,2001,Boys,381,10794
Idaho,2001,Boys,166,3866
Illinois,2001,Boys,584,22624
Indiana,2001,Boys,368,10899
Kansas,2001,Boys,346,9089
Kentucky,2001,Boys,242,5194
Louisiana,2001,Boys,409,8597
Massachusetts,2001,Boys,266,10356
Maryland,2001,Boys,171,4872
Maine,2001,Boys,101,2792
Michigan,2001,Boys,643,22372
Minnesota,2001,Boys,416,13414
Missouri,2001,Boys,444,12349
Mississippi,2001,Boys,223,4925
Montana,2001,Boys,179,3653
North Carolina,2001,Boys,289,9973
North Dakota,2001,Boys,150,2402
Nebraska,2001,Boys,321,8415
New Hampshire,2001,Boys,68,2119
New Jersey,2001,Boys,332,14245
New Mexico,2001,Boys,120,3221
Nevada,2001,Boys,78,2538
New York,2001,Boys,642,16984
Ohio,2001,Boys,724,22079
Oklahoma,2001,Boys,450,4250
Oregon,2001,Boys,243,7911
Pennsylvania,2001,Boys,516,16512
Rhode Island,2001,Boys,37,1518
South Carolina,2001,Boys,182,6313
South Dakota,2001,Boys,172,3365
