,"A Kyle Klomp, Santa Fe Catholic (Lakeland),",
,04:27.8,
1600-Meter Run,,
1990,"4A Christopher Wilson, Niceville, 4:11.18",
,"3A Stephen Adderly, Atlantic (Delray Beach),",
,04:17.4,
,"2A Joseph Maselter, Bishop Verot (Fort Myers),",
,04:22.3,
,"A Lucas Theophilus, Berkshire (Homestead),",
,04:28.6,
1991,"4A Danny Harrell, Miami Jackson, 4:13.01",
,"3A Thomas Mayes, Raines (Jacksonville),",
,04:12.9,
,"2A Brennan O’Brien, Bishop Kenny",
,"(Jacksonville), 4:23.7",
,"A Sean Lyden, Westminster Academy (Fort",
,"Lauderdale), 4:30.0",
1992,"4A Luis Prestes, Miami Beach, 4:17.54",
,"3A Martin Calvillo, Southeast (Bradenton),",
,04:27.9,
,"2A Samuel Graves, Marianna, 4:23.27",
,"A Christopher Malfant, Admiral Farragut (St.",
,"Petersburg), 4:31.27",
1993,"4A Brian Good, Washington (Pensacola),",
,04:19.2,
,"3A Martin Calvillo, Southeast (Bradenton),",
,04:18.2,
,"2A John Weiskircker, Bishop Kenny",
,"(Jacksonville), 4:18.99",
,"A Reid Montini, Benjamin (North Palm",
,"Beach), 4:31.50",
1971,2A,"Allan Rosenblum, Hialeah, 4:19.5"
,A,"Dennis Skelton, Chaminade (Hollywood),"
,,04:13.2
,B,"Earl Jonas, Union County (Bristol), 4:35.2"
,C,"Ernest Beckwith, Liberty County (Bristol),"
,,04:36.2
1972,4A,"Don Waters, Largo, 4:17.7"
,3A,"Ricky Golden, Palatka South, 4:22.9"
,2A,"David Whitmire, Gulf Breeze, 4:30.8"
,A,"John Adair, Trinity Prep (Winter Park), 4:35.0"
1973,4A,"Don Waters, Largo, 4:16.2"
,3A,"K. Holzwart, Bishop Barry (St. Petersburg),"
,,04:16.6
,2A,"Jason Brown, Avon Park, 4:26.2"
,A,"John Rowan, Greensboro, 4:31.3"
1974,4A,"Don Cook, Winter Park, 4:14.5"
,3A,"Cliff Betts, Fort Myers, 4:22.2"
,2A,"James Brown, Avon Park, 4:27.9"
,A,"Malory McCray, Lafayette (Mayo), 4:26.1"
1975,4A,"Tommy Curtis, Brandon, 4:15.9"
,3A,"Richard Henton, Shanks (Quincy), 4:15.6"
,2A,"Thad McNulty, Trinity Prep (Winter Park),"
,,04:22.8
,A,"Mabry McCray, Lafayette (Mayo), 4:21.6"
1976,4A,"Tommy Herron, Lyman (Longwood), 4:10.4"
,3A,"Doug Overfelt, Astronaut (Titusville), 4:20.2"
,2A,"Thad McNulty, Trinity Prep (Winter Park),"
,,04:20.2
,A,"Willie Huggins, Greenville, 4:34.8"
1977,4A,"Dennis Sweet, Miami Jackson, 4:17.9"
,3A,"Doug Overfelt, Astronaut (Titusville), 4:14.0"
,2A,"Alphonso Williams, Avon Park, 4:19.5"
,A,"Sam Fead, Greenville, 4:34.7"
1978,4A,"Herbert Jackson, Brandon, 4:16.2"
,3A,"Jeffery Warrick, Bayshore (Bradenton),"
,,04:15.2
,2A,"Scott Scheffler, Clewiston, 4:14.7"
,A,"Paul McNulty, Trinity Prep (Winter Park),"
,,04:25.0
1979,4A,"John Cull, Columbus (Miami) (Miami),"
,,04:13.1
,3A,"Jeffery Warrick, Bayshore (Bradenton),"
,,04:13.5
,2A,"Scott Scheffler, Clewiston, 4:13.9"
,A,"Paul McNulty, Trinity Prep (Winter Park),"
,,04:32.8
1980,4A,"Basil Magee, Largo, 4:08.98"
,3A,"Jeffery Warrick, Bayshore (Bradenton),"
,,04:16.8
,2A,"Jose Rodriguez, LaSalle (Miami), 4:26.65"
1994,5A,"Brian Good, Washington (Pensacola),"
,,04:16.6
,4A,"Martin Calvillo, Southeast (Bradenton),"
,,04:22.7
,3A,"Adam Spater, Lecanto, 4:23.8"
,2A,"Rhett Russenberger, Pensacola Catholic,"
,,04:29.1
,A,"William Strawbridge, Lakeland Christian,"
,,04:33.7
1995,6A,"Matt Sisk, Manatee (Bradenton), 4:18.18"
,5A,"Jorge Tugnon, Boca Raton, 4:27.68"
,4A,"Adam Spater, Lecanto, 4:22.51"
,3A,"Marcus Tanner, Chiefland, 4:27.95"
,2A,"Luis Delfin, Admiral Farragut (St."
,,"Petersburg), 4:36.80"
1996,6A,"Robert Evans, Lyman (Longwood), 4:16.55"
,5A,"Matthew Whaley, Estero, 4:21.84"
,4A,"Eric Montalvo, Belen Jesuit (Miami), 4:18.55"
,3A,"Darrin Miller, Tampa Catholic, 4:21.83"
,2A,"Luke Taunton, Wewahitchka, 4:30.97"
1997,6A,"Courtney Chambers, Boyd Anderson"
,,"(Lauderdale Lakes), 4:20.8"
,5A,"Justin Insco, Rutherford (Springfield),"
,,04:18.8
,4A,"William Jeffries, Lake Wales, 4:19.12"
,3A,"Marcus Tanner, Chiefland, 4:14.44"
,2A,"David Thornton, Upperroom Christian"
,,"(Lauderhill), 4:29.24"
1998,6A,"Moise Joseph, Miami Central, 4:15.12"
,5A,"Thomas Kunish, Woodham (Pensacola),"
,,04:21.5
,4A,"Charles Lee, Lecanto, 4:20.71"
,3A,"Ben Kozyak, Ransom Everglades (Miami),"
,,04:30.1
,2A,"Joseph Taunton, Wewahitchka, 4:23.91"
1999,6A,"Moise Joseph, Miami Central, 4:13.4"
,5A,"Alexander L’Heureux, Palm Beach Gardens,"
,,04:15.6
,4A,"Brian Major, Hernando (Brooksville), 4:23.81"
,3A,"Giscard Titus, Cardinal Newman (West Palm"
,,"Beach), 4:23.45"
,2A,"Roderick Givens, Port St. Joe, 4:25.18"
2000,4A,"Moise Joseph, Miami Central, 4:10.85"
,3A,"Matthew Ciancuilli, Flagler Palm Coast,"
,,04:16.6
,2A,"Daniel Soule, Pensacola Catholic, 4:19.27"
,A,"Rolf Steier, Berkeley Prep (Tampa), 4:19.74"
2001,4A,"John Jefferson, Atlantic (Delray Beach),"
,,04:13.1
,3A,"Matthew Cianciulli, Flagler Palm Coast,"
,,(Bunnell) 4:12.42
,2A,"Daniel Soule, Pensacola Catholic, 4:17.30"
,A,"Rolf Steier, Berkeley Prep (Tampa), 4:18.08"
2002,4A,"Kevin Hicks, Miami Central, 4:12.69"
,3A,"Sam Vazquez, Flagler Palm Coast, 4:09.44"
,2A,"Andrew Martin, Gulliver Prep (Miami),"
,,04:17.8
,A,"Omar Osbourne, Upperroom Christian"
,,"(Lauderhill), 4:12.45"
2003,4A,"Paul Cross, South Plantation, 4:16.35"
,3A,"Sam Vazquez, Flagler Palm Coast, 4:12.68"
,2A,"Jose Garcia, Belen Jesuit (Miami), 4:15.99"
,A,"Ross McMillan, Maclay (Tallahassee),"
,,04:22.3
2004,4A,"Coleman Hoover, Winter Park, 4:16.23"
,3A,"Scott Hans, Ridgeview (Orange Park),"
,,04:16.5
,2A,"Andy Biladeau, Jesuit (Tampa), 4:17.44"
,1A,"Justin Taylor, St. Joseph (St. Augustine),"
,,04:21.3
2005,4A,"Coleman Hoover, Winter Park, 4:20.18"
,3A,"Scott Mackley, Kathleen (Lakeland), 4:15"
,2A,"Andy Biladeau, Jesuit (Tampa), 4:11.63"
,1A,"Justin Taylor, St. Joseph (St. Augustine),"
,,04:18.2
2006,4A,"Justin Harbor, Flagler Palm Coast, 4:15.22"
,3A,"Steven Bell, Land O'Lakes, 4:17.09"
,2A,"Joseph Franklin, Godby (Tallahassee),"
,,04:21.3
,1A,"Ryan Harris, Oak Hall (Gainesville), 4:23.40"
2007,4A,"Alex Wills, Colonial (Orlando), 4:18.44"
,3A,"James Grantham, North Port, 4:18.47"
,2A,"Joseph Franklin, Godby (Tallahassee),"
,,04:08.8
,1A,"Michael Anderson, P.K. Yonge (Gainesville),"
,,04:19.4
2008,4A,"John Mitchell, Durant (Plant City), 4:21.63"
,3A,"Johnathan Esteban, Robert E. Lee"
,,"(Jacksonville), 4:22.03"
,2A,"Joseph Franklin, Godby (Tallahassee),"
,,04:15.6
,1A,"Ryan Harris, Oak Hall (Gainesville), 4:26.64"
2009,4A,"Armando Del Valle, Columbus (Miami),"
,,04:17.4
,3A,"Matt Mizereck, Leon (Tallahassee), 4:17.71"
,2A,"Connor Revord, Jesuit (Tampa), 4:21.51"
,1A,"Taylor Peliska, St. John Neumann (Naples),"
,,04:21.6
2010,4A,"Ryan Pickering, John I. Leonard"
,,"(Greenacres), 4:11.77"
,3A,"Matt Mizereck, Leon (Tallahassee), 4:15.13"
,2A,"Colin Barker, Bishop Kenny (Jacksonville),"
,,04:18.1
,1A,"David Kilgore, Holy Trinity (Melbourne),"
,,04:27.0
2011,4A,"Armando Del Valle, Columbus (Miami),"
,,04:09.5
,3A,"Tyler Cardillo, Charlotte (Punta Gorda),"
,,04:11.3
,2A,"Bert Irigoyen, Ransom Everglades (Miami),"
,,04:22.2
,1A,"David Kilgore, Holy Trinity (Melbourne),"
,,04:21.5
2012,4A,"Andres Arroyo, Colonial (Orlando), 4:14.06"
,3A,"Ryan Schnulle, Charlotte (Punta Gorda),"
,,04:16.5
,2A,"Bert Irigoyen, Ransom Everglades (Miami),"
,,04:19.6
,1A,"Ryan Gousse, Trinity Prep (Winter Park),"
,,04:17.2
2013,4A,"Andres Arroyo, Colonial (Orlando), 4:15.50"
,3A,"Nicholas Morken, Niceville, 4:23.79"
,2A,"David Yarborough, Bishop Kenny"
,,"(Jacksonville), 4:20.89"
,1A,"Alex Brown, Holy Trinity (Melbourne),"
,,04:25.8
2014,4A,"Jack Guyton, Plant (Tampa), 4:11.86"
,3A,"Sukhi Khosla, Leon (Tallahassee), 4:05.96"
,2A,"Gaby Correa, Ransom Everglades (Miami),"
,,04:21.4
,1A,"Franco Martins, Windermere Prep, 4:22.33"
2015,4A,"Carlin Berryhill, Coral Reef, 4:16.91"
,3A,"Avery Bartlett, Chiles (Tallahassee), 4:12.76"
,2A,"Connor Vaughan, Wolfson, 4:19.42"
,1A,"Franco Martins, Windermere Prep, 4:20.39"
2016,4A,"Timothy Doyle, Freedom, 4:15.42"
,3A,"Steven Cross, Merritt Island, 4:22.33"
,2A,"Trevor Foley, Hernando, 4:18.98"
,1A,"Luke Peterson, Shorecrest Prep, 4:31.06"
2017,4A,"Timothy Doyle, Freedom, 4:21.45"
,3A,"Matthew Clark, Creekside, 4:17.16"
,2A,"Caleb Pottorff, Lincoln Park, 4:16.21"
,1A,"Chase Hyland, The Pine School, 4:28.74"
2018,4A,"Timothy Doyle, Freedom (Orlando), 4:15.42"
,3A,"Michael Phillips, Chiles (Tallahassee),"
,,04:08.2
,2A,"Paul Stafford, Lake Wales, 4:12.70"
,1A,"Trevor Foley, Citrus Park, 4:21.34"
2019,4A,"Angel Vicioso, Oviedo, 4:15.93"
,3A,"Hugh Brittenham, Estero, 4:14.73"
,2A,"Charles Hicks, Bolles (Jacksonville), 4:13.47"
,1A,"Junious Brown, Maclay (Tallahassee),"
,,04:20.9
,2A,"Lewis McDonald, Fort Meade, 6’0”"
,A,"Gary Beach, Branford, 5’10”"
1973,4A,"Ellis Miller, Stranahan (Fort Lauderdale), 6’8"
,,1/2”
,3A,"M. Stuckey, Cocoa, 6’6”"
,2A,"Dwight Floyd, Florida High (Tallahassee),"
,,6’0”
,A,"Peter Jordan, Westminster Christian"
,,"(Miami), 6’4”"
1974,4A,"James Hall, Robinson (Tampa), 6’6 1/4”"
,3A,"Steve Drawdy, Vanguard (Ocala), 6’2”"
,2A,"Bill Balanag, LaSalle (Miami), 6’7”"
,A,"Charles Barrineau, Pensacola Christian,"
,,5’10”
1975,4A,"Andrew Jones, Miami Killian, 6’3”"
,3A,"Calvester Brightman, Eastside (Gainesville),"
,,6’4”
,2A,"Ken Burley, Avon Park, 6’2”"
,A,"John Gratton, Westminster Christian"
,,"(Miami), 6’4”"
1976,4A,"John Burch, Mainland (Daytona Beach), 6’6”"
,3A,"Richard Crane, Cocoa Beach, 6’8”"
,2A,"Carlos Abavnza, LaSalle (Miami), 6’3”"
,A,"Carl Robinson, St. Joseph (St. Augustine),"
,,5’10”
1977,4A,"John Burch, Mainland (Daytona Beach),"
,,6’10”
,3A,"Kenneth Gibson, Apopka, 6’6”"
,2A,"Gary Gassett, Santa Fe (Alachua), 6’7”"
,A,"Carl Robinson, St. Joseph (St. Augustine),"
,,6’0”
1978,4A,"Robert Haley, Brandon, 6’11”"
,3A,"Alfonzo Stoutamire, Baker County (Glen St."
,,"Mary), 6’8”"
,2A,"Doxey Alston, Florida High (Tallahassee),"
,,6’5”
,A,"Terrance Hinson, FAMU (Tallahassee), 6’7”"
1979,4A,"Carlos Leonard, Oak Ridge (Orlando), 7’0”"
,3A,"Clarence Conyers, Haines City, 6’6”"
,2A,"Vito McKeever, Dunnellon, 6’8 1/4”"
,A,"Terrance Hinson, FAMU (Tallahassee), 6’8”"
1980,4A,"Jerry Smith, Mainland (Daytona Beach), 6’8”"
,3A,"Albert Peacock, Crestview, 6’6”"
,2A,"Vito McKeever, Dunnellon, 6’4”"
,A,"Willie Harper, Frostproof, 6’6 1/2”"
1981,4A,"Moe Johnson, American (Hialeah), 6’6”"
,3A,"Michael Rosamila, Titusville, 6’8 1/4”"
,2A,"Michael Beal, Pace, 6’4”"
,A,"Kenneth Moore, Mount Dora Bible, 6’2”"
1982,4A,"David Etheridge, Winter Haven, 6’8”"
,3A,"Michael Rosamila, Titusville, 6’10”"
,2A,"Bobby Parrish, Jefferson County"
,,"(Monticello), 6’4”"
,A,"Dwight Dodd, Munroe (Quincy), 6’5”"
1983,4A,"David Etheridge, Winter Haven, 7’0”"
,3A,"Sonny Williams, Glades Central (Belle"
,,"Glade), 7’0”"
,2A,"Albernard Walker, Pahokee, 6’6”"
,A,"Kenny Moore, Mount Dora Bible, 6’6”"
1984,4A,"Jay Singleton, Miami Central, 6’10”"
,3A,"Steven Harris, Vanguard (Ocala), 6’10”"
,2A,"Gerald White, Tampa Catholic, 6’4”"
,A,"Alvin Harper, Frostproof, 6’6”"
1985,4A,"Ralph Philpott, Lyman (Longwood), 6’10”"
,3A,"Steven Harris, Vanguard (Ocala), 6’8”"
,2A,"Gerald White, Tampa Catholic, 6’6”"
,A,"Alvin Harper, Frostproof, 6’11”"
1986,4A,"Ralph Philpott, Lyman (Longwood), 6’10”"
,3A,"Billy Wade, Glades Central (Belle Glade),"
,,6’10”
,2A,"Derrick Berry, Pahokee, 6’4”"
,A,"Alvin Harper, Frostproof, 6’6”"
1987,4A,"Darran Morgan, Evans (Orlando), 6’8”"
,3A,"Freenas Harris, Vanguard (Ocala), 6’8”"
,2A,"Greg Smith, Bolles (Jacksonville), 6’6”"
,A,"Cliff Scott, Sneads, 6’2”"
1988,4A,"Eric Hannah, Dunedin, 7’1”"
,3A,"Walter Hopson, Seminole (Sanford), 6’8”"
,2A,"Ken Leeks, Marianna, 6’6”"
,A,"Thomas Mason, Lakeland Christian, 6’4”"
1989,4A,"Horace Copeland, Evans (Orlando), 6’10”"
1971,2A,"Clarence Tate, Washington (Pensacola), 6’6”"
,A,"Patrick Osborne, Boca Raton, 6’2”"
,B,"Don Berg, Ransom (Miami), 6’0”"
,C,"William Moody, Greensboro, 6’4 3/4”"
1972,4A,"Jeff Nedimeyer, Titusville, 6’8”"
,3A,"Zach Perkins, Crestview, 6’2”"
,3A,"Eddie Roberts, Dillard (Fort Lauderdale),"
,,6’10”
,2A,"Wayne Clements, Flagler Palm Coast, 6’8"
,,1/2”
,A,"Tommy Montgomery, Florida School for"
,,"the Deaf (St. Augustine), 6’6”"
1990,4A,"Eric Matthews, Santaluces (Lantana), 6’8”"
,3A,"Juan Thomas, Deerfield Beach, 6’10”"
,2A,"Jason Johnson, Pahokee, 6’8”"
,A,"Tommy Montgomery, Florida School for"
,,"the Deaf (St. Augustine), 6’8”"
1991,4A,"Thomas Jarosik, Lyman (Longwood), 6’10”"
,3A,"Percell Gaskins, Seabreeze (Daytona"
,,"Beach), 7’0”"
,2A,"Preston Jarvis, Pahokee, 6’6”"
,A,"Jason Costner, Lakeland Christian, 6’10”"
1992,4A,"Willie Gosha, Choctawhatchee (Fort Walton"
,,"Beach), 6’8”"
,3A,"Issac Hill, New Smyrna Beach, 7’0”"
,2A,"Michael Bowman, Interlachen, 6’8”"
,A,"Hunter Glaum, Shorecrest (St. Petersburg),"
,,6’8”
1993,4A,"Donald Bates, Buchholz (Gainesville), 6’10”"
,3A,"Darren Grant, Pasco (Dade City), 6’8”"
,2A,"Jeremy Ladley, Umatilla, 6’10”"
,A,"Terrence Williams, FAMU (Tallahassee), 6’8”"
1994,5A,"Tim James, Miami Northwestern, 7’2”"
,4A,"Charles Griffin, Gainesville, 7’0”"
,3A,"John Navrati, Osceola (Seminole), 6’8”"
,2A,"Antwione Allen, Port St. Joe, 6’10”"
,A,"Terrence Williams, FAMU (Tallahassee), 6’6”"
1995,6A,"Tim James, Miami Northwestern, 6’10”"
,5A,"Derrick Robinson, First Coast (Jacksonville),"
,,6’8”
,4A,"Tony Robinson, Shanks (Quincy), 6’6”"
,3A,"Antwione Allen, Port St. Joe, 7’0 1/4”"
,2A,"Thomas Mehegan, Father Lopez (Daytona"
,,"Beach), 6’2”"
1996,6A,"Shawn Brown, Bloomingdale (Valrico), 6’8”"
,5A,"Cameron Ankele, St. Thomas Aquinas (Fort"
,,"Lauderdale), 6’8”"
,4A,"Arnold Jackson, Andrew Jackson"
,,"(Jacksonville), 6’10”"
,3A,"Marco Givens, Port St. Joe, 6’6”"
,2A,"Brad Barnes, Lakeland Christian, 6’6”"
1997,6A,"Shawn Brown, Bloomingdale (Valrico),"
,,6’10”
,5A,"Jay Reckenwald, Clearwater, 6’10”"
,4A,"Darell Johnson, Rockledge, 6’8”"
,3A,"Michael Cannon, Walton (DeFuniak"
,,"Springs), 6’6”"
,2A,"Randall Jones, Moore Haven, 6’8”"
1998,6A,"Mathew Vincent, Martin County (Stuart),"
,,6’10”
,5A,"Jay Rockenweld, Clearwater, 6’8”"
,4A,"Marcus Johnson, Rockledge, 6’8”"
,3A,"Tony Williams, Hamilton County (Jasper),"
,,6’8”
,2A,"Brad Barnes, Lakeland Christian, 6’6”"
1999,6A,"Matt Vincent, Martin County (Stuart), 7’0”"
,5A,"Kevin Rose, Merritt Island, 6’10”"
,4A,"Roderick Henry, Jones (Orlando), 6’8”"
,3A,"Leevan Sands, Florida Air Academy"
,,"(Melbourne), 6’8”"
,2A,"Andre Cross, Broward Christian"
,,"(Plantation), 6’4”"
2000,4A,"Eric Rodriguez, Winter Park, 6’8”"
,3A,"Jimmy Baxter, Boca Ciega (Gulfport), 7’2”"
,2A,"Corey Harper, Bayside (Palm Bay), 6’6”"
,A,"Andre Cross, Broward Christian"
,,"(Plantation), 6’6”"
2001,4A,"Wenbos Mukubu, Miami Beach, 6’10”"
,3A,"Gary Mays, Woodham (Pensacola), 6’6”"
,2A,"Terrance McClain, Hamilton County"
,,"(Jasper), 7’0”"
,A,"Craig McClure, Maclay (Tallahassee), 6’6”"
2002,4A,"Tony Collins, John I. Leonard (Greenacres),"
,,"6'10"""
,3A,"DeWayne Jenkins, Flagler Palm Beach"
,,"(Bunnell), 6'10"""
,2A,"Terrance McClain, Hamilton County"
,,"(Jasper), 7'0"""
,A,"Dennis Allen, Seven Rivers Christian"
,,"(Lecanto), 6'6"""
2003,4A,"Jermaine Moreira, Dwyer (Palm Beach"
,,"Gardens), 6'8"""
,3A,"Dempsey Josinvil, Glades Central (Belle"
,,"Glade), 7'01"""
,2A,"Roy Jossfolk, Chaminade (Hollywood), 6'6"""
,A,"Marcus Edwards, Lafayette (Mayo), 6'6"""
2004,4A,"Shawn Aronson, Boone (Orlando), 6'6"""
,3A,"Erroll Blackmon, Washington (Pensacola),"
,,"6'10"""
,2A,"Dempsey Josinvil, Glades Central (Belle"
,,"Glade), 6'10"""
,1A,"Marcus Edwards, Lafayette (Mayo), 6'8"""
2005,4A,"Jamal Whitted, Oak Ridge (Orlando), 6'8"""
,3A,"Machel Hunter, Wharton (Tampa), 6'8"""
,2A,"Micky Gilyard, Crescent City, 6'8"""
,1A,"James Hughes, Graceville, 6'8"""
2006,4A,"Mike Edwards, Poinciana (Kissimmee), 6'8"""
,3A,"Bryan Turner, Eastside (Gainesville), 6'10"""
,2A,"Mike Kursteiner, Nature Coast (Brooksville),"
,,10-Jun
,1A,"Jose Obregon, Dade Christian (Miami), 6'4"""
2007,4A,"Kevin Elliot, Colonial (Orlando), 6'8"""
,3A,"Bryan Turner, Eastside (Gainesville), 6'8"""
,2A,"Ronnie Baldner, Crystal River, 6'10"""
,1A,"Frank DeSalvo, Community School"
,,"(Naples), 6'6"""
2008,4A,"Brian Knight, Miami Southridge, 7'0"""
,3A,"Marquis Mack, Booker (Sarasota), 6'10"""
,2A,"Fred Miller, Raines (Jacksonville), 6'10"""
,1A,"Antwonne McCloud, Moore Haven, 6'4"""
2009,4A,"Jordan Clark, Wekiva (Apopka), 6'8"""
,3A,"Sharif Hudson, Washington (Pensacola),"
,,"6'10"""
,2A,"Jarvis Davis, Golden Gate (Naples), 6'8"""
,1A,"Bryan Kilts, Mount Dora Bible, 6'6"""
2010,4A,"Antron Jackson, Miami Carol City, 7'0"""
,3A,"Hercules Stancil, Bartow, 6'8"""
,2A,"Jarvis Davis, Golden Gate (Naples), 6'8"""
,1A,"James Anderson, FAMU (Tallahassee), 6'4"""
2011,4A,"Willie Bromell, American (Hialeah), 6'7"""
,3A,"Chase Meyers, Charlotte (Punta Gorda), 6'8"""
,2A,"Alphonso Legree, Fort White, 6'10"""
,1A,"Gemikal Prude, Holy Trinity (Melbourne),"
,,"6'8"""
2012,4A,"Yephni Adelphonse, Park Vista (Lake"
,,"Worth), 6'5"""
,3A,"Donavon White, Sebring, 6'6"""
,2A,"Darius World, Rockledge, 6'10"""
,1A,"Justin Jack, Orlando Christian Prep, 6'8"""
2013,4A,"Christian Williams, American (Hialeah), 6'6"""
,3A,"Bobby Harris, Springstead (Spring Hill), 6'2"""
,2A,"Terrell Campbell, Walton (DeFuniak"
,,"Springs), 6'4"""
,1A,"Marquis Haynes, University Christian"
,,"(Jacksonville), 6'8"""
2014,4A,"Christian Williams, American (Hialeah), 6'6"""
,3A,"Chris Rogers, Pine Forest (Pensacola), 6'8"""
,2A,"Corion Knight, Wakulla (Crawfordville), 6'4"""
,1A,"Terrel Phillips, Westminster Academy (Fort"
,,"Lauderdale), 6'2"""
2015,4A,"Raymond Nellom, Seminole (Sanford), 6'8''"
,3A,"John Burt, Lincoln, 6'6''"
,2A,"Tristan Schultheis, Astronaut, 6'8''"
,1A,"Kevin McClain, Hamilton County (Jasper),"
,,6'4''
2016,4A,"Triaten Elmore, Oviedo, 6'6''"
,3A,"Cal Dermody, Gulf Breeze, 6'4''"
,2A,"Tristan Schultheis, Astronaut, 6'10''"
,1A,"Hamp Cheevers, Trenton, 6'6''"
2017,4A,"Jaasiel Torres, Sarasota, 2.05m"
,3A,"Donald Chaney, Belen Jesuit (Miami),"
,,2.03m
,2A,"Israel Diaz, Citrus (Inverness), 2.00m"
,1A,"Berrick Jean Louis, Canterbury School (St."
,,"Petersburg), 2.05m"
2018,4A,"Jaasiel Torres, Sarasota, 2.14m"
,3A,"Donald Chaney, Belen Jesuit (Miami),"
,,2.02m
,2A,"Bryson Kirksey, Bolles (Jacksonville), 2.02m"
,1A,"Berrick Jean Louis, Canterbury School (St."
,,"Petersburg), 2.02m"
2019,4A,"Travis Joseph, Taravella (Coral Springs),"
,,"6'9.5"""
,3A,"Donald Chaney, Belen Jesuit (Miami), 6'7.5"""
,2A,"Caleb Snowden, Dunbar (Fort Myers),"
,,"6'11.5"""
,1A,"Brandon Pottinger, Florida Christian"
,,"(Miami), 6'3.5"""
1989,4A,"Steve Cox, Clearwater, 14’6”"
,3A,"Jason Rector, Naples, 15’0”"
,2A,"Fernando Bustamante, Admiral Farragut"
,,"(St. Petersburg), 14’0 1/4”"
,A,"David Baldwin, Montverde Academy, 13’6”"
1990,4A,"Kenneth Stissell, Winter Park, 15’0”"
,3A,"Joel Nunag, Springstead (Spring Hill), 15’0”"
,2A,"William Helms, Santa Fe (Alachua), 13’0”"
,A,"Fernando Bustamante, Admiral Farragut"
,,"(St. Petersburg), 14’6”"
1991,4A,"Kenneth Stissell, Winter Park, 15’8”"
,3A,"James Campbell, South Fork (Stuart), 14’0”"
,2A,"Stacey Daigneau, Crystal River, 13’6”"
,A,"Fernando Bustamante, Admiral Farragut"
,,"(St. Petersburg), 14’0”"
1992,4A,"Jimmy Owens, Miami Palmetto, 14’6”"
,3A,"James Campbell, South Fork (Stuart), 15’0”"
,2A,"Jose Cernuda, LaSalle (Miami), 13’6”"
,A,"David Habibe, Admiral Farragut (St."
,,"Petersburg), 11’6”"
1993,4A,"Brian Till, Osceola (Kissimmee), 14’6”"
,3A,"Hector Garcia, Belen Jesuit (Miami), 14’6”"
,2A,"Shannon Savant, Clewiston, 11’6”"
,A,"David Guilfoyle, Montverde Academy, 13’0”"
1994,5A,"Gregory Walden, Orange Park, 14’0”"
,4A,"John Kruse, Bayshore (Bradenton), 13’6”"
,3A,"Tony Marcum, Sebring, 13’6”"
,2A,"Travis Tedder, Florida High (Tallahassee),"
,,12’3”
,A,"Sam Freas, Westminster Academy (Fort"
,,"Lauderdale), 13’6”"
1995,6A,"Stefan Carpenter, Hillsborough (Tampa),"
,,13’6”
,5A,"Jason Sopher, St. Cloud, 13’0”"
,4A,"Nathan Hamann, Poinciana (Kissimmee),"
,,14’7”
,3A,"Travis Tedder, Florida High (Tallahassee),"
,,13’0”
,2A,"Mark Johnson, Northside Christian (St."
,,"Petersburg), 14’0”"
1996,6A,"David Riverbark, Hillsborough (Tampa),"
,,13’6”
,5A,"Joseph Sullivan, Gulf Breeze, 14’0”"
,4A,"Andrew Pitts, Winter Haven, 14’6”"
,3A,"Jarrod Hickman, Florida High (Tallahassee),"
,,14’0”
,2A,"Mark Johnson, Northside Christian (St."
,,"Petersburg), 15’0”"
1997,6A,"Chad Sweetser, Riverview (Sarasota), 14’6”"
,5A,"Jason Dean, Clearwater, 15’0”"
,4A,"Adam Edgington, South Lake (Groveland),"
,,14’0”
,3A,"Jarrod Hickman, Florida High (Tallahassee),"
,,13’6”
,2A,"Mark Johnson, Northside Christian (St."
,,"Petersburg), 14’6”"
1998,6A,"Sefried, Barron Collier (Naples), 15’0”"
,5A,"Patrick Gerberich, South Lake (Groveland),"
,,14’6”
,4A,"Aaron Porter, Sebastian River (Sebastian),"
,,14’0”
,3A,"Paul Condron, Clearwater Central Catholic,"
,,12’6”
,2A,"Joshua Todd, Port St. Joe, 12’6”"
1999,6A,"Jared Sweetster, Riverview (Sarasota), 14’6”"
,5A,"Brooks Weber, South Lake (Groveland),"
,,14’0”
,4A,"Jeffery Atkinson, Cardinal Gibbons (Fort"
,,"Lauderdale), 15’9”"
,3A,"Matt Cull, Bishop Verot (Fort Myers), 13’6”"
,2A,"Eddie McNicholas, Trinity Prep (Winter"
,,"Park), 14’0”"
2000,4A,"Mark Holmes, Niceville, 13’6”"
,3A,"Daniel Shaffer, South Lake (Groveland),"
,,15’0”
,2A,"Tyson Leider, Astronaut (Titusville), 14’0”"
,A,"Eddie McNicholas, Trinity Prep (Winter"
,,"Park), 15’0”"
2001,4A,"Garrett Penton, South Lake (Groveland),"
,,15’3”
,3A,"Ryan Hoff, Naples, 14’6”"
,A,"Lee Hatch, Branford, 11’6”"
1974,4A,"Tom Kaminer, Winter Park, 14’0 1/2”"
,3A,"Glenn Lewis, Fort Myers, 13’0”"
,2A,"David Swinston, Baker, 12’6”"
,A,"Marvin Jackson, Greenville, 12’0”"
1975,4A,"Tom Kaminer, Winter Park, 14’6”"
,3A,"Mike Bush, Tampa Catholic, 13’6”"
,2A,"David Swinston, Baker, 14’6 1/4”"
,A,"Marvin Jackson, Greenville, 13’8”"
1976,4A,"John Stewart, John I. Leonard (Lake Worth),"
