"State","Year","Gender","Schools","Participation","Event","Mark","Students","df","Count","Participation.Thousands","Mark.Standard"
"New York",2018,"Girls",640,22118,"High Jump",1.6764,820564,8,625735,22.118,-0.548468611596961
"New York",2018,"Girls",640,22118,"Pole Vault",3.6576,820564,8,625735,22.118,-0.0555120498860095
"North Carolina",2018,"Boys",398,14663,"100m",10.64,470877,9,357525,14.663,1.04641677925982
"North Carolina",2018,"Boys",398,14663,"1600m",254.14,470877,9,357525,14.663,1.0053673331647
"North Carolina",2018,"Boys",398,14663,"800m",113.38,470877,9,357525,14.663,1.01028906233606
"North Carolina",2018,"Boys",398,14663,"High Jump",1.9304,470877,9,357525,14.663,0.826666345027958
"North Carolina",2018,"Boys",398,14663,"Pole Vault",4.2672,470877,9,357525,14.663,0.99434229699183
"North Carolina",2018,"Girls",398,10398,"100m",11.78,470877,9,342791,10.398,-0.54023260612138
"North Carolina",2018,"Girls",398,10398,"1600m",297.84,470877,9,342791,10.398,-0.859864132219712
"North Carolina",2018,"Girls",398,10398,"800m",132.74,470877,9,342791,10.398,-0.848232835865195
"North Carolina",2018,"Girls",398,10398,"High Jump",1.5748,470877,9,342791,10.398,-1.09852259424693
"North Carolina",2018,"Girls",398,10398,"Pole Vault",3.3528,470877,9,342791,10.398,-0.580439223324929
"Ohio",2018,"Boys",782,27426,"100m",10.66,517145,10,396939,27.426,1.01858082513032
"Ohio",2018,"Boys",782,27426,"1600m",246.96,517145,10,396939,27.426,1.31182870436516
"Ohio",2018,"Boys",782,27426,"800m",111.89,517145,10,396939,27.426,1.15332612991457
"Ohio",2018,"Boys",782,27426,"High Jump",1.9812,517145,10,396939,27.426,1.10169333635294
"Ohio",2018,"Boys",782,27426,"Pole Vault",4.572,517145,10,396939,27.426,1.51926947043075
"Ohio",2018,"Girls",784,23963,"100m",11.38,517145,10,380404,23.963,0.0164864764685121
"Ohio",2018,"Girls",784,23963,"1600m",290.28,517145,10,380404,23.963,-0.537183356972431
"Ohio",2018,"Girls",784,23963,"800m",128.89,517145,10,380404,23.963,-0.478640412927443
"Ohio",2018,"Girls",784,23963,"High Jump",1.7018,517145,10,380404,23.963,-0.410955115934469
"Ohio",2018,"Girls",784,23963,"Pole Vault",3.6576,517145,10,380404,23.963,-0.0555120498860095
"Oklahoma",2018,"Boys",451,6870,"100m",10.33,191296,11,141041,6.87,1.47787406826699
"Oklahoma",2018,"Boys",451,6870,"1600m",264.3,191296,11,141041,6.87,0.571711688123382
"Oklahoma",2018,"Boys",451,6870,"800m",116.76,191296,11,141041,6.87,0.685815714406295
"Oklahoma",2018,"Boys",451,6870,"High Jump",1.8288,191296,11,141041,6.87,0.27661236237799
"Oklahoma",2018,"Boys",451,6870,"Pole Vault",3.81,191296,11,141041,6.87,0.20695153683345
"Oklahoma",2018,"Girls",450,5523,"100m",11.44,191296,11,134646,5.523,-0.0670213859199702
"Oklahoma",2018,"Girls",450,5523,"1600m",305.58,191296,11,134646,5.523,-1.19022778306812
"Oklahoma",2018,"Girls",450,5523,"800m",131.72,191296,11,134646,5.523,-0.750314843294673
"Oklahoma",2018,"Girls",450,5523,"High Jump",1.524,191296,11,134646,5.523,-1.37354958557191
"Oklahoma",2018,"Girls",450,5523,"Pole Vault",2.7432,191296,11,134646,5.523,-1.63029357020277
"Oregon",2018,"Boys",271,9526,"100m",10.42,180324,12,130206,9.526,1.35261227468426
"Oregon",2018,"Boys",271,9526,"1600m",252.974457,180324,12,130206,9.526,1.05511578803561
"Oregon",2018,"Boys",271,9526,"800m",113.45,180324,12,130206,9.526,1.00356920010083
"Oregon",2018,"Boys",271,9526,"High Jump",1.8796,180324,12,130206,9.526,0.551639353702974
"Oregon",2018,"Boys",271,9526,"Pole Vault",3.81,180324,12,130206,9.526,0.20695153683345
"Oregon",2018,"Girls",267,7289,"100m",12,180324,12,125353,7.289,-0.846428101545823
"Oregon",2018,"Girls",267,7289,"1600m",286.108839,180324,12,125353,7.289,-0.359147184332058
"Oregon",2018,"Girls",267,7289,"800m",131.72,180324,12,125353,7.289,-0.750314843294673
"Oregon",2018,"Girls",267,7289,"High Jump",1.5748,180324,12,125353,7.289,-1.09852259424693
"Oregon",2018,"Girls",267,7289,"Pole Vault",2.54,180324,12,125353,7.289,-1.98024501916205
"Rhode Island",2018,"Boys",48,1666,"100m",10.81,44212,13,38755,1.666,0.809811169159112
"Rhode Island",2018,"Boys",48,1666,"1600m",250.590843,44212,13,38755,1.666,1.15685473160839
"Rhode Island",2018,"Boys",48,1666,"800m",113.21,44212,13,38755,1.666,1.02660872776448
"Rhode Island",2018,"Boys",48,1666,"High Jump",1.9812,44212,13,38755,1.666,1.10169333635294
"Rhode Island",2018,"Boys",48,1666,"Pole Vault",3.9624,44212,13,38755,1.666,0.46941512355291
"Rhode Island",2018,"Girls",47,1621,"100m",12.46,44212,13,38370,1.621,-1.4866550465242
"Rhode Island",2018,"Girls",47,1621,"1600m",298.198701,44212,13,38370,1.621,-0.875174438669711
"Rhode Island",2018,"Girls",47,1621,"800m",133.45,44212,13,38370,1.621,-0.91639143853683
"Rhode Island",2018,"Girls",47,1621,"High Jump",1.6002,44212,13,38370,1.621,-0.961009098584436
"Rhode Island",2018,"Girls",47,1621,"Pole Vault",3.3528,44212,13,38370,1.621,-0.580439223324929
"Tennessee",2018,"Boys",311,7347,"100m",10.49,291569,14,230020,7.347,1.25518643523103
"Tennessee",2018,"Boys",311,7347,"1600m",252.7,291569,14,230020,7.347,1.06683033797371
"Tennessee",2018,"Boys",311,7347,"800m",115.09,291569,14,230020,7.347,0.84613242773254
"Tennessee",2018,"Boys",311,7347,"High Jump",1.8796,291569,14,230020,7.347,0.551639353702974
"Tennessee",2018,"Boys",311,7347,"Pole Vault",3.6576,291569,14,230020,7.347,-0.0555120498860095
"Tennessee",2018,"Girls",314,5916,"100m",11.75,291569,14,222225,5.916,-0.498478674927139
"Tennessee",2018,"Girls",314,5916,"1600m",300.56,291569,14,222225,5.916,-0.975960919081168
"Tennessee",2018,"Girls",314,5916,"800m",135.22,291569,14,222225,5.916,-1.08630795505626
"Tennessee",2018,"Girls",314,5916,"High Jump",1.524,291569,14,222225,5.916,-1.37354958557191
"Tennessee",2018,"Girls",314,5916,"Pole Vault",2.4384,291569,14,222225,5.916,-2.15522074364169
"Washington",2018,"Boys",379,14204,"100m",10.56,340375,15,242737,14.204,1.1577605957778
"Washington",2018,"Boys",379,14204,"1600m",247.5,340375,15,242737,14.204,1.28878007756178
"Washington",2018,"Boys",379,14204,"800m",111.02,340375,15,242737,14.204,1.2368444176953
"Washington",2018,"Boys",379,14204,"High Jump",1.905,340375,15,242737,14.204,0.689152849365466
"Washington",2018,"Boys",379,14204,"Pole Vault",4.1148,340375,15,242737,14.204,0.73187871027237
"Washington",2018,"Girls",378,10837,"100m",11.95,340375,15,231238,10.837,-0.776838216222085
"Washington",2018,"Girls",378,10837,"1600m",290.76,340375,15,231238,10.837,-0.5576710252421
"Washington",2018,"Girls",378,10837,"800m",129.24,340375,15,231238,10.837,-0.512239724103604
"Washington",2018,"Girls",378,10837,"High Jump",1.5748,340375,15,231238,10.837,-1.09852259424693
"Washington",2018,"Girls",378,10837,"Pole Vault",2.8194,340375,15,231238,10.837,-1.49906177684304
"Wisconsin",2018,"Boys",440,14990,"100m",10.66,261916,16,197252,14.99,1.01858082513032
"Wisconsin",2018,"Boys",440,14990,"1600m",250.39,261916,16,197252,14.99,1.16542724152149
"Wisconsin",2018,"Boys",440,14990,"800m",113.54,261916,16,197252,14.99,0.994929377226959
"Wisconsin",2018,"Boys",440,14990,"High Jump",1.9304,261916,16,197252,14.99,0.826666345027958
"Wisconsin",2018,"Boys",440,14990,"Pole Vault",4.1148,261916,16,197252,14.99,0.73187871027237
"Wisconsin",2018,"Girls",439,11889,"100m",12.23,261916,16,188981,11.889,-1.16654157403501
"Wisconsin",2018,"Girls",439,11889,"1600m",293.41,261916,16,188981,11.889,-0.670780027147564
"Wisconsin",2018,"Girls",439,11889,"800m",129.66,261916,16,188981,11.889,-0.552558897514994
"Wisconsin",2018,"Girls",439,11889,"High Jump",1.6256,261916,16,188981,11.889,-0.823495602921945
"Wisconsin",2018,"Girls",439,11889,"Pole Vault",3.2004,261916,16,188981,11.889,-0.842902810044388
"Wyoming",2018,"Boys",72,1685,"100m",10.98,27361,17,19963,1.685,0.573205559058407
"Wyoming",2018,"Boys",72,1685,"1600m",263.41,27361,17,19963,1.685,0.609699239706725
"Wyoming",2018,"Boys",72,1685,"800m",111.75,27361,17,19963,1.685,1.16676585438503
"Wyoming",2018,"Boys",72,1685,"High Jump",1.8288,27361,17,19963,1.685,0.27661236237799
"Wyoming",2018,"Boys",72,1685,"Pole Vault",3.9624,27361,17,19963,1.685,0.46941512355291
"Wyoming",2018,"Girls",72,1496,"100m",12.8,27361,17,18452,1.496,-1.95986626672561
"Wyoming",2018,"Girls",72,1496,"1600m",297.81,27361,17,18452,1.496,-0.858583652952859
"Wyoming",2018,"Girls",72,1496,"800m",135.46,27361,17,18452,1.496,-1.10934748271992
"Wyoming",2018,"Girls",72,1496,"High Jump",1.524,27361,17,18452,1.496,-1.37354958557191
"Wyoming",2018,"Girls",72,1496,"Pole Vault",2.8956,27361,17,18452,1.496,-1.36782998348331
"Florida",2017,"Boys",648,19171,"100m",10.56,847781,18,654581,19.171,1.1577605957778
"Florida",2017,"Boys",648,19171,"1600m",256.21,847781,18,654581,19.171,0.917014263751757
"Florida",2017,"Boys",648,19171,"800m",113.16,847781,18,654581,19.171,1.03140862936107
"Florida",2017,"Boys",648,19171,"High Jump",2,847781,18,654581,19.171,1.20347497881179
"Florida",2017,"Boys",648,19171,"Pole Vault",4.4,847781,18,654581,19.171,1.22305072426443
"Florida",2017,"Girls",643,16938,"100m",11.57,847781,18,634643,16.938,-0.247955087761687
"Florida",2017,"Girls",643,16938,"1600m",290.48,847781,18,634643,16.938,-0.545719885418128
"Florida",2017,"Girls",643,16938,"800m",130.29,847781,18,634643,16.938,-0.61303765763208
"Florida",2017,"Girls",643,16938,"High Jump",1.6,847781,18,634643,16.938,-0.962091882014849
"Florida",2017,"Girls",643,16938,"Pole Vault",3.41,847781,18,634643,16.938,-0.481929268204501
"Georgia",2017,"Boys",426,14073,"100m",10,518772,19,384636,14.073,1.93716731140365
"Georgia",2017,"Boys",426,14073,"1600m",255.18,518772,19,384636,14.073,0.960977385247086
"Georgia",2017,"Boys",426,14073,"800m",111.85,518772,19,384636,14.073,1.15716605119184
"Georgia",2017,"Boys",426,14073,"High Jump",1.8796,518772,19,384636,14.073,0.551639353702974
"Georgia",2017,"Boys",426,14073,"Pole Vault",3.9624,518772,19,384636,14.073,0.46941512355291
"Georgia",2017,"Girls",422,11091,"100m",11.66,518772,19,372832,11.091,-0.373216881344413
"Georgia",2017,"Girls",422,11091,"1600m",295,518772,19,372832,11.091,-0.73864542829084
"Georgia",2017,"Girls",422,11091,"800m",133.6,518772,19,372832,11.091,-0.930791143326613
"Georgia",2017,"Girls",422,11091,"High Jump",1.5748,518772,19,372832,11.091,-1.09852259424693
"Georgia",2017,"Girls",422,11091,"Pole Vault",2.7432,518772,19,372832,11.091,-1.63029357020277
"Illinois",2017,"Boys",620,24871,"100m",10.54,618016,20,438919,24.871,1.18559654990729
"Illinois",2017,"Boys",620,24871,"1600m",250.5,618016,20,438919,24.871,1.16073215087636
"Illinois",2017,"Boys",620,24871,"800m",109.9,618016,20,438919,24.871,1.34436221345901
"Illinois",2017,"Boys",620,24871,"High Jump",2.0066,618016,20,438919,24.871,1.23920683201543
"Illinois",2017,"Boys",620,24871,"Pole Vault",4.4958,618016,20,438919,24.871,1.38803767707102
"Illinois",2017,"Girls",603,20357,"100m",11.52,618016,20,416771,20.357,-0.178365202437949
"Illinois",2017,"Girls",603,20357,"1600m",291.5,618016,20,416771,20.357,-0.589256180491173
"Illinois",2017,"Girls",603,20357,"800m",132.4,618016,20,416771,20.357,-0.815593505008354
"Illinois",2017,"Girls",603,20357,"High Jump",1.6764,618016,20,416771,20.357,-0.548468611596961
"Illinois",2017,"Girls",603,20357,"Pole Vault",3.7338,618016,20,416771,20.357,0.0757197434737205
"Kansas",2017,"Boys",345,9974,"100m",10.81,141881,21,107335,9.974,0.809811169159112
"Kansas",2017,"Boys",345,9974,"1600m",257.94,141881,21,107335,9.974,0.843173292696492
"Kansas",2017,"Boys",345,9974,"800m",114.13,141881,21,107335,9.974,0.938290538387149
"Kansas",2017,"Boys",345,9974,"High Jump",1.9304,141881,21,107335,9.974,0.826666345027958
"Kansas",2017,"Boys",345,9974,"Pole Vault",3.6576,141881,21,107335,9.974,-0.0555120498860095
"Kansas",2017,"Girls",345,7170,"100m",11.79,141881,21,101463,7.17,-0.554150583186127
"Kansas",2017,"Girls",345,7170,"1600m",298.5,141881,21,101463,7.17,-0.888034676090507
"Kansas",2017,"Girls",345,7170,"800m",132.97,141881,21,101463,7.17,-0.870312383209527
"Kansas",2017,"Girls",345,7170,"High Jump",1.6256,141881,21,101463,7.17,-0.823495602921945
"Kansas",2017,"Girls",345,7170,"Pole Vault",2.8956,141881,21,101463,7.17,-1.36782998348331
"Maryland",2017,"Boys",181,7155,"100m",10.71,255781,4,203680,7.155,0.948990939806585
"Maryland",2017,"Boys",181,7155,"1600m",251.94,255781,4,203680,7.155,1.09926914606735
"Maryland",2017,"Boys",181,7155,"800m",112.62,255781,4,203680,7.155,1.08324756660429
"Maryland",2017,"Boys",181,7155,"High Jump",1.8796,255781,4,203680,7.155,0.551639353702974
"Maryland",2017,"Boys",181,7155,"Pole Vault",4.1148,255781,4,203680,7.155,0.73187871027237
"Maryland",2017,"Girls",188,5726,"100m",11.92,255781,4,196573,5.726,-0.735084285027844
"Maryland",2017,"Girls",188,5726,"1600m",291.21,255781,4,196573,5.726,-0.576878214244914
"Maryland",2017,"Girls",188,5726,"800m",131.27,255781,4,196573,5.726,-0.707115728925327
"Maryland",2017,"Girls",188,5726,"High Jump",1.5748,255781,4,196573,5.726,-1.09852259424693
"Maryland",2017,"Girls",188,5726,"Pole Vault",2.7432,255781,4,196573,5.726,-1.63029357020277
"Massachusetts",2017,"Boys",322,14063,"100m",10.63,295336,5,227328,14.063,1.06033475632456
"Massachusetts",2017,"Boys",322,14063,"1600m",252.964248,295336,5,227328,14.063,1.05555153513012
"Massachusetts",2017,"Boys",322,14063,"800m",114.5,295336,5,227328,14.063,0.902771266572351
"Massachusetts",2017,"Boys",322,14063,"High Jump",2.032,295336,5,227328,14.063,1.37672032767793
"Massachusetts",2017,"Boys",322,14063,"Pole Vault",5.0546,295336,5,227328,14.063,2.35040416170904
"Massachusetts",2017,"Girls",320,13503,"100m",12.04,295336,5,222303,13.503,-0.902100009804811
"Massachusetts",2017,"Girls",320,13503,"1600m",287.204496,295336,5,222303,13.503,-0.405912720068184
"Massachusetts",2017,"Girls",320,13503,"800m",130.8,295336,5,222303,13.503,-0.661996653917342
"Massachusetts",2017,"Girls",320,13503,"High Jump",1.6764,295336,5,222303,13.503,-0.548468611596961
"Massachusetts",2017,"Girls",320,13503,"Pole Vault",3.429,295336,5,222303,13.503,-0.449207429965199
"Michigan",2017,"Boys",655,23232,"100m",10.53,479976,6,340878,23.232,1.19951452697204
"Michigan",2017,"Boys",655,23232,"1600m",248.6,479976,6,340878,23.232,1.24182917111046
"Michigan",2017,"Boys",655,23232,"800m",111.22,479976,6,340878,23.232,1.21764481130893
"Michigan",2017,"Boys",655,23232,"High Jump",1.8034,479976,6,340878,23.232,0.139098866715498
"Michigan",2017,"Boys",655,23232,"Pole Vault",3.6576,479976,6,340878,23.232,-0.0555120498860095
"Michigan",2017,"Girls",648,17009,"100m",11.95,479976,6,326682,17.009,-0.776838216222085
"Michigan",2017,"Girls",648,17009,"1600m",283.84,479976,6,326682,17.009,-0.262307141021044
"Michigan",2017,"Girls",648,17009,"800m",131.06,479976,6,326682,17.009,-0.686956142219631
"Michigan",2017,"Girls",648,17009,"High Jump",1.4986,479976,6,326682,17.009,-1.5110630812344
"Michigan",2017,"Girls",648,17009,"Pole Vault",2.5908,479976,6,326682,17.009,-1.89275715692223
"Nebraska",2017,"Boys",299,8624,"100m",10.5,93143,7,70765,8.624,1.24126845816628
"Nebraska",2017,"Boys",299,8624,"1600m",249.6,93143,7,70765,8.624,1.19914652888198
"Nebraska",2017,"Boys",299,8624,"800m",114.54,93143,7,70765,8.624,0.898931345295075
"Nebraska",2017,"Boys",299,8624,"High Jump",1.905,93143,7,70765,8.624,0.689152849365466
"Nebraska",2017,"Boys",299,8624,"Pole Vault",4.2164,93143,7,70765,8.624,0.90685443475201
"Nebraska",2017,"Girls",300,7282,"100m",12.1,93143,7,67297,7.282,-0.985607872193296
"Nebraska",2017,"Girls",300,7282,"1600m",302.21,93143,7,67297,7.282,-1.04638727875815
"Nebraska",2017,"Girls",300,7282,"800m",133.22,93143,7,67297,7.282,-0.894311891192497
"Nebraska",2017,"Girls",300,7282,"High Jump",1.5748,93143,7,67297,7.282,-1.09852259424693
"Nebraska",2017,"Girls",300,7282,"Pole Vault",3.1496,93143,7,67297,7.282,-0.930390672284209
"New York",2017,"Boys",688,23772,"100m",10.8,818799,8,651067,23.772,0.823729146223859
"New York",2017,"Boys",688,23772,"1600m",252.81,818799,8,651067,23.772,1.06213524732858
"New York",2017,"Boys",688,23772,"800m",110.96,818799,8,651067,23.772,1.24260429961122
"New York",2017,"Boys",688,23772,"High Jump",2.032,818799,8,651067,23.772,1.37672032767793
"New York",2017,"Boys",688,23772,"Pole Vault",4.572,818799,8,651067,23.772,1.51926947043075
"New York",2017,"Girls",672,21996,"100m",11.78,818799,8,625735,21.996,-0.54023260612138
"New York",2017,"Girls",672,21996,"1600m",277.562187,818799,8,625735,21.996,0.00564650523523314
"New York",2017,"Girls",672,21996,"800m",127.27,818799,8,625735,21.996,-0.323123601197794
"New York",2017,"Girls",672,21996,"High Jump",1.6764,818799,8,625735,21.996,-0.548468611596961
"New York",2017,"Girls",672,21996,"Pole Vault",3.7338,818799,8,625735,21.996,0.0757197434737205
"North Carolina",2017,"Boys",394,14830,"100m",10.66,468113,9,357525,14.83,1.01858082513032
"North Carolina",2017,"Boys",394,14830,"1600m",257.58,468113,9,357525,14.83,0.858539043898744
"North Carolina",2017,"Boys",394,14830,"800m",113.88,468113,9,357525,14.83,0.962290046370119
"North Carolina",2017,"Boys",394,14830,"High Jump",1.9812,468113,9,357525,14.83,1.10169333635294
"North Carolina",2017,"Boys",394,14830,"Pole Vault",4.2672,468113,9,357525,14.83,0.99434229699183
"North Carolina",2017,"Girls",394,10476,"100m",11.72,468113,9,342791,10.476,-0.456724743732898
"North Carolina",2017,"Girls",394,10476,"1600m",300.46,468113,9,342791,10.476,-0.97169265485832
"North Carolina",2017,"Girls",394,10476,"800m",131.93,468113,9,342791,10.476,-0.770474430000369
"North Carolina",2017,"Girls",394,10476,"High Jump",1.6256,468113,9,342791,10.476,-0.823495602921945
"North Carolina",2017,"Girls",394,10476,"Pole Vault",2.7432,468113,9,342791,10.476,-1.63029357020277
"Ohio",2017,"Boys",787,25336,"100m",10.57,519785,10,396939,25.336,1.14384261871305
"Ohio",2017,"Boys",787,25336,"1600m",248.38,519785,10,396939,25.336,1.25121935240073
"Ohio",2017,"Boys",787,25336,"800m",112.54,519785,10,396939,25.336,1.09092740915884
"Ohio",2017,"Boys",787,25336,"High Jump",2.032,519785,10,396939,25.336,1.37672032767793
"Ohio",2017,"Boys",787,25336,"Pole Vault",4.6228,519785,10,396939,25.336,1.60675733267057
"Ohio",2017,"Girls",789,22967,"100m",11.61,519785,10,380404,22.967,-0.303626996020675
"Ohio",2017,"Girls",789,22967,"1600m",283.25,519785,10,380404,22.967,-0.237124382106244
"Ohio",2017,"Girls",789,22967,"800m",127.47,519785,10,380404,22.967,-0.34232320758417
"Ohio",2017,"Girls",789,22967,"High Jump",1.7272,519785,10,380404,22.967,-0.273441620271977
"Ohio",2017,"Girls",789,22967,"Pole Vault",3.6068,519785,10,380404,22.967,-0.14299991212583
"Oklahoma",2017,"Boys",447,7051,"100m",10.66,189045,11,141041,7.051,1.01858082513032
"Oklahoma",2017,"Boys",447,7051,"1600m",257.96,189045,11,141041,7.051,0.842319639851923
"Oklahoma",2017,"Boys",447,7051,"800m",113.16,189045,11,141041,7.051,1.03140862936107
"Oklahoma",2017,"Boys",447,7051,"High Jump",1.9812,189045,11,141041,7.051,1.10169333635294
"Oklahoma",2017,"Boys",447,7051,"Pole Vault",3.9624,189045,11,141041,7.051,0.46941512355291
"Oklahoma",2017,"Girls",448,5837,"100m",11.84,189045,11,134646,5.837,-0.623740468509865
"Oklahoma",2017,"Girls",448,5837,"1600m",297.07,189045,11,134646,5.837,-0.826998497703786
"Oklahoma",2017,"Girls",448,5837,"800m",129.28,189045,11,134646,5.837,-0.516079645380879
"Oklahoma",2017,"Girls",448,5837,"High Jump",1.5748,189045,11,134646,5.837,-1.09852259424693
"Oklahoma",2017,"Girls",448,5837,"Pole Vault",2.8956,189045,11,134646,5.837,-1.36782998348331
"Oregon",2017,"Boys",269,10120,"100m",10.54,180509,12,130206,10.12,1.18559654990729
"Oregon",2017,"Boys",269,10120,"1600m",247.509324,180509,12,130206,10.12,1.28838210460565
"Oregon",2017,"Boys",269,10120,"800m",112.78,180509,12,130206,10.12,1.06788788149519
"Oregon",2017,"Boys",269,10120,"High Jump",1.8796,180509,12,130206,10.12,0.551639353702974
"Oregon",2017,"Boys",269,10120,"Pole Vault",3.8862,180509,12,130206,10.12,0.33818333019318
"Oregon",2017,"Girls",269,7629,"100m",11.97,180509,12,125353,7.629,-0.804674170351582
"Oregon",2017,"Girls",269,7629,"1600m",290.661327,180509,12,125353,7.629,-0.553459400885491
"Oregon",2017,"Girls",269,7629,"800m",130.99,180509,12,125353,7.629,-0.680236279984399
"Oregon",2017,"Girls",269,7629,"High Jump",1.5748,180509,12,125353,7.629,-1.09852259424693
"Oregon",2017,"Girls",269,7629,"Pole Vault",2.667,180509,12,125353,7.629,-1.7615253635625
"Rhode Island",2017,"Boys",44,1563,"100m",10.75,43279,13,38755,1.563,0.893319031547597
"Rhode Island",2017,"Boys",44,1563,"1600m",257.47326,43279,13,38755,1.563,0.863094989130211
"Rhode Island",2017,"Boys",44,1563,"800m",113.75,43279,13,38755,1.563,0.974769790521264
"Rhode Island",2017,"Boys",44,1563,"High Jump",2.032,43279,13,38755,1.563,1.37672032767793
"Rhode Island",2017,"Boys",44,1563,"Pole Vault",4.2672,43279,13,38755,1.563,0.99434229699183
"Rhode Island",2017,"Girls",44,1433,"100m",12.44,43279,13,38370,1.433,-1.45881909239471
"Rhode Island",2017,"Girls",44,1433,"1600m",289.57689,43279,13,38370,1.433,-0.507172764395168
"Rhode Island",2017,"Girls",44,1433,"800m",134.99,43279,13,38370,1.433,-1.06422840771193
"Rhode Island",2017,"Girls",44,1433,"High Jump",1.6002,43279,13,38370,1.433,-0.961009098584436
"Rhode Island",2017,"Girls",44,1433,"Pole Vault",3.2004,43279,13,38370,1.433,-0.842902810044388
"Tennessee",2017,"Boys",304,7346,"100m",10.97,293535,14,230020,7.346,0.587123536123154
"Tennessee",2017,"Boys",304,7346,"1600m",257.97,293535,14,230020,7.346,0.841892813429636
"Tennessee",2017,"Boys",304,7346,"800m",114.53,293535,14,230020,7.346,0.899891325614395
"Tennessee",2017,"Boys",304,7346,"High Jump",1.9304,293535,14,230020,7.346,0.826666345027958
"Tennessee",2017,"Boys",304,7346,"Pole Vault",4.1148,293535,14,230020,7.346,0.73187871027237
"Tennessee",2017,"Girls",299,5879,"100m",11.73,293535,14,222225,5.879,-0.470642720797645
"Tennessee",2017,"Girls",299,5879,"1600m",304.32,293535,14,222225,5.879,-1.13644765386024
"Tennessee",2017,"Girls",299,5879,"800m",135.77,293535,14,222225,5.879,-1.1391068726188
"Tennessee",2017,"Girls",299,5879,"High Jump",1.6002,293535,14,222225,5.879,-0.961009098584436
"Tennessee",2017,"Girls",299,5879,"Pole Vault",3.3528,293535,14,222225,5.879,-0.580439223324929
"Washington",2017,"Boys",361,15423,"100m",10.46,339349,15,242737,15.423,1.29694036642527
"Washington",2017,"Boys",361,15423,"1600m",251.24,339349,15,242737,15.423,1.12914699562728
"Washington",2017,"Boys",361,15423,"800m",112.16,339349,15,242737,15.423,1.12740666129296
"Washington",2017,"Boys",361,15423,"High Jump",1.9304,339349,15,242737,15.423,0.826666345027958
"Washington",2017,"Boys",361,15423,"Pole Vault",3.6576,339349,15,242737,15.423,-0.0555120498860095
"Washington",2017,"Girls",362,11860,"100m",11.55,339349,15,231238,11.86,-0.220119133632193
"Washington",2017,"Girls",362,11860,"1600m",290.27,339349,15,231238,11.86,-0.536756530550146
"Washington",2017,"Girls",362,11860,"800m",130.99,339349,15,231238,11.86,-0.680236279984399
"Washington",2017,"Girls",362,11860,"High Jump",1.5748,339349,15,231238,11.86,-1.09852259424693
"Washington",2017,"Girls",362,11860,"Pole Vault",2.667,339349,15,231238,11.86,-1.7615253635625
"Wisconsin",2017,"Boys",434,14158,"100m",10.99,262681,16,197252,14.158,0.55928758199366
"Wisconsin",2017,"Boys",434,14158,"1600m",255.77,262681,16,197252,14.158,0.935794626332285
"Wisconsin",2017,"Boys",434,14158,"800m",113.02,262681,16,197252,14.158,1.04484835383154
"Wisconsin",2017,"Boys",434,14158,"High Jump",1.9304,262681,16,197252,14.158,0.826666345027958
"Wisconsin",2017,"Boys",434,14158,"Pole Vault",4.191,262681,16,197252,14.158,0.8631105036321
"Wisconsin",2017,"Girls",431,11595,"100m",12.25,262681,16,188981,11.595,-1.19437752816451
"Wisconsin",2017,"Girls",431,11595,"1600m",296.76,262681,16,188981,11.595,-0.813766878612958
"Wisconsin",2017,"Girls",431,11595,"800m",132.07,262681,16,188981,11.595,-0.783914154470831
"Wisconsin",2017,"Girls",431,11595,"High Jump",1.651,262681,16,188981,11.595,-0.685982107259453
"Wisconsin",2017,"Girls",431,11595,"Pole Vault",3.3528,262681,16,188981,11.595,-0.580439223324929
"Wyoming",2017,"Boys",72,1804,"100m",10.96,26924,17,19963,1.804,0.601041513187901
"Wyoming",2017,"Boys",72,1804,"1600m",261.46,26924,17,19963,1.804,0.692930392052256
"Wyoming",2017,"Boys",72,1804,"800m",115.33,26924,17,19963,1.804,0.823092900068889
"Wyoming",2017,"Boys",72,1804,"High Jump",1.8288,26924,17,19963,1.804,0.27661236237799
"Wyoming",2017,"Boys",72,1804,"Pole Vault",3.81,26924,17,19963,1.804,0.20695153683345
"Wyoming",2017,"Girls",72,1416,"100m",12.5,26924,17,18452,1.416,-1.54232695478319
"Wyoming",2017,"Girls",72,1416,"1600m",288.14,26924,17,18452,1.416,-0.445842502603492
"Wyoming",2017,"Girls",72,1416,"800m",131.49,26924,17,18452,1.416,-0.728235295950341
"Wyoming",2017,"Girls",72,1416,"High Jump",1.4732,26924,17,18452,1.416,-1.6485765768969
"Wyoming",2017,"Girls",72,1416,"Pole Vault",2.4384,26924,17,18452,1.416,-2.15522074364169
"Florida",2016,"Boys",572,17695,"100m",10.67,839773,18,654581,17.695,1.00466284806558
"Florida",2016,"Boys",572,17695,"1600m",255.42,839773,18,654581,17.695,0.950733551112252
"Florida",2016,"Boys",572,17695,"800m",112.91,839773,18,654581,17.695,1.05540813734405
"Florida",2016,"Boys",572,17695,"High Jump",1.9304,839773,18,654581,17.695,0.826666345027958
"Florida",2016,"Boys",572,17695,"Pole Vault",4.4196,839773,18,654581,17.695,1.25680588371129
"Florida",2016,"Girls",566,15542,"100m",11.72,839773,18,634643,15.542,-0.456724743732898
"Florida",2016,"Girls",566,15542,"1600m",301.32,839773,18,634643,15.542,-1.00839972717481
"Florida",2016,"Girls",566,15542,"800m",126.74,839773,18,634643,15.542,-0.272244644273895
