"State","Year","Gender","Schools","Participation","Event","Mark","Students","df","Count","Participation.Thousands","Mark.Standard"
"Oklahoma",1979,"Girls",315,3780,"800m",134.555028,186070,11,134646,3.78,-1.02247195176645
"Oklahoma",1979,"Girls",315,3780,"High Jump",1.5748,186070,11,134646,3.78,-1.09852259424693
"Oregon",1979,"Girls",230,5750,"100m",12.21,153025,12,125353,5.75,-1.13870561990552
"Oregon",1979,"Girls",230,5750,"1600m",288.191817,153025,12,125353,5.75,-0.448054189075846
"Oregon",1979,"Girls",230,5750,"800m",130.18,153025,12,125353,5.75,-0.602477874119574
"Oregon",1979,"Girls",230,5750,"High Jump",1.651,153025,12,125353,5.75,-0.685982107259453
"Rhode Island",1979,"Girls",24,951,"100m",12.7,53173,13,38370,0.951,-1.82068649607814
"Rhode Island",1979,"Girls",24,951,"1600m",306.32661,53173,13,38370,0.951,-1.22209507058232
"Rhode Island",1979,"Girls",24,951,"800m",144.6,53173,13,38370,0.951,-1.98676949457733
"Rhode Island",1979,"Girls",24,951,"High Jump",1.5494,53173,13,38370,0.951,-1.23603608990942
"Tennessee",1979,"Girls",196,6076,"100m",11.9246,276351,14,222225,6.076,-0.741486554477628
"Tennessee",1979,"Girls",196,6076,"1600m",290.50524,276351,14,222225,6.076,-0.546797195307975
"Tennessee",1979,"Girls",196,6076,"800m",133.7199,276351,14,222225,6.076,-0.942301307355245
"Tennessee",1979,"Girls",196,6076,"High Jump",1.6764,276351,14,222225,6.076,-0.548468611596961
"Washington",1979,"Girls",301,7871,"100m",11.79332,251672,15,231238,7.871,-0.558771351571624
"Washington",1979,"Girls",301,7871,"1600m",296.7687,251672,15,231238,7.871,-0.814138217600347
"Washington",1979,"Girls",301,7871,"800m",137.29902,251672,15,231238,7.871,-1.28588978340329
"Washington",1979,"Girls",301,7871,"High Jump",1.7018,251672,15,231238,7.871,-0.410955115934469
"Wisconsin",1979,"Girls",394,11580,"100m",12.73416,319587,16,188981,11.58,-1.86823030573131
"Wisconsin",1979,"Girls",394,11580,"1600m",296.390904,319587,16,188981,11.58,-0.798012886096996
"Wisconsin",1979,"Girls",394,11580,"800m",130.876488,319587,16,188981,11.58,-0.669339351383746
"Wisconsin",1979,"Girls",394,11580,"High Jump",1.6002,319587,16,188981,11.58,-0.961009098584436
"Wyoming",1979,"Girls",73,1460,"100m",12.034,27301,17,18452,1.46,-0.893749223565965
"Wyoming",1979,"Girls",73,1460,"1600m",329.77614,27301,17,18452,1.46,-2.22298296999824
"Wyoming",1979,"Girls",73,1460,"800m",147.34044,27301,17,18452,1.46,-2.24984634120473
"Wyoming",1979,"Girls",73,1460,"High Jump",1.4224,27301,17,18452,1.46,-1.92360356822188
"Florida",1980,"Boys",319,10089,"100m",10.67744,NA,18,654581,10.089,0.994307873129402
"Florida",1980,"Boys",319,10089,"1600m",247.535916,NA,18,654581,10.089,1.28724708778351
"Florida",1980,"Boys",319,10089,"800m",112.04634,NA,18,654581,10.089,1.13831779760234
"Florida",1980,"Boys",319,10089,"High Jump",1.8415,NA,18,654581,10.089,0.345369110209236
"Florida",1980,"Boys",319,10089,"Pole Vault",4.1148,NA,18,654581,10.089,0.73187871027237
"Georgia",1980,"Boys",329,9093,"100m",10.95094,NA,19,384636,9.093,0.613651200408564
"Georgia",1980,"Boys",329,9093,"1600m",255.201198,NA,19,384636,9.093,0.960072598597127
"Georgia",1980,"Boys",329,9093,"800m",112.3446,NA,19,384636,9.093,1.10968542459833
"Georgia",1980,"Boys",329,9093,"High Jump",1.8796,NA,19,384636,9.093,0.551639353702974
"Georgia",1980,"Boys",329,9093,"Pole Vault",3.81,NA,19,384636,9.093,0.20695153683345
"Illinois",1980,"Boys",689,30315,"100m",10.55,NA,20,438919,30.315,1.17167857284254
"Illinois",1980,"Boys",689,30315,"1600m",253.5,NA,20,438919,30.315,1.03268422419093
"Illinois",1980,"Boys",689,30315,"800m",111.2,NA,20,438919,30.315,1.21956477194756
"Illinois",1980,"Boys",689,30315,"High Jump",2.03835,NA,20,438919,30.315,1.41109870159355
"Illinois",1980,"Boys",689,30315,"Pole Vault",4.4704,NA,20,438919,30.315,1.34429374595111
"Kansas",1980,"Boys",377,18850,"100m",10.7,NA,21,107335,18.85,0.962908916871334
"Kansas",1980,"Boys",377,18850,"1600m",253.8,NA,21,107335,18.85,1.01987943152238
"Kansas",1980,"Boys",377,18850,"800m",114.3,NA,21,107335,18.85,0.921970872958728
"Kansas",1980,"Boys",377,18850,"High Jump",2.032,NA,21,107335,18.85,1.37672032767793
"Kansas",1980,"Boys",377,18850,"Pole Vault",3.5052,NA,21,107335,18.85,-0.317975636605469
"Maryland",1980,"Boys",134,4822,"100m",10.4,NA,4,203680,4.822,1.38044822881375
"Maryland",1980,"Boys",134,4822,"1600m",258.1,NA,4,203680,4.822,0.836344069939934
"Maryland",1980,"Boys",134,4822,"800m",111.7,NA,4,203680,4.822,1.17156575598162
"Maryland",1980,"Boys",134,4822,"High Jump",1.9304,NA,4,203680,4.822,0.826666345027958
"Maryland",1980,"Boys",134,4822,"Pole Vault",3.6576,NA,4,203680,4.822,-0.0555120498860095
"Massachusetts",1980,"Boys",215,9689,"100m",11.1041,NA,5,227328,9.689,0.400483463684892
"Massachusetts",1980,"Boys",215,9689,"1600m",255.718182,NA,5,227328,9.689,0.93800635548728
"Massachusetts",1980,"Boys",215,9689,"800m",115.545924,NA,5,227328,9.689,0.802364621022029
"Massachusetts",1980,"Boys",215,9689,"High Jump",2.0828,NA,5,227328,9.689,1.65174731900291
"Massachusetts",1980,"Boys",215,9689,"Pole Vault",4.1148,NA,5,227328,9.689,0.73187871027237
"Michigan",1980,"Boys",660,29040,"100m",NA,NA,6,340878,29.04,NA
"Michigan",1980,"Boys",660,29040,"1600m",255.21114,NA,6,340878,29.04,0.959648247768091
"Michigan",1980,"Boys",660,29040,"800m",111.64866,NA,6,340878,29.04,1.17649429494101
"Michigan",1980,"Boys",660,29040,"High Jump",1.9431,NA,6,340878,29.04,0.895423092859204
"Michigan",1980,"Boys",660,29040,"Pole Vault",4.0894,NA,6,340878,29.04,0.688134779152461
"Nebraska",1980,"Boys",267,8278,"100m",11.2,NA,7,70765,8.278,0.267010063633967
"Nebraska",1980,"Boys",267,8278,"1600m",262,NA,7,70765,8.278,0.669881765248878
"Nebraska",1980,"Boys",267,8278,"800m",115.8,NA,7,70765,8.278,0.777973825060904
"Nebraska",1980,"Boys",267,8278,"High Jump",1.9304,NA,7,70765,8.278,0.826666345027958
"Nebraska",1980,"Boys",267,8278,"Pole Vault",3.6576,NA,7,70765,8.278,-0.0555120498860095
"New York",1980,"Boys",637,19888,"100m",10.83,NA,8,651067,19.888,0.781975215029618
"New York",1980,"Boys",637,19888,"1600m",249.74,NA,8,651067,19.888,1.19317095897
"New York",1980,"Boys",637,19888,"800m",112.7,NA,8,651067,19.888,1.07556772404974
"New York",1980,"Boys",637,19888,"High Jump",2.1082,NA,8,651067,19.888,1.7892608146654
"New York",1980,"Boys",637,19888,"Pole Vault",4.9022,NA,8,651067,19.888,2.08794057498958
"North Carolina",1980,"Boys",288,10622,"100m",10.53,NA,9,357525,10.622,1.19951452697204
"North Carolina",1980,"Boys",288,10622,"1600m",248.01,NA,9,357525,10.622,1.26701193002526
"North Carolina",1980,"Boys",288,10622,"800m",111.39,NA,9,357525,10.622,1.20132514588051
"North Carolina",1980,"Boys",288,10622,"High Jump",2.0447,NA,9,357525,10.622,1.44547707550917
"North Carolina",1980,"Boys",288,10622,"Pole Vault",4.2672,NA,9,357525,10.622,0.99434229699183
"Oklahoma",1980,"Boys",330,7256,"100m",10.37112,NA,11,141041,7.256,1.42064334657675
"Oklahoma",1980,"Boys",330,7256,"1600m",264.496968,NA,11,141041,7.256,0.563304573448925
"Oklahoma",1980,"Boys",330,7256,"800m",117.11676,NA,11,141041,7.256,0.651567456534277
"Oklahoma",1980,"Boys",330,7256,"High Jump",1.9304,NA,11,141041,7.256,0.826666345027958
"Oklahoma",1980,"Boys",330,7256,"Pole Vault",3.9624,NA,11,141041,7.256,0.46941512355291
"Oregon",1980,"Boys",231,11550,"100m",10.64,NA,12,130206,11.55,1.04641677925982
"Oregon",1980,"Boys",231,11550,"1600m",251.771913,NA,12,130206,11.55,1.10644354335161
"Oregon",1980,"Boys",231,11550,"800m",112.4,NA,12,130206,11.55,1.10436713362931
"Oregon",1980,"Boys",231,11550,"High Jump",1.905,NA,12,130206,11.55,0.689152849365466
"Oregon",1980,"Boys",231,11550,"Pole Vault",3.9624,NA,12,130206,11.55,0.46941512355291
"Rhode Island",1980,"Boys",42,1420,"100m",11,NA,13,38755,1.42,0.545369604928913
"Rhode Island",1980,"Boys",42,1420,"1600m",257.688,NA,13,38755,1.42,0.853929318538068
"Rhode Island",1980,"Boys",42,1420,"800m",115.6,NA,13,38755,1.42,0.797173431447281
"Rhode Island",1980,"Boys",42,1420,"High Jump",1.9558,NA,13,38755,1.42,0.96417984069045
"Rhode Island",1980,"Boys",42,1420,"Pole Vault",4.1148,NA,13,38755,1.42,0.73187871027237
"Tennessee",1980,"Boys",208,7072,"100m",10.393,NA,14,230020,7.072,1.39019081275908
"Tennessee",1980,"Boys",208,7072,"1600m",255.21114,NA,14,230020,7.072,0.959648247768091
"Tennessee",1980,"Boys",208,7072,"800m",115.02894,NA,14,230020,7.072,0.851994067562301
"Tennessee",1980,"Boys",208,7072,"High Jump",1.8796,NA,14,230020,7.072,0.551639353702974
"Tennessee",1980,"Boys",208,7072,"Pole Vault",3.81,NA,14,230020,7.072,0.20695153683345
"Washington",1980,"Boys",309,9833,"100m",10.8,NA,15,242737,9.833,0.823729146223859
"Washington",1980,"Boys",309,9833,"1600m",254.137404,NA,15,242737,9.833,1.00547813730393
"Washington",1980,"Boys",309,9833,"800m",111.94692,NA,15,242737,9.833,1.147861921937
"Washington",1980,"Boys",309,9833,"High Jump",2.032,NA,15,242737,9.833,1.37672032767793
"Washington",1980,"Boys",309,9833,"Pole Vault",4.19735,NA,15,242737,9.833,0.874046486412077
"Wisconsin",1980,"Boys",392,13159,"100m",10.87,NA,16,197252,13.159,0.726303306770629
"Wisconsin",1980,"Boys",392,13159,"1600m",254.19,NA,16,197252,13.159,1.00323320105328
"Wisconsin",1980,"Boys",392,13159,"800m",114.78,NA,16,197252,13.159,0.875891817631424
"Wisconsin",1980,"Boys",392,13159,"High Jump",2.0066,NA,16,197252,13.159,1.23920683201543
"Wisconsin",1980,"Boys",392,13159,"Pole Vault",3.8862,NA,16,197252,13.159,0.33818333019318
"Wyoming",1980,"Boys",73,2000,"100m",11.41,NA,17,19963,2,-0.025267454725729
"Wyoming",1980,"Boys",73,2000,"1600m",267.9,NA,17,19963,2,0.418054176100869
"Wyoming",1980,"Boys",73,2000,"800m",118.02,NA,17,19963,2,0.564858194172124
"Wyoming",1980,"Boys",73,2000,"High Jump",1.8288,NA,17,19963,2,0.27661236237799
"Wyoming",1980,"Boys",73,2000,"Pole Vault",3.81,NA,17,19963,2,0.20695153683345
"Florida",1980,"Girls",295,6017,"100m",12.31844,NA,18,634643,6.017,-1.28963216319564
"Florida",1980,"Girls",295,6017,"1600m",289.66017,NA,18,634643,6.017,-0.510727374839955
"Florida",1980,"Girls",295,6017,"800m",132.616338,NA,18,634643,6.017,-0.836361527240434
"Florida",1980,"Girls",295,6017,"High Jump",1.53035,NA,18,634643,6.017,-1.33917121165629
"Georgia",1980,"Girls",303,6160,"100m",12.27468,NA,19,372832,6.16,-1.2287270955603
"Georgia",1980,"Girls",303,6160,"1600m",313.6701,NA,19,372832,6.16,-1.53553462696072
"Georgia",1980,"Girls",303,6160,"800m",137.59728,NA,19,372832,6.16,-1.31452215640729
"Georgia",1980,"Girls",303,6160,"High Jump",1.5748,NA,19,372832,6.16,-1.09852259424693
"Illinois",1980,"Girls",654,23544,"100m",12.2,NA,20,416771,23.544,-1.12478764284077
"Illinois",1980,"Girls",654,23544,"1600m",302.6,NA,20,416771,23.544,-1.06303350922726
"Illinois",1980,"Girls",654,23544,"800m",133.1,NA,20,416771,23.544,-0.882792127360671
"Illinois",1980,"Girls",654,23544,"High Jump",1.7018,NA,20,416771,23.544,-0.410955115934469
"Kansas",1980,"Girls",376,18800,"100m",12.2,NA,21,101463,18.8,-1.12478764284077
"Kansas",1980,"Girls",376,18800,"1600m",310.2,NA,21,101463,18.8,-1.38742159016368
"Kansas",1980,"Girls",376,18800,"800m",136.6,NA,21,101463,18.8,-1.21878523912226
"Kansas",1980,"Girls",376,18800,"High Jump",1.6002,NA,21,101463,18.8,-0.961009098584436
"Maryland",1980,"Girls",131,3126,"100m",11.7,NA,4,196573,3.126,-0.428888789603401
"Maryland",1980,"Girls",131,3126,"1600m",309.2,NA,4,196573,3.126,-1.3447389479352
"Maryland",1980,"Girls",131,3126,"800m",133.6,NA,4,196573,3.126,-0.930791143326613
"Maryland",1980,"Girls",131,3126,"High Jump",1.5494,NA,4,196573,3.126,-1.23603608990942
"Massachusetts",1980,"Girls",204,7649,"100m",12.6357,NA,5,222303,7.649,-1.73119390355181
"Massachusetts",1980,"Girls",204,7649,"1600m",305.179632,NA,5,222303,7.649,-1.17313901896439
"Massachusetts",1980,"Girls",204,7649,"800m",138.54177,NA,5,222303,7.649,-1.40519133758664
"Massachusetts",1980,"Girls",204,7649,"High Jump",1.6764,NA,5,222303,7.649,-0.548468611596961
"Michigan",1980,"Girls",632,26544,"100m",NA,NA,6,326682,26.544,NA
"Michigan",1980,"Girls",632,26544,"1600m",297.9,NA,6,326682,26.544,-0.86242509075342
"Michigan",1980,"Girls",632,26544,"800m",134.01816,NA,6,326682,26.544,-0.970933680359249
"Michigan",1980,"Girls",632,26544,"High Jump",1.6764,NA,6,326682,26.544,-0.548468611596961
"Nebraska",1980,"Girls",368,6274,"100m",12.2,NA,7,67297,6.274,-1.12478764284077
"Nebraska",1980,"Girls",368,6274,"1600m",307.1,NA,7,67297,6.274,-1.2551053992554
"Nebraska",1980,"Girls",368,6274,"800m",133.8,NA,7,67297,6.274,-0.949990749712991
"Nebraska",1980,"Girls",368,6274,"High Jump",1.4732,NA,7,67297,6.274,-1.6485765768969
"New York",1980,"Girls",421,12672,"100m",11.6,NA,8,625735,12.672,-0.289709018955928
"New York",1980,"Girls",421,12672,"1600m",293.65695,NA,8,625735,12.672,-0.681320505645885
"New York",1980,"Girls",421,12672,"800m",130.9,NA,8,625735,12.672,-0.67159645711053
"New York",1980,"Girls",421,12672,"High Jump",1.7272,NA,8,625735,12.672,-0.273441620271977
"North Carolina",1980,"Girls",224,5807,"100m",12,NA,9,342791,5.807,-0.846428101545823
"North Carolina",1980,"Girls",224,5807,"1600m",305.7,NA,9,342791,5.807,-1.19534970013554
"North Carolina",1980,"Girls",224,5807,"800m",135.2,NA,9,342791,5.807,-1.08438799441762
"North Carolina",1980,"Girls",224,5807,"High Jump",1.6764,NA,9,342791,5.807,-0.548468611596961
"Oklahoma",1980,"Girls",315,5700,"100m",11.89178,NA,11,134646,5.7,-0.695807753751128
"Oklahoma",1980,"Girls",315,5700,"1600m",315.946818,NA,11,134646,5.7,-1.63271096680985
"Oklahoma",1980,"Girls",315,5700,"800m",135.837546,NA,11,134646,5.7,-1.14559115568367
"Oklahoma",1980,"Girls",315,5700,"High Jump",1.5748,NA,11,134646,5.7,-1.09852259424693
"Oregon",1980,"Girls",232,5800,"100m",12.15,NA,12,125353,5.8,-1.05519775751703
"Oregon",1980,"Girls",232,5800,"1600m",292.894623,NA,12,125353,5.8,-0.648782375043778
"Oregon",1980,"Girls",232,5800,"800m",133.88,NA,12,125353,5.8,-0.95767059226754
"Oregon",1980,"Girls",232,5800,"High Jump",1.7272,NA,12,125353,5.8,-0.273441620271977
"Rhode Island",1980,"Girls",29,1062,"100m",12.2,NA,13,38370,1.062,-1.12478764284077
"Rhode Island",1980,"Girls",29,1062,"1600m",309.97719,NA,13,38370,1.062,-1.37791147064875
"Rhode Island",1980,"Girls",29,1062,"800m",142.2,NA,13,38370,1.062,-1.75637421794081
"Rhode Island",1980,"Girls",29,1062,"High Jump",1.5748,NA,13,38370,1.062,-1.09852259424693
"Tennessee",1980,"Girls",196,6076,"100m",11.7058,NA,14,222225,6.076,-0.436961216300956
"Tennessee",1980,"Girls",196,6076,"1600m",291.10176,NA,14,222225,6.076,-0.572258245050105
"Tennessee",1980,"Girls",196,6076,"800m",135.7083,NA,14,222225,6.076,-1.1331837940486
"Tennessee",1980,"Girls",196,6076,"High Jump",1.524,NA,14,222225,6.076,-1.37354958557191
"Washington",1980,"Girls",306,7474,"100m",12.2,NA,15,231238,7.474,-1.12478764284077
"Washington",1980,"Girls",306,7474,"1600m",292.99074,NA,15,231238,7.474,-0.652884902566852
"Washington",1980,"Girls",306,7474,"800m",135.2112,NA,15,231238,7.474,-1.08546317237526
"Washington",1980,"Girls",306,7474,"High Jump",1.6256,NA,15,231238,7.474,-0.823495602921945
"Wisconsin",1980,"Girls",394,11580,"100m",12.4,NA,16,188981,11.58,-1.40314718413572
"Wisconsin",1980,"Girls",394,11580,"1600m",292.61,NA,16,188981,11.58,-0.636633913364782
"Wisconsin",1980,"Girls",394,11580,"800m",135.59,NA,16,188981,11.58,-1.12182722687106
"Wisconsin",1980,"Girls",394,11580,"High Jump",1.6002,NA,16,188981,11.58,-0.961009098584436
"Wyoming",1980,"Girls",73,1700,"100m",12.54,NA,17,18452,1.7,-1.59799886304218
"Wyoming",1980,"Girls",73,1700,"1600m",319.9,NA,17,18452,1.7,-1.8014432197799
"Wyoming",1980,"Girls",73,1700,"800m",141.79,NA,17,18452,1.7,-1.71701502484873
"Wyoming",1980,"Girls",73,1700,"High Jump",1.4732,NA,17,18452,1.7,-1.6485765768969
"Florida",1981,"Boys",334,9538,"100m",10.7212,468346,18,654581,9.538,0.93340280549407
"Florida",1981,"Boys",334,9538,"1600m",250.93608,468346,18,654581,9.538,1.14211910425336
"Florida",1981,"Boys",334,9538,"800m",115.02894,468346,18,654581,9.538,0.851994067562301
"Florida",1981,"Boys",334,9538,"High Jump",1.83515,468346,18,654581,9.538,0.310990736293614
"Florida",1981,"Boys",334,9538,"Pole Vault",3.81,468346,18,654581,9.538,0.20695153683345
"Georgia",1981,"Boys",329,9093,"100m",10.84154,282014,19,384636,9.093,0.765913869496899
"Georgia",1981,"Boys",329,9093,"1600m",259.466316,282014,19,384636,9.093,0.778026092940892
"Georgia",1981,"Boys",329,9093,"800m",113.408394,282014,19,384636,9.093,1.00756329421739
"Georgia",1981,"Boys",329,9093,"High Jump",1.9304,282014,19,384636,9.093,0.826666345027958
"Georgia",1981,"Boys",329,9093,"Pole Vault",3.81,282014,19,384636,9.093,0.20695153683345
"Illinois",1981,"Boys",690,30360,"100m",9.95,651092,20,438919,30.36,2.00675719672739
"Illinois",1981,"Boys",690,30360,"1600m",255.4,651092,20,438919,30.36,0.951587203956821
"Illinois",1981,"Boys",690,30360,"800m",111.5,651092,20,438919,30.36,1.190765362368
"Illinois",1981,"Boys",690,30360,"High Jump",2.06375,651092,20,438919,30.36,1.54861219725604
"Illinois",1981,"Boys",690,30360,"Pole Vault",4.2672,651092,20,438919,30.36,0.99434229699183
"Kansas",1981,"Boys",374,18700,"100m",10.94,132075,21,107335,18.7,0.628877467317398
"Kansas",1981,"Boys",374,18700,"1600m",254.91,132075,21,107335,18.7,0.972501698648775
"Kansas",1981,"Boys",374,18700,"800m",114.47,132075,21,107335,18.7,0.905651207530308
"Kansas",1981,"Boys",374,18700,"High Jump",1.9304,132075,21,107335,18.7,0.826666345027958
"Kansas",1981,"Boys",374,18700,"Pole Vault",3.81,132075,21,107335,18.7,0.20695153683345
"Maryland",1981,"Boys",131,4519,"100m",10.6,264242,4,203680,4.519,1.10208868751881
"Maryland",1981,"Boys",131,4519,"1600m",257.3,264242,4,203680,4.519,0.870490183722716
"Maryland",1981,"Boys",131,4519,"800m",114.3,264242,4,203680,4.519,0.921970872958728
"Maryland",1981,"Boys",131,4519,"High Jump",1.905,264242,4,203680,4.519,0.689152849365466
"Maryland",1981,"Boys",131,4519,"Pole Vault",3.5052,264242,4,203680,4.519,-0.317975636605469
"Massachusetts",1981,"Boys",205,8747,"100m",10.2836,344228,5,227328,8.747,1.54245348184741
"Massachusetts",1981,"Boys",205,8747,"1600m",259.158114,344228,5,227328,8.747,0.791180968640993
"Massachusetts",1981,"Boys",205,8747,"800m",114.53184,344228,5,227328,8.747,0.89971468923564
"Massachusetts",1981,"Boys",205,8747,"High Jump",2.0955,344228,5,227328,8.747,1.72050406683416
"Massachusetts",1981,"Boys",205,8747,"Pole Vault",4.318,344228,5,227328,8.747,1.08183015923165
"Michigan",1981,"Boys",641,22650,"100m",10.5024,557028,6,340878,22.65,1.23792814367074
"Michigan",1981,"Boys",641,22650,"1600m",251.13492,557028,6,340878,22.65,1.13363208767265
"Michigan",1981,"Boys",641,22650,"800m",113.93532,557028,6,340878,22.65,0.956979435243647
"Michigan",1981,"Boys",641,22650,"High Jump",1.9431,557028,6,340878,22.65,0.895423092859204
"Michigan",1981,"Boys",641,22650,"Pole Vault",4.1402,557028,6,340878,22.65,0.77562264139228
"Nebraska",1981,"Boys",364,8644,"100m",10.6,87789,7,70765,8.644,1.10208868751881
"Nebraska",1981,"Boys",364,8644,"1600m",256.62,87789,7,70765,8.644,0.89951438043808
"Nebraska",1981,"Boys",364,8644,"800m",115.32,87789,7,70765,8.644,0.824052880388208
"Nebraska",1981,"Boys",364,8644,"High Jump",1.9812,87789,7,70765,8.644,1.10169333635294
"Nebraska",1981,"Boys",364,8644,"Pole Vault",3.81,87789,7,70765,8.644,0.20695153683345
"New York",1981,"Boys",682,22695,"100m",10.6,987183,8,651067,22.695,1.10208868751881
"New York",1981,"Boys",682,22695,"1600m",252.07,987183,8,651067,22.695,1.09372040257765
"New York",1981,"Boys",682,22695,"800m",113.66,987183,8,651067,22.695,0.983409613395133
"New York",1981,"Boys",682,22695,"High Jump",2.13995,987183,8,651067,22.695,1.96115268424352
"New York",1981,"Boys",682,22695,"Pole Vault",4.2672,987183,8,651067,22.695,0.99434229699183
"North Carolina",1981,"Boys",289,10650,"100m",10.62,345004,9,357525,10.65,1.07425273338931
"North Carolina",1981,"Boys",289,10650,"1600m",255.7,345004,9,357525,10.65,0.938782411288279
"North Carolina",1981,"Boys",289,10650,"800m",112.33,345004,9,357525,10.65,1.11108699586454
"North Carolina",1981,"Boys",289,10650,"High Jump",2.08915,345004,9,357525,10.65,1.68612569291853
"North Carolina",1981,"Boys",289,10650,"Pole Vault",4.6228,345004,9,357525,10.65,1.60675733267057
"Oklahoma",1981,"Boys",335,6700,"100m",10.80872,176029,11,141041,6.7,0.811592670223401
"Oklahoma",1981,"Boys",335,6700,"1600m",260.08272,176029,11,141041,6.7,0.751716341540691
