"Gender","Year","Name","Mark","Event","State"
"Boys",2000," Bryan Lashley Starmount","12’06.00”","Pole Vault","North Carolina"
"Boys",2001,"Chris Gross Broughton","15’00.00”","Pole Vault","North Carolina"
"Boys",2001," Phillip Childers South Point","14’00.00”","Pole Vault","North Carolina"
"Boys",2001,"Jacob Twisdale Northern Vance","14’06.00”","Pole Vault","North Carolina"
"Boys",2001," Terry Watson North Stokes","14’03.75”","Pole Vault","North Carolina"
"Boys",2002,"Chris Gross Broughton","14’06.00”","Pole Vault","North Carolina"
"Boys",2002," PHillip Childers South Point","14’06.00”","Pole Vault","North Carolina"
"Boys",2002,"Ben Pierson North Henderson","14’06.00”","Pole Vault","North Carolina"
"Boys",2002," Terry Watson North Stokes","14’06.00”","Pole Vault","North Carolina"
"Boys",2003,"Drew Lovette Charlotte Vance","14’00.00”","Pole Vault","North Carolina"
"Boys",2003," Phillip Childers South Point","14’06.00”","Pole Vault","North Carolina"
"Boys",2003,"Kyle Lingafelt Mount Pleasant","14’07.00”","Pole Vault","North Carolina"
"Boys",2003," Austin Patterson South Stanly","14’03.00”","Pole Vault","North Carolina"
"Boys",2004,"Kyle Spivey South","14’06.00”","Pole Vault","North Carolina"
"Boys",2004," Nick Loper Weddington","14’06.00”","Pole Vault","North Carolina"
"Boys",2005,"Caleb Henley South Rowan","15’00.00”","Pole Vault","North Carolina"
"Boys",2005," Daniel Keller SW Guilford","15’09.00”","Pole Vault","North Carolina"
"Boys",2005,"Louis Butler T.W. Andrews","13’00.00”","Pole Vault","North Carolina"
"Boys",2005," Caleb Benton Hendersonville","13’06.00”","Pole Vault","North Carolina"
"Boys",2006,"Ryan Twiford Clayton","14’06.00”","Pole Vault","North Carolina"
"Boys",2006," Ryan Oakes White Oak","14’03.00”","Pole Vault","North Carolina"
"Boys",2006,"Wesley Garren East Henderson","14’01.00”","Pole Vault","North Carolina"
"Boys",2006," Jonathon Arthur North Johnston","14’03.00”","Pole Vault","North Carolina"
"Boys",2007,"Scott Houston NW Guilford","15’05.00”","Pole Vault","North Carolina"
"Boys",2007," Ryan Oakes White Oak","15’00.00”","Pole Vault","North Carolina"
"Boys",2007,"Landon Patterson Mount Pleasant","14’06.00”","Pole Vault","North Carolina"
"Boys",2007," Josh Wilmoth North Stokes","12’00.00”","Pole Vault","North Carolina"
"Boys",2008,"Scott Houston NW Guilford","16’00.00”","Pole Vault","North Carolina"
"Boys",2008," Maverick Miles South Rowan","14’06.00”","Pole Vault","North Carolina"
"Boys",2008,"Josey Weaver Madison","13’06.00”","Pole Vault","North Carolina"
"Boys",2008," Landon Hunt Swain County","13’00.00”","Pole Vault","North Carolina"
"Boys",2009,"Aaron Zakula East Forsyth","15’06.00”","Pole Vault","North Carolina"
"Boys",2009," Evan Spence Franklin","14’00.00”","Pole Vault","North Carolina"
"Boys",2009,"Tyler Samotis East Henderson","14’00.00”","Pole Vault","North Carolina"
"Boys",2009," Sean Nickell North Stokes","13’00.00”","Pole Vault","North Carolina"
"Boys",2011,"John Mangum Green Hope","15’00.00”","Pole Vault","North Carolina"
"Boys",2011," James Emrick Franklin","13’06.00”","Pole Vault","North Carolina"
"Boys",2011,"Alex Lomax Maiden","14’00.00”","Pole Vault","North Carolina"
"Boys",2011," Eric DeOliviera Pamlico","13’06.00”","Pole Vault","North Carolina"
"Boys",2012,"Harrison Booth Broughton","14’06.00”","Pole Vault","North Carolina"
"Boys",2012," Ian West Fike","14’00.00”","Pole Vault","North Carolina"
"Boys",2012,"Ethan Smith Cedar Ridge","15’03.00”","Pole Vault","North Carolina"
"Boys",2012," Eric DeOliviera Pamlico","13’00.00”","Pole Vault","North Carolina"
"Boys",2013,"Joe Devries Apex","14’00.00”","Pole Vault","North Carolina"
"Boys",2013," Ian West Fike","15’01.00”","Pole Vault","North Carolina"
"Boys",2013,"Ethan Smith Cedar Ridge","15’00.00”","Pole Vault","North Carolina"
"Boys",2013," Matt Layne West Wilkes","14’00.00”","Pole Vault","North Carolina"
"Boys",2014,"Drew Pederson Apex","15’06.00”","Pole Vault","North Carolina"
"Boys",2014," Ian West Fike","15’06.00”","Pole Vault","North Carolina"
"Boys",2014,"Nathan Flowers Bandys","13’00.00”","Pole Vault","North Carolina"
"Boys",2014," Cooper Reinert Swain County","12’06.00”","Pole Vault","North Carolina"
"Boys",2015,"Keon Howe Mallard Creek","16’00.00”","Pole Vault","North Carolina"
"Boys",2015," Ian West Fike","16’00.00”","Pole Vault","North Carolina"
"Boys",2015,"Johnathan Shingleton North Pitt","13’06.00”","Pole Vault","North Carolina"
"Boys",2015," Laith Nickell North Stokes","14’00.00”","Pole Vault","North Carolina"
"Boys",2016,"Elijah Cole Millbrook","15’06.00”","Pole Vault","North Carolina"
"Boys",2016," Bailey Frederick Marvin Ridge","16’01.00”","Pole Vault","North Carolina"
"Boys",2016,"Jon Ramsey Bunker Hill","14’00.00”","Pole Vault","North Carolina"
"Boys",2016," Cooper Reinert Swain County","13’00.00”","Pole Vault","North Carolina"
"Boys",2017,"Tyler Fitzgerald Surry Central","14’00.00”","Pole Vault","North Carolina"
"Boys",2017," Brett Parks White Oak","15’03.00”","Pole Vault","North Carolina"
"Boys",2017,"Tyler Fitzgerald Surry Central","14’00.00”","Pole Vault","North Carolina"
"Boys",2017," Zach Chesnet North Stokes","14’00.00”","Pole Vault","North Carolina"
"Boys",2018,"Spencer Evans Lake Norman","15’06.00”","Pole Vault","North Carolina"
"Boys",2018," Ben Finger North Gaston","15’06.00”","Pole Vault","North Carolina"
"Boys",2018,"Juan Ochoa North Davidson","14’00.00”","Pole Vault","North Carolina"
"Boys",2018," Jake Justice Polk County","14’06.00”","Pole Vault","North Carolina"
"Boys",2019,"Spencer Evans Lake Norman","16’02.00”","Pole Vault","North Carolina"
"Boys",2019," Patrick Freeman Mount Tabor","15’00.00”","Pole Vault","North Carolina"
"Boys",2019,"Zane Andrews South Point","14’00.00”","Pole Vault","North Carolina"
"Boys",2019," Jake Justice Polk County","15’01.00”","Pole Vault","North Carolina"
"Boys",1965,"George Soule Myers Park","10.00","100y","North Carolina"
"Boys",1966,"Lewis Jewell Myers Park","9.90","100y","North Carolina"
"Boys",1967,"Lewis Jewell Myers Park","10.00","100y","North Carolina"
"Boys",1968,"Ken Garrett Terry Sanford","10.10","100y","North Carolina"
"Boys",1969,"Ken Garrett Terry Sanford","9.90","100y","North Carolina"
"Boys",1970,"Jerry Stancil East Montgomery","9.80","100y","North Carolina"
"Boys",1971,"Haywood Ray Ligon","9.60","100y","North Carolina"
"Boys",1972,"Haywood Ray Sanderson","9.60","100y","North Carolina"
"Boys",1973,"Carter Suggs Tarboro","9.30","100y","North Carolina"
"Boys",1974,"Carter Suggs Tarboro","9.50","100y","North Carolina"
"Boys",1975,"Calvin Alston Charlotte Vance","9.70","100y","North Carolina"
"Boys",1976,"Otis Melvin Terry Sanford","10.10","100y","North Carolina"
"Boys",1977,"Darius Covington Richmond","9.79","100y","North Carolina"
"Boys",1978,"Kelvin Bryant Tarboro","9.80","100y","North Carolina"
"Boys",1979,"Ricky White Kinston","9.98","100y","North Carolina"
"Boys",1980,"Alston Glenn Northern Durham","10.53","100m","North Carolina"
"Boys",1981,"Harvey McSwain Shelby","10.62","100m","North Carolina"
"Boys",1982,"Nathan McCorkle Newton-Conover","10.70","100m","North Carolina"
"Boys",1983,"Lee McRae Pembroke","10.53","100m","North Carolina"
"Boys",1984,"Lee McNeill St. Pauls","10.55","100m","North Carolina"
"Boys",1985,"Tim Worley Lumberton","10.60","100m","North Carolina"
"Boys",1986,"Chuckie Simmons Asheboro","10.53","100m","North Carolina"
"Boys",1986,"Chuckie Simmons Asheboro","10.53","100m","North Carolina"
"Boys",1986,"Keith Collins Southwest Onslow","10.94","100m","North Carolina"
"Boys",1987,"Randy Jones Glenn","10.40","100m","North Carolina"
"Boys",1987,"Randy Jordan Warren County","10.44","100m","North Carolina"
"Boys",1987,"Walter Jones Roanoke Rapids","10.70","100m","North Carolina"
"Boys",1988,"A.J. McDonald Richmond","10.80","100m","North Carolina"
"Boys",1988,"Randy Jordan Warren County","10.51","100m","North Carolina"
"Boys",1988,"Jemal Jones White Oak","10.96","100m","North Carolina"
"Boys",1989,"Curtis Johnson Ben L. Smith","10.53","100m","North Carolina"
"Boys",1989,"Dean Lytle Brevard","10.82","100m","North Carolina"
"Boys",1989,"Reginald Atkinson Greene Central","11.12","100m","North Carolina"
"Boys",1990,"Harold Liles Anson","10.79","100m","North Carolina"
"Boys",1990,"Darius Brewington T.W. Andrews","10.59","100m","North Carolina"
"Boys",1990,"Robert Carelock Monroe","11.02","100m","North Carolina"
"Boys",1991,"Dave Adair Garinger","10.61","100m","North Carolina"
"Boys",1991,"Darius Brewington T.W. Andrews","10.57","100m","North Carolina"
"Boys",1991,"Travis Banks Clinton","10.81","100m","North Carolina"
"Boys",1992,"Stevie King Southern Wayne","10.64","100m","North Carolina"
"Boys",1992,"Chris Frazier Statesville","10.98","100m","North Carolina"
"Boys",1992,"Kevin Lotharp Forest Hills","10.99","100m","North Carolina"
"Boys",1993,"Alvis Whited Orange","10.67","100m","North Carolina"
"Boys",1993,"Darius Brewington T.W. Andrews","10.54","100m","North Carolina"
"Boys",1993,"L.C. Stevens Clinton","11.06","100m","North Carolina"
"Boys",1994,"Theodore Chavis Hillside ","10.87","100m","North Carolina"
"Boys",1994,"John Avery Asheville","10.77","100m","North Carolina"
"Boys",1994,"Marcus Gladden North Rowan","10.72","100m","North Carolina"
"Boys",1994,"Turell Little East Montgomery","10.85","100m","North Carolina"
"Boys",1995,"Chris Wylie Myers Park ","10.67","100m","North Carolina"
"Boys",1995,"Tyrone Graham T.W. Andrews","10.79","100m","North Carolina"
"Boys",1995,"Bennie Geter North Rowan","10.76","100m","North Carolina"
"Boys",1995,"Turell Little East Montgomery","11.02","100m","North Carolina"
"Boys",1996,"Chris Justice Grimsley ","10.88","100m","North Carolina"
"Boys",1996,"Corey Hill West Brunswick","10.82","100m","North Carolina"
"Boys",1996,"Desmond Adams Salisbury","11.04","100m","North Carolina"
"Boys",1996,"Miguel Ellis Red Springs","11.29","100m","North Carolina"
"Boys",1997,"Chris Justice Dudley ","10.52","100m","North Carolina"
"Boys",1997,"Thomas Littlejohn Asheville","10.80","100m","North Carolina"
"Boys",1997,"Maurice Goode Warren County","10.90","100m","North Carolina"
"Boys",1997,"Rashawn Brown South Robeson","11.13","100m","North Carolina"
"Boys",1998,"Sean Jackson Lumberton ","10.76","100m","North Carolina"
"Boys",1998,"Kelly Hardy Kinston","10.70","100m","North Carolina"
"Boys",1998,"Jason Green North Henderson","10.80","100m","North Carolina"
"Boys",1998,"K.J. Stone Graham","10.89","100m","North Carolina"
"Boys",1999,"Thomas Lewis Douglas Byrd ","10.65","100m","North Carolina"
"Boys",1999,"Kelly Hardy Kinston","10.81","100m","North Carolina"
"Boys",1999,"Jason Green North Henderson","10.86","100m","North Carolina"
"Boys",1999,"B.J. Jessup Elkin","10.93","100m","North Carolina"
"Boys",2000,"Duan Barrino Charlotte Vance ","10.64","100m","North Carolina"
"Boys",2000,"Lamont Reid Central Cabarrus","10.94","100m","North Carolina"
"Boys",2000,"Chuckie Reed High Point Central","10.68","100m","North Carolina"
"Boys",2000,"Frederick Fisher Pamlico","10.98","100m","North Carolina"
"Boys",2001,"Demarcus Fox D.H. Conley ","10.69","100m","North Carolina"
"Boys",2001,"Martin Hicks J.F. Webb","10.78","100m","North Carolina"
"Boys",2001,"Michael Cunningham Parkwood","10.97","100m","North Carolina"
"Boys",2001,"Chad Jordan Perquimans","10.97","100m","North Carolina"
"Boys",2002,"Shaton Palmer Millbrook ","10.97","100m","North Carolina"
"Boys",2002,"Travis Padgett Crest","10.84","100m","North Carolina"
"Boys",2002,"Tony Leath Eastern Guilford","10.88","100m","North Carolina"
"Boys",2002,"Trevan Davis Thomasville","10.80","100m","North Carolina"
"Boys",2003,"Corey Brown West Charlotte ","10.80","100m","North Carolina"
"Boys",2003,"Jarnard Abernathy East Gaston","10.78","100m","North Carolina"
"Boys",2003,"Keith Chatman Bandys","10.87","100m","North Carolina"
"Boys",2003,"Jimmy Russell Hendersonville","11.01","100m","North Carolina"
"Boys",2004,"Chris Davis Providence ","10.63","100m","North Carolina"
"Boys",2004,"Matt Pritchett Enka","10.78","100m","North Carolina"
"Boys",2004,"Willie Perry West Caldwell","10.80","100m","North Carolina"
"Boys",2004,"John Carr Wallace-Rose Hill","10.91","100m","North Carolina"
"Boys",2005,"J.R. Rogers Sanderson ","10.60","100m","North Carolina"
"Boys",2005,"Jerek Hewett West Brunswick","10.40","100m","North Carolina"
"Boys",2005,"Willie Perry West Caldwell","10.66","100m","North Carolina"
"Boys",2005,"John Carr Wallace-Rose Hill","11.07","100m","North Carolina"
"Boys",2006,"Ricco Bell Charlotte Vance ","10.48","100m","North Carolina"
"Boys",2006,"Atolani Akinkuotu South Central","10.61","100m","North Carolina"
"Boys",2006,"Phillip Bush North Rowan","10.71","100m","North Carolina"
"Boys",2006,"Antoinne McNeill East Carteret","11.16","100m","North Carolina"
"Boys",2007,"Trenton Guy Jr. West Charlotte ","10.53","100m","North Carolina"
"Boys",2007,"Bryce Sherman Carver","10.51","100m","North Carolina"
"Boys",2007,"Phillip Bush North Rowan","10.84","100m","North Carolina"
"Boys",2007,"Corey Wilkerson Jordan-Matthews","10.89","100m","North Carolina"
"Boys",2008,"T.J. Graham Wakefield ","10.44","100m","North Carolina"
"Boys",2008,"Darryl Williams White Oak","10.65","100m","North Carolina"
"Boys",2008,"Tobias Palmer Northwood","10.58","100m","North Carolina"
"Boys",2008,"Corey Wilkerson Jordan-Matthews","10.71","100m","North Carolina"
"Boys",2009,"Hunter Furr Mount Tabor ","10.65","100m","North Carolina"
"Boys",2009,"Karl Clemens Overhills","11.11","100m","North Carolina"
"Boys",2009,"Romar Morris Salisbury","10.80","100m","North Carolina"
"Boys",2009,"Kadeem Harmon W-S Prep","11.03","100m","North Carolina"
"Boys",2010,"Mar-Keo Jones Knightdale ","10.86","100m","North Carolina"
"Boys",2010,"Kendall Kee Crest","10.84","100m","North Carolina"
"Boys",2010,"Romar Morris Salisbury","10.54","100m","North Carolina"
"Boys",2010,"Herbert Robinson West Montgomery","10.97","100m","North Carolina"
"Boys",2011,"Keith Marshall Millbrook ","10.68","100m","North Carolina"
"Boys",2011,"Harvey McSwain II Crest","10.83","100m","North Carolina"
"Boys",2011,"Kedrick Davis Berry Academy","10.47","100m","North Carolina"
"Boys",2011,"Freddie Parker Albemarle","10.84","100m","North Carolina"
"Boys",2012,"Jahmaal Daniel Terry Sanford ","10.55","100m","North Carolina"
"Boys",2012,"Cameron Hudson Berry Academy","10.47","100m","North Carolina"
"Boys",2012,"Tevin Hester Granville Central","10.56","100m","North Carolina"
"Boys",2012,"Brandon Little Monroe","10.91","100m","North Carolina"
"Boys",2013,"Jahmaal Daniel Terry Sanford ","10.56","100m","North Carolina"
"Boys",2013,"T.J. Logan Northern Guilford","10.65","100m","North Carolina"
"Boys",2013,"Maurice Eaddy Jordan-Matthews","10.66","100m","North Carolina"
"Boys",2013,"Trentavis Friday Cherryville","10.48","100m","North Carolina"
"Boys",2014,"Quashawn Cunningham Mallard Creek ","10.61","100m","North Carolina"
"Boys",2014,"Jahmaal Daniel Terry Sanford","10.62","100m","North Carolina"
"Boys",2014,"Brian Sessoms Carver","10.85","100m","North Carolina"
"Boys",2014,"Trentavis Friday Cherryville","10.59","100m","North Carolina"
"Boys",2015,"Daniel Estrada NW Guilford ","10.46","100m","North Carolina"
"Boys",2015,"Kadarius Lotharp Sun Valley","10.35","100m","North Carolina"
"Boys",2015,"Trey’l Beasley Holmes","10.88","100m","North Carolina"
"Boys",2015,"Jarius Collins North Edgecombe","11.00","100m","North Carolina"
"Boys",2016,"Cravont Charleston Mallard Creek ","10.38","100m","North Carolina"
"Boys",2016,"Titus Toms Burns","10.74","100m","North Carolina"
"Boys",2016,"Tyshawn Smith Lincolnton","10.65","100m","North Carolina"
"Boys",2016,"Jeremiah Wilson Riverside-Martin","11.04","100m","North Carolina"
"Boys",2017,"Brandon Ray Athens Drive ","10.67","100m","North Carolina"
"Boys",2017,"Titus Toms Burns","10.66","100m","North Carolina"
"Boys",2017,"Bruce Squires Chase","10.77","100m","North Carolina"
"Boys",2017,"Josh Polk Hobbton","10.92","100m","North Carolina"
"Boys",2018,"Jaylen Coleman Porter Ridge ","10.83","100m","North Carolina"
"Boys",2018,"Cameron Council Northwood","10.64","100m","North Carolina"
"Boys",2018,"Josh Moore West Craven","10.93","100m","North Carolina"
"Boys",2018,"Josh Polk Hobbton","10.92","100m","North Carolina"
"Boys",2019,"Cameron Rose Hickory Ridge ","10.58","100m","North Carolina"
"Boys",2019,"Emerson Douds Weddington","10.77","100m","North Carolina"
"Boys",2019,"Raheem Carson Bunker Hill","11.01","100m","North Carolina"
"Boys",2019,"Kimani McDaniels Tarboro","10.88","100m","North Carolina"
"Boys",1965,"Jeff West Myers Park","1:56.20","880y","North Carolina"
"Boys",1966,"John Puckett North Mecklenburg","1:57.30","880y","North Carolina"
"Boys",1967,"Thompson West Charlotte","1:58.00","880y","North Carolina"
"Boys",1968,"Tommy Gibbons Garinger","1:56.80","880y","North Carolina"
"Boys",1969,"Wesley Debnam Broughton","1:55.30","880y","North Carolina"
"Boys",1970,"Allen McDevitt J.H. Rose","1:56.60","880y","North Carolina"
"Boys",1971,"John Brown Myers Park","1:54.70","880y","North Carolina"
"Boys",1972,"Dan Quinn Fike","1:54.10","880y","North Carolina"
"Boys",1973,"William Southerland Charlotte Vance","1:55.50","880y","North Carolina"
"Boys",1974,"Jeff Moody Pinecrest","1:55.70","880y","North Carolina"
"Boys",1975,"Dennis Huntley Bowman","1:54.90","880y","North Carolina"
"Boys",1976,"Jim Abbott Cary","1:56.30","880y","North Carolina"
"Boys",1977,"Robert Dancey Tarboro","1:56.29","880y","North Carolina"
"Boys",1978,"Robert Dancey Tarboro","1:55.28","880y","North Carolina"
"Boys",1979,"Brett Plummer Tarboro","1:55.40","880y","North Carolina"
"Boys",1980,"Greg Roseboro Hillside","1:51.39","800m","North Carolina"
"Boys",1981,"John Evans North Forsyth","1:52.33","800m","North Carolina"
"Boys",1982,"Greg Richardson Charlotte Vance","1:52.10","800m","North Carolina"
"Boys",1983,"Brian Ponder Enka","1:56.49","800m","North Carolina"
"Boys",1984,"Jimmy Scott Glenn","1:52.21","800m","North Carolina"
"Boys",1985,"Thayne Harmon Garinger","1:55.54","800m","North Carolina"
"Boys",1986,"Jimmy Scott Glenn","1:52.21","800m","North Carolina"
"Boys",1986,"Jimmy Scott Glenn","1:52.21","800m","North Carolina"
"Boys",1986,"Allen McDevitt Surry Central","1:59.20","800m","North Carolina"
"Boys",1987,"Raphael Hightower Kinston","1:55.39","800m","North Carolina"
"Boys",1987,"Damon Josey Concord","1:55.59","800m","North Carolina"
"Boys",1987,"Allen McDevitt Surry Central","1:55.91","800m","North Carolina"
"Boys",1988,"Brad Carter Reidsville","1:54.32","800m","North Carolina"
"Boys",1988,"Chris Griggs Eastern Guilford","1:56.15","800m","North Carolina"
"Boys",1988,"Greg Taylor Swain County","1:54.30","800m","North Carolina"
"Boys",1989,"Brad Carter Reidsville","1:52.96","800m","North Carolina"
"Boys",1989,"Dustin Allred Asheboro","1:58.56","800m","North Carolina"
"Boys",1989,"Jeff Gallagher Hendersonville","1:56.56","800m","North Carolina"
"Boys",1990,"Michael James Harding","1:51.99","800m","North Carolina"
"Boys",1990,"Jason Newman West Carteret","1:57.28","800m","North Carolina"
"Boys",1990,"Jason Lawrence Surry Central","1:59.19","800m","North Carolina"
"Boys",1991,"Pete Zeman Cary","1:56.14","800m","North Carolina"
"Boys",1991,"Jason Newman West Carteret","1:54.77","800m","North Carolina"
"Boys",1991,"Jason Lawrence Surry Central","1:58.46","800m","North Carolina"
"Boys",1992,"Jon Austin East Gaston","1:55.90","800m","North Carolina"
"Boys",1992,"Albert Royster Western Alamance","1:54.93","800m","North Carolina"
"Boys",1992,"Matthew Allen Monroe","1:56.71","800m","North Carolina"
"Boys",1993,"Chris Mitchell Williams","1:57.36","800m","North Carolina"
"Boys",1993,"Reggie Pittman Southeast Halifax","1:56.79","800m","North Carolina"
"Boys",1993,"Brad Briggs West Davidson","1:57.04","800m","North Carolina"
"Boys",1994,"Robbie Howell Apex","1:53.56","800m","North Carolina"
"Boys",1994," Eli Huge Franklin","1:55.80","800m","North Carolina"
"Boys",1994,"Jason Taylor West Wilkes","1:58.23","800m","North Carolina"
"Boys",1994," Shane Hull Surry Central","2:02.85","800m","North Carolina"
"Boys",1995,"Will Hodges Watauga","1:57.53","800m","North Carolina"
"Boys",1995," Spencer Harris Franklin","1:58.13","800m","North Carolina"
"Boys",1995,"Jimmy Phillips East Henderson","1:59.56","800m","North Carolina"
"Boys",1995," Jason Hartness Murphy","2:02.98","800m","North Carolina"
"Boys",1996,"Lamont Pennington Hillside","1:56.02","800m","North Carolina"
"Boys",1996," Terrice McClain Washington","1:58.31","800m","North Carolina"
"Boys",1996,"Jimmy Phillips East Henderson","1:57.01","800m","North Carolina"
"Boys",1996," Brad Schafer Murphy","2:03.90","800m","North Carolina"
"Boys",1997,"Lamont Pennington Hillside","1:54.48","800m","North Carolina"
"Boys",1997," Dustin Tysinger Central Davidson","1:59.10","800m","North Carolina"
"Boys",1997,"Aaron Keller North Henderson","2:00.83","800m","North Carolina"
"Boys",1997," Terry Speller Williamston","2:01.88","800m","North Carolina"
"Boys",1998,"Tron Chavis Pinecrest","1:53.40","800m","North Carolina"
"Boys",1998," Ricardo Bell Havelock","1:55.73","800m","North Carolina"
"Boys",1998,"Sean Barnett SW Onslow","1:59.15","800m","North Carolina"
"Boys",1998," Evan Rives West Davidson","2:00.74","800m","North Carolina"
"Boys",1999,"Irving Hunter West Charlotte","1:57.41","800m","North Carolina"
"Boys",1999," Ricardo Bell Havelock","1:54.45","800m","North Carolina"
"Boys",1999,"Robbie Weast North Henderson","2:00.00","800m","North Carolina"
"Boys",1999," Evan Rives West Davidson","2:00.49","800m","North Carolina"
"Boys",2000,"Brian Greer Watauga","1:56.48","800m","North Carolina"
"Boys",2000," Bobby Moffat Fuquay-Varina","1:56.91","800m","North Carolina"
"Boys",2000,"Amiean Kelly Surry Central","1:59.04","800m","North Carolina"
"Boys",2000," Mathew Gibby West Davidson","1:57.81","800m","North Carolina"
"Boys",2001,"Hunter Graham R.J. Reynolds","1:56.06","800m","North Carolina"
"Boys",2001," Adam McGugan Western Guilford","1:55.74","800m","North Carolina"
"Boys",2001,"Aaron Grant North Henderson","1:59.97","800m","North Carolina"
"Boys",2001," Mathew Gibby West Davidson","1:55.23","800m","North Carolina"
"Boys",2002,"Matt Debole Mount Tabor","1:56.13","800m","North Carolina"
"Boys",2002," Travis Campbell Enka","1:59.02","800m","North Carolina"
"Boys",2002,"Bryan Burney Eastern Alamance","1:54.68","800m","North Carolina"
"Boys",2002," Mathew Gibby West Davidson","2:01.40","800m","North Carolina"
"Boys",2003,"Doug Noreen Apex","1:53.71","800m","North Carolina"
"Boys",2003," Jason Newman Mooresville","1:57.09","800m","North Carolina"
"Boys",2003,"Aaron Grant North Henderson","1:56.38","800m","North Carolina"
"Boys",2003," Dustin Carlson Swain County","2:01.44","800m","North Carolina"
"Boys",2004,"Brandon Jones Independence","1:52.72","800m","North Carolina"
"Boys",2004," Nate Styron White Oak","1:57.61","800m","North Carolina"
"Boys",2004,"Aaron Mabry Pisgah","1:56.97","800m","North Carolina"
"Boys",2004," Mark DeWeese Murphy","1:59.19","800m","North Carolina"
"Boys",2005,"Lamarr Davis East Wake","1:53.74","800m","North Carolina"
"Boys",2005," Brian Burkhardt Weddington","1:57.51","800m","North Carolina"
"Boys",2005,"Weston Lawler First Flight","1:56.48","800m","North Carolina"
"Boys",2005," Mark DeWeese Murphy","2:01.26","800m","North Carolina"
"Boys",2006,"Dylan Ferris East Forsyth","1:51.95","800m","North Carolina"
"Boys",2006," Josh Morgan T.C. Roberson","1:56.63","800m","North Carolina"
"Boys",2006,"Drew Tucker West Stokes","1:52.73","800m","North Carolina"
"Boys",2006," Sam Brison South Stokes","2:00.83","800m","North Carolina"
"Boys",2007,"Dylan Ferris East Forsyth","1:51.48","800m","North Carolina"
"Boys",2007," Michael Allen Ragsdale","1:58.72","800m","North Carolina"
"Boys",2007,"Drew Tucker West Stokes","1:54.21","800m","North Carolina"
"Boys",2007," Philip Curley NCSSM","1:57.57","800m","North Carolina"
"Boys",2008,"Dylan Ferris East Forsyth","1:52.32","800m","North Carolina"
"Boys",2008," Isaac Presson Asheville","1:58.05","800m","North Carolina"
"Boys",2008,"John Schilkowsky Patton","1:57.28","800m","North Carolina"
"Boys",2008," John Wolfe Polk County","1:58.46","800m","North Carolina"
"Boys",2009,"Anthony Hendrix New Bern","1:54.12","800m","North Carolina"
"Boys",2009," David McCuiston Marvin Ridge","1:54.90","800m","North Carolina"
"Boys",2009,"John Schilkowsky Patton","1:54.04","800m","North Carolina"
"Boys",2009," John Wolfe Polk County","1:55.50","800m","North Carolina"
"Boys",2010,"Clyde Wilson Jack Britt","1:54.72","800m","North Carolina"
"Boys",2010," Isaac Presson Asheville","1:52.07","800m","North Carolina"
"Boys",2010,"Aaron Combs Starmount","1:53.40","800m","North Carolina"
"Boys",2010," Matus Kriska Mt. Airy","1:59.40","800m","North Carolina"
"Boys",2011,"Carl Walton NW Guilford","1:54.60","800m","North Carolina"
"Boys",2011," Michael Tamayo Eastern Alamance","1:54.05","800m","North Carolina"
"Boys",2011,"Michael Jushchuk Carrboro","1:59.72","800m","North Carolina"
"Boys",2011," Chris Hack Lake Norman Char.","1:59.83","800m","North Carolina"
"Boys",2012,"Craig Engels Reagan","1:54.43","800m","North Carolina"
"Boys",2012," John Crossley West Carteret","1:54.48","800m","North Carolina"
"Boys",2012,"Cannon Heath South Lenoir","1:56.50","800m","North Carolina"
"Boys",2012," Zach Millsaps Elkin","1:58.94","800m","North Carolina"
"Boys",2013,"Philip Hall Terry Sanford","1:52.84","800m","North Carolina"
"Boys",2013," John Crossley West Carteret","1:54.14","800m","North Carolina"
"Boys",2013,"Jason Barber West Stokes","1:58.34","800m","North Carolina"
"Boys",2013," Elijah Inuwa Central Academy","1:58.75","800m","North Carolina"
"Boys",2014,"Dakota Schuab Pine Forest","1:52.89","800m","North Carolina"
"Boys",2014," Jon Knight Northern Guilford","1:52.30","800m","North Carolina"
"Boys",2014,"Elijah Inuwa Central Academy","1:55.78","800m","North Carolina"
"Boys",2014," Justin Kenard North Stokes","1:59.01","800m","North Carolina"
"Boys",2015,"Vincent Crisp N. Mecklenburg","1:52.57","800m","North Carolina"
"Boys",2015,"  Tanis Baldwin East Henderson","1:52.11","800m","North Carolina"
"Boys",2015,"Elijah Inuwa Central Academy","1:51.70","800m","North Carolina"
"Boys",2015," Justin Kenard North Stokes","1:58.44","800m","North Carolina"
"Boys",2016,"Jayquan Williams Green Hope","1:51.46","800m","North Carolina"
"Boys",2016," Noah Shore Asheville","1:56.23","800m","North Carolina"
"Boys",2016,"Daniel Alvarez-Orlachia Surry Central","1:57.51","800m","North Carolina"
"Boys",2016," Jeremy Kankula Atkins","1:59.57","800m","North Carolina"
"Boys",2017,"Andrew Brooks Broughton","1:53.88","800m","North Carolina"
"Boys",2017," Ricky Kidwell Swansboro","1:56.11","800m","North Carolina"
"Boys",2017,"Daniel Alvarez-Orlachia Surry Central","1:56.81","800m","North Carolina"
"Boys",2017," Jeremy Kankula Atkins","2:00.48","800m","North Carolina"
"Boys",2018,"Ian Delgado Green Hope","1:53.38","800m","North Carolina"
"Boys",2018," Kyle Durham Weddington","1:54.63","800m","North Carolina"
