2006 Boys Track & Field State Champions,x,x,x
Howard ReidAlbuquerque  10.2,,,
,,,
220 Y Dash,,,
Name School  Time,,,
Howard ReidAlbuquerque  22.5,,,
,,,
440 Y Dash,,,
Name School  Time,,,
Walter Clark  Estancia  52.4,,,
,,,
880 Y Dash,,,
Name School  Time,,,
C. Mitchell AIS  2:02.6,,,
,,,
Mile Run,,,
Name School  Time,,,
Wesley  Fort Wingate4:39.2,,,
,,,
120 Y High Hurdles,,,
Name School  Time,,,
Cooper  Floyd16.9,,,
,,,
220 Y M Low Hurdles,,,
Name School  Time,,,
Haskie  Santa Fe Indian School  26.5,,,
,,,
880 Y Relay,,,
School  Time,,,
Gadsden  1:38.5,,,
,,,
Shot Put,,,
Name School  Distance,,,
Jones  Carlsbad  46’-11”,,,
,,,
Discus,,,
Name School  Distance,,,
Emmett Miller  Albuquerque  117’-01”,,,
Long Jump,,,
,Name,School,Distance
,Emmett Miller,Albuquerque,20’-08”
,,,
High Jump,,,
,Name,School,Distance
,Emmett Miller,Albuquerque,5’-06.50”
,,,
Pole Vault,,,
,Name,School,Distance
,Valdez,Menaul,10’-06”
,,,
Javelin,,,
,Name,School,Distance
,Farrell,Carlsbad,162’-09”
1933 Boys Track & Field State Champions,,,
,,,
,,,
100 Y Dash,,,
Name School  Time,,,
Howawrd Reid  Albuquerque  10.3,,,
,,,
220 Y Dash,,,
Name School  Time,,,
Stockton  Magdalena  22.8,,,
,,,
440 Y Dash,,,
Name School  Time,,,
McKee Elida  53.7,,,
,,,
880 Y Dash,,,
Name School  Time,,,
Henry Lujan  AIS  2:06.2,,,
,,,
Mile Run,,,
Name School  Time,,,
ParkerFort Wingate4:47.0,,,
,,,
120 Y High Hurdles,,,
Name School  Time,,,
Cooper  Floyd16.5,,,
,,,
220 Y M Low Hurdles,,,
Name School  Time,,,
Williams  Fort Wingate27.0,,,
,,,
880 Y Relay,,,
School  Time,,,
Artesia  1:37.0,,,
,,,
Shot Put,,,
Name School  Distance,,,
Ross Haskie  AIS  44’-08.50”,,,
,,,
Discus,,,
Name School  Distance,,,
Emmet Miller  Albuquerque  109’-07”,,,
Long Jump,,,
,Name,School,Distance
,Calkins,Albuquerque,20’-02.50”
,,,
High Jump,,,
,Name,School,Distance
,Mitchell,Artesia,5’-05”
,Burr,Dexter,5’-05”
,,,
Pole Vault,,,
,Name,School,Distance
,Bailey,Carlsbad,10’-00”
,,,
Javelin,,,
,Name,School,Distance
,Dorame,Tularosa,164’-00”
1932 Boys Track & Field State Champions,,,
,,,
,,,
100 Y Dash,,,
Name School  Time,,,
CobosMenaul 10.7,,,
,,,
220 Y Dash,,,
Name School  Time,,,
Campbell Las Cruces 23.3,,,
,,,
440 Y Dash,,,
Name School  Time,,,
Joe Self  Albuquerque  54.3,,,
,,,
880 Y Dash,,,
Name School  Time,,,
Fountain  Las Cruces  2:10.0,,,
,,,
Mile Run,,,
Name School  Time,,,
Calabaza  Santa Fe Indian School  4:52.0,,,
,,,
120 Y High Hurdles,,,
Name School  Time,,,
Weldon  Carlsbad  17.2,,,
,,,
220 Y M Low Hurdles,,,
Name School  Time,,,
Mariano Montoya  Albuquerque  27.0,,,
,,,
880 Y Relay,,,
School  Time,,,
Albuquerque  1:37.3,,,
,,,
Shot Put,,,
Name School  Distance,,,
Marquez Menaul 46’-07.75”,,,
,,,
Discus,,,
Name School  Distance,,,
Marquez  Menaul 114’-06”,,,
Long Jump,,,
,Name,School,Distance
,Warren,Carlsbad,21’-03.75”
,,,
High Jump,,,
,Name,School,Distance
,Warren,Carlsbad,5’-07.75”
,,,
Pole Vault,,,
,Name,School,Distance
,Bailey,Carlsbad,10’-00”
,,,
Javelin,,,
,Name,School,Distance
,Weldon,Carlsbad,153’-10.50”
1931 Boys Track & Field State Champions,,,
,,,
,,,
100 Y Dash,,,
Name School  Time,,,
Cunningham  Las Cruces  10.9,,,
,,,
220 Y Dash,,,
Name School  Time,,,
Goebel Armstrong  Ranchvale 24.6,,,
,,,
440 Y Dash,,,
Name School  Time,,,
Carver  Menaul  56.4,,,
,,,
880 Y Dash,,,
Name School  Time,,,
Gray  Artesia  2:10.9,,,
,,,
Mile Run,,,
Name School  Time,,,
Ed Arellano Springer  4:51.5,,,
,,,
120 Y High Hurdles,,,
Name School  Time,,,
Homer Allen  Carlsbad  17.2,,,
,,,
220 Y M Low Hurdles,,,
Name School  Time,,,
Mariano Montoya  Albuquerque  29.1,,,
,,,
880 Y Relay,,,
School  Time,,,
Las Cruces  1:38.0,,,
,,,
Shot Put,,,
Name School  Distance,,,
Homer Allen  Carlsbad  46’-02.50”,,,
,,,
Discus,,,
Name School  Distance,,,
Homer Allen  Carlsbad  123’-03.60”,,,
Long Jump,,,
,Name,School,Distance
,Homer Allen,Carlsbad,20’-01.375”
,,,
High Jump,,,
,Name,School,Distance
,Warren,Carlsbad,5’-07.125”
,Justice,Roy,5’-07.125”
,,,
Pole Vault,,,
,Name,School,Distance
,Justice,Roy,10’04.50”
,Huffaker,Santa Fe,10’04.50”
,Whatley,San Jon,10’04.50”
,,,
Javelin,,,
,Name,School,Distance
,Homer Allen,Carlsbad,152’-09”
1930 Boys Track & Field State Champions,,,
,,,
,,,
100 Y Dash,,,
Name School  Time,,,
Claude Grabert  Deming  9.6,,,
,,,
220 Y Dash,,,
Name School  Time,,,
Claude Grabert  Deming  22.3,,,
,,,
440 Y Dash,,,
Name School  Time,,,
Pull  Albuquerque  55.5,,,
,,,
880 Y Dash,,,
Name School  Time,,,
S. Lujan  AIS  2:12.4,,,
,,,
Mile Run,,,
Name School  Time,,,
Guyton HaysAlbuquerque  4:55.2,,,
,,,
120 Y High Hurdles,,,
Name School  Time,,,
HartyCarlsbad  16.7,,,
,,,
220 Y M Low Hurdles,,,
Name School  Time,,,
Adams  Roswell 26.8,,,
,,,
880 Y Relay,,,
School  Time,,,
Menaul  1:37.0,,,
,,,
Shot Put,,,
Name School  Distance,,,
Earl LangfordSpringer  48’-08.64”,,,
,,,
Discus,,,
Name School  Distance,,,
Earl LangfordSpringer  109’-09”,,,
Long Jump,,,
,Name,School,Distance
,Homer Allen,Carlsbad,21’-00.875”
,,,
High Jump,,,
,Name,School,Distance
,Homer Allen,Carlsbad,5’-05.66”
,Warren,Carlsbad,5’-05.66”
,,,
Pole Vault,,,
,Name,School,Distance
,Green,Portales,10’-00.50”
,Bales,Carlsbad,10’-00.50”
,,,
Javelin,,,
,Name,School,Distance
,Homer Allen,Carlsbad,154’-09.00”
1929 Boys Track & Field State Champions,,,
,,,
,,,
100 Y Dash,,,
ClassName School  Time,,,
A Alira  Menaul 11.5,,,
B Del Curto  St. Mike’s  11.2,,,
,,,
220 Y Dash,,,
Class Name School  Time,,,
A Coleman  Albuquerque  24.6,,,
B MoyaMenaul 27.0,,,
,,,
440 Y Dash,,,
Class Name School  Time,,,
A Wilson  Belen54.4,,,
B Jordan  Greenville  56.2,,,
,,,
880 Y Dash,,,
Class Name School  Time,,,
A Ed Arellano Springer  2:19.0,,,
B Ardana  St. Mike’s  2:19.0,,,
,,,
Mile Run,,,
Class Name School  Time,,,
A Ed Arellano  Springer  4:53.6,,,
B YazzaAIS  4:59.0,,,
,,,
120 Y High Hurdles,,,
Class Name School  Time,,,
A Langford  Springer  18.1,,,
B H. Strange  Greenville  18.3,,,
,,,
220 Y M Low Hurdles,,,
Class Name School  Time,,,
A Kinsey YazzaAIS  27.1,,,
B H. Strange  Greenville  27.6,,,
,,,
880 Y Relay,,,
Class School  Time,,,
A Menaul  1:43.5,,,
B AIS  1:51.0,,,
Shot Put,,,
Class,Name,School,Distance
A,Earl Langford,Springer,46’-06”
B,Curtis,Pleasant Hill,42’-03”
,,,
Discus,,,
Class,Name,School,Distance
A,Earl Langford,Springer,117’-06”
B,Maurice Green,Hurley,106’-01.50”
,,,
Long Jump,,,
Class,Name,School,Distance
A,Curtis,Pleasant Hill,20’-11.16”
B,Earl Langford,Springer,19-07.20”
,,,
High Jump,,,
Class,Name,School,Distance
A,Curtis,Pleasant Hill,5’-11.40”
B,Floren Hutchinson,Newton,5’-05.50”
,,,
Pole Vault,,,
Class,Name,School,Distance
A,Curtis,Pleasant Hill,10’-03.50”
B,Triplett,Texico,9’-03.50”
B,Morpher,Logan,9’-03.50”
,,,
Javelin,,,
Class,Name,School,Distance
A,Homer Allen,Carlsbad,146’-00.50”
B,Madera,Carlsbad,138’-09.50”
1928 Boys Track & Field State Champions,,,
,,,
,,,
100 Y Dash,,,
ClassName School  Time,,,
A Tom Reid Albuquerque  11.2,,,
B Kinsey YazzaAIS  11.8,,,
,,,
220 Y Dash,,,
Class Name School  Time,,,
A Tom ReidAlbuquerque  25.4,,,
B AlireMenaul 26.2,,,
,,,
440 Y Dash,,,
Class Name School  Time,,,
A Reese Cagle  Roswell 56.0,,,
B Rydholm Albuquerque58.4,,,
,,,
880 Y Dash,,,
Class Name School  Time,,,
A Jonah Yazza AIS  2:17.2,,,
B Candelaria  Menaul  2:20.0,,,
,,,
Mile Run,,,
Class Name School  Time,,,
A Laslow  AIS 5:06.0,,,
B Geirge Wauneka AIS  5:10.0,,,
,,,
120 Y High Hurdles,,,
Class Name School  Time,,,
A CordovaMenaul  19.2,,,
B Harrison Burrall  Albuquerque  20.0,,,
,,,
220 Y M Low Hurdles,,,
Class Name School  Time,,,
A McPherson  Roswell 29.4,,,
B Cordova  Menaul  31.8,,,
Shot Put,,,
Class,Name,School,Distance
A,Arnold,AIS,44’-01.08”
B,Laumbach,Menaul,?
,,,
Discus,,,
Class,Name,School,Distance
A,Mesick,Newton,109’-02”
B,Heisig,Carlsbad,101’-03.33”
,,,
Long Jump,,,
Class,Name,School,Distance
A,Kinsey Yazza,AIS,20’-07.00”
B,Parry,Gallup,19-03.75”
,,,
High Jump,,,
Class,Name,School,Distance
A,Charlie Langford,Moreno Valley,5’-08.50”
B,Solomon,Roy,5’-05”
,,,
Pole Vault,,,
Class,Name,School,Distance
A,Abeita,AIS,9’-09”
B,Francis,Tucumcari,9’-03”
,,,
Javelin,,,
Class,Name,School,Distance
A,Zimmerman,Carlsbad,146’-08.25”
B,Laumbach,Menaul,129’-01.75”
1927 Boys Track & Field State Champions,,,
,,,
,,,
100 Y Dash,,,
Name School  Time,,,
Hill  Santa Fe 10.4,,,
,,,
220 Y Dash,,,
Name School  Time,,,
Reese Cagle  Roswell 24.2,,,
,,,
440 Y Dash,,,
Name School  Time,,,
Reese Cagle  Roswell 54.4,,,
,,,
880 Y Dash,,,
Name School  Time,,,
Jonah Yazza  AIS  2:10.2,,,
,,,
Mile Run,,,
Name School  Time,,,
George Wauneka AIS  4:55.6,,,
,,,
120 Y High Hurdles,,,
Name School  Time,,,
Ray Moncus  Tucumcari 16.6,,,
,,,
220 Y M Low Hurdles,,,
Name School  Time,,,
Lee Vann Albuquerque  27.2,,,
,,,
Mile Relay,,,
School  Time,,,
AIS  3:46.8,,,
,,,
Shot Put,,,
Name School  Distance,,,
Ray Moncus Tucumcari 45’-05.50”,,,
,,,
Discus,,,
Name School  Distance,,,
Ray Moncus  Tucumcari 114’-04.50”,,,
Long Jump,,,
,Name,School,Distance
,Ray Moncus,Tucumcari,22’-01.50”
,,,
High Jump,,,
,Name,School,Distance
,Curtis,Texico,5’-08.25”
,,,
Pole Vault,,,
,Name,School,Distance
,Beers,Roswell,10’-06”
,Frances,Tucumcari,10’-06”
,,,
Javelin,,,
,Name,School,Distance
,Ray Moncus,Tucumcari,181’-10.50”
1926 Boys Track & Field State Champions,,,
,,,
,,,
100 Y Dash,,,
Name School  Time,,,
Donaldson  Carlsbad 10.5,,,
,,,
220 Y Dash,,,
Name School  Time,,,
Watson  Artesia  23.5,,,
,,,
440 Y Dash,,,
Name School  Time,,,
Connor  Artesia  54.4,,,
,,,
880 Y Dash,,,
Name School  Time,,,
Jonah Yazza AIS  2:11.0,,,
,,,
Mile Run,,,
Name School  Time,,,
Jonah Yazza AIS  4:54.6,,,
,,,
120 Y High Hurdles,,,
Name School  Time,,,
Ray Moncus  Tucumcari 17.4,,,
,,,
220 Y M Low Hurdles,,,
Name School  Time,,,
Townsend AIS  27.4,,,
,,,
Mile Relay,,,
School  Time,,,
AIS  3:46.8,,,
,,,
Shot Put,,,
Name School  Distance,,,
Jaramillo  Menaul 41’-09.25”,,,
,,,
Discus,,,
Name School  Distance,,,
Coleman  Carlsbad  110’-00”,,,
Long Jump,,,
,Name,School,Distance
,Ray Moncus,Tucumcari,20’-11.25”
,,,
High Jump,,,
,Name,School,Distance
,Ray Moncus,Tucumcari,5’-07”
,,,
Pole Vault,,,
,Name,School,Distance
,Feemster,Artesia,10’-06.75”
,,,
Javelin,,,
,Name,School,Distance
,Ray Moncus,Tucumcari,157’-10.25”
1925 Boys Track & Field State Champions,,,
,,,
,,,
100 Y Dash,,,
Name School  Time,,,
Jimmy Roybal  Albuquerque  10.6,,,
,,,
220 Y Dash,,,
Name School  Time,,,
Jimmy Roybal  Albuquerque  23.2,,,
,,,
440 Y Dash,,,
Name School  Time,,,
Jones  Clovis55.7,,,
,,,
880 Y Dash,,,
Name School  Time,,,
Glen Simpson  Albuquerque  2:10.3,,,
,,,
Mile Run,,,
Name School  Time,,,
Glen Simpson  Albuquerque  4:53.1,,,
,,,
120 Y High Hurdles,,,
Name School  Time,,,
Arthur TrauthAlbuquerque  18.0,,,
,,,
220 Y M Low Hurdles,,,
Name School  Time,,,
Cowan  Tularosa  28.2,,,
,,,
Mile Relay,,,
School  Time,,,
Albuquerque  3:43.8,,,
,,,
Shot Put,,,
Name School  Distance,,,
Jaramillo  Menaul 40’-10.56”,,,
,,,
Discus,,,
Name School  Distance,,,
WynnTucumcari 108-08.00”,,,
Long Jump,,,
,Name,School,Distance
,Jimmy Roybal,Albuquerque,19’-11.50”
,,,
High Jump,,,
,Name,School,Distance
,Sherman,Deming,5’-07.00”
,,,
Pole Vault,,,
,Name,School,Distance
,Wynn,Tucumcari,10’-08.00”
,,,
Javelin,,,
,Name,School,Distance
,Ray Moncus,Tucumcari,161’07.20”
1924 Boys Track & Field State Champions,,,
,,,
,,,
100 Y Dash,,,
Name School  Time,,,
Ben Rutz Belen11.2,,,
,,,
220 Y Dash,,,
Name School  Time,,,
Garrett  Grady 23.8,,,
,,,
440 Y Dash,,,
Name School  Time,,,
Ben Rutz Belen54.0,,,
,,,
880 Y Dash,,,
Name School  Time,,,
Pete Trujillo  Taos  2:07.6,,,
,,,
Mile Run,,,
Name School  Time,,,
SmithRanchvale 5:01.5,,,
,,,
120 Y High Hurdles,,,
Name School  Time,,,
Foraker Albuquerque  19.0,,,
,,,
220 Y M Low Hurdles,,,
Name School  Time,,,
Frank Sortz Albuquerque  27.3,,,
,,,
Mile Relay,,,
School  Time,,,
Menaul 3:45.0,,,
,,,
Shot Put,,,
Name School  Distance,,,
Arvizo  Menaul 40’-02.76”,,,
,,,
Discus,,,
Name School  Distance,,,
Trujillo  Taos  96’-05.28”,,,
Long Jump,,,
,Name,School,Distance
,Paul Bolander,Taos,20’-06.60”
,,,
High Jump,,,
,Name,School,Distance
,Frank Stortz,Albuquerque,5’-06.72”
,,,
Pole Vault,,,
,Name,School,Distance
,Frank Stortz,Albuquerque,11’-00.00”
,,,
Javelin,,,
,Name,School,Distance
,Bolander,Taos,146’-02.16”
1923 Boys Track & Field State Champions,,,
,,,
,,,
100 Y Dash,,,
Name School  Time,,,
Jimmy Roybal  Albuquerque  10.2,,,
,,,
220 Y Dash,,,
Name School  Time,,,
Jimmy Roybal  Albuquerque  23.0,,,
,,,
440 Y Dash,,,
Name School  Time,,,
Ben Rutz Belen55.8,,,
,,,
880 Y Dash,,,
Name School  Time,,,
Pete Trujillo  Taos  2:11.6,,,
,,,
Mile Run,,,
Name School  Time,,,
Paul Bolander  Taos  4:59.0,,,
,,,
120 Y High Hurdles,,,
Name School  Time,,,
Ralph Davis  Artesia  16.4,,,
,,,
220 Y M Low Hurdles,,,
Name School  Time,,,
Ralph Davis  Artesia  27.0,,,
,,,
Mile Relay,,,
School  Time,,,
Menaul  2:46.0,,,
,,,
Shot Put,,,
Name School  Distance,,,
Wilbur Wilson  Albuquerque  42’-07.75”,,,
,,,
Discus,,,
Name School  Distance,,,
Hugh Bass  Cimarron  103’-10.00”,,,
Long Jump,,,
,Name,School,Distance
,Hugh Bass,Cimarron,20’00.50”
,,,
,,,
High Jump,,,
,Name,School,Distance
,Paul Bolander,Taos,5’-08.50”
,,,
Pole Vault,,,
,Name,School,Distance
,Hugh Bass,Cimarron,11’-00.00”
,,,
Javelin,,,
,Name,School,Distance
,Ralph Davis,Artesia,155’-10.00”
1922 Boys Track & Field State Champions,,,
,,,
,,,
100 Y Dash,,,
Name School  Time,,,
Jimmy Roybal  Albuquerque  11.0,,,
,,,
220 Y Dash,,,
Name School  Time,,,
Jimmy Roybal  Albuquerque  23.6,,,
,,,
440 Y Dash,,,
Name School  Time,,,
Weisinger  Clovis55.2,,,
,,,
880 Y Dash,,,
Name School  Time,,,
Rutherford  Roswell 2:14.6,,,
,,,
Mile Run,,,
Name School  Time,,,
Scarborough Santa Fe  5:03.0,,,
,,,
120 Y High Hurdles,,,
Name School  Time,,,
Ralph Davis  Artesia  17.4,,,
,,,
220 Y M Low Hurdles,,,
Name School  Time,,,
Ralph Davis  Artesia  27.4,,,
,,,
Mile Relay,,,
School  Time,,,
Artesia  3:49.2,,,
,,,
Shot Put,,,
Name School  Distance,,,
Wilbur Wilson  Albuquerque  40’-06.00”,,,
,,,
Discus,,,
Name School  Distance,,,
Hugh Bass  Cimarron  103’-11.00”,,,
Long Jump,,,
,Name,School,Distance
,Jimmy Roybal,Albuquerque,19’-11.00”
,,,
High Jump,,,
,Name,School,Distance
,Hugh Bass,Cimarron,5’-06.25”
,Zillmer,Albuquerque,5’-06.25”
,,,
Pole Vault,,,
,Name,School,Distance
,Hugh Bass,Cimarron,10’-06.00”
,Dimitt,Roswell,10’-06.00”
,,,
Javelin,,,
,Name,School,Distance
,Glassman,Albuquerque,144’-08.00”
1921 Boys Track & Field State Champions,,,
,,,
,,,
100 Y Dash,,,
Name School  Time,,,
Bard Farrell Albuquerque  10.2,,,
,,,
220 Y Dash,,,
Name School  Time,,,
Jourdan  Las Cruces 23.2,,,
,,,
440 Y Dash,,,
Name School  Time,,,
Bard Farrell Albuquerque  53.0,,,
,,,
880 Y Dash,,,
Name School  Time,,,
Webb Roswell 2:14.8,,,
,,,
Mile Run,,,
Name School  Time,,,
Scarborough  Santa Fe  5:11.4,,,
,,,
120 Y High Hurdles,,,
Name School  Time,,,
Austin  Roswell 17.0,,,
,,,
220 Y M Low Hurdles,,,
Name School  Time,,,
Austin  Roswell 25.4,,,
,,,
Mile Relay,,,
School  Time,,,
Artesia  3:51.4,,,
,,,
Shot Put,,,
Name School  Distance,,,
Johnny Venable  Albuquerque  41’-09.00”,,,
,,,
Discus,,,
Name School  Distance,,,
Johnny Venable  Albuquerque  98’-03.00”,,,
Long Jump,,,
,Name,School,Distance
,Bob Elder,Albuquerque,20’-00.00”
,,,
High Jump,,,
,Name,School,Distance
,Hugh Bass,Cimarron,5’-07.00”
,,,
Pole Vault,,,
,Name,School,Distance
,Bob Elder,Albuquerque,11’-02.00”
,,,
Javelin,,,
,Name,School,Distance
,Bard Farrell,Albuquerque,141’-00.00”
1920 Boys Track & Field State Champions,,,
,,,
,,,
100 Y Dash,,,
Name School  Time,,,
Hale  Roswell 10.4,,,
,,,
220 Y Dash,,,
Name School  Time,,,
Hale  Roswell 24.0,,,
,,,
440 Y Dash,,,
Name School  Time,,,
Jones  Clovis55.0,,,
,,,
880 Y Dash,,,
Name School  Time,,,
Wait  Albuquerque  2:15.0,,,
,,,
Mile Run,,,
Name School  Time,,,
Hernandez Albuquerque  5:13.8,,,
,,,
120 Y High Hurdles,,,
Name School  Time,,,
E. L. Harrington  Albuquerque  17.6,,,
,,,
220 Y M Low Hurdles,,,
Name School  Time,,,
Alderette  Taos  28.4,,,
,,,
Mile Relay,,,
School  Time,,,
Roswell 3:53.8,,,
,,,
Shot Put,,,
Name School  Distance,,,
E. L. Harrington  Albuquerque 40’-05.00”,,,
,,,
Discus,,,
Name School  Distance,,,
E. L. Harrington  Albuquerque  105’-03.75”,,,
Long Jump,,,
,Name,School,Distance
,Alderette,Taos,21’-02.50”
,,,
High Jump,,,
,Name,School,Distance
,Dow,E. Las Vegas,5’-06.00”
,,,
Pole Vault,,,
,Name,School,Distance
,Dimmitt,Roswell,10’03.00”
,,,
Javelin,,,
,Name,School,Distance
,Bard Farrell,Albuquerque,151’-05.00”
1919 Boys Track & Field State Champions,,,
,,,
,,,
100 Y Dash,,,
Name School  Time,,,
Hale  Roswell 10.6,,,
,,,
220 Y Dash,,,
Name School  Time,,,
Hale  Roswell 25.4,,,
,,,
440 Y Dash,,,
Name School  Time,,,
Hale  Roswell 57.0,,,
,,,
880 Y Dash,,,
Name School  Time,,,
Brenneman  Roswell 2:17.0,,,
,,,
Mile Run,,,
Name School  Time,,,
Homan  Roswell 5:19.6,,,
,,,
120 Y High Hurdles,,,
Name School  Time,,,
Austin  Roswell 17.2,,,
,,,
220 Y M Low Hurdles,,,
Name School  Time,,,
Austin  Austin30.5,,,
,,,
Mile Relay,,,
School  Time,,,
Roswell ?,,,
,,,
Shot Put,,,
Name School  Distance,,,
F. Gillespie  Raton35’-10.00”,,,
,,,
Long Jump,,,
Name School  Distance,,,
Boothe  Roswell 20’-00.50”,,,
High Jump,,,
,Name,School,Distance
,Austin,Roswell,5’-05.00”
,,,
Pole Vault,,,
,Name,School,Distance
,Jones,Roswell,10’-00.00”
,,,
Javelin,,,
,Name,School,Distance
,Hale,Roswell,108’-06.00”
1918 Boys Track & Field State Champions,,,
,,,
,,,
100 Y Dash,,,
Name School  Time,,,
Owen Smaulding  Albuquerque  10.4,,,
,,,
220 Y Dash,,,
Name School  Time,,,
Bassett  Roswell 23.2,,,
,,,
440 Y Dash,,,
Name School  Time,,,
Bassett  Roswell 58.4,,,
,,,
880 Y Dash,,,
Name School  Time,,,
Harrington  Albuquerque  2:20.8,,,
,,,
Mile Run,,,
Name School  Time,,,
Homan  Roswell 5:19.6,,,
,,,
120 Y High Hurdles,,,
Name School  Time,,,
Owen Smaulding  Albuquerque  17.0,,,
,,,
220 Y M Low Hurdles,,,
Name School  Time,,,
Austin  Roswell 26.4,,,
,,,
Mile Relay,,,
School  Time,,,
?,,,
,,,
Shot Put,,,
Name School  Distance,,,
Owen Smaulding  Albuquerque  41’-00.00”,,,
,,,
Triple Jump,,,
Name School  Distance,,,
UrtonRoswell 41’-06.00”,,,
,,,
Long Jump,,,
,Name,School,Distance
,Jones,Roswell,20’-06.25”
,,,
High Jump,,,
,Name,School,Distance
,Urton,Roswell,5’-05.00”
,,,
Pole Vault,,,
,Name,School,Distance
,Owen Smaulding,Albuquerque,10’-05.00”
1917 Boys Track & Field State Champions,,,
,,,
,,,
100 Y Dash,,,
Name School  Time,,,
Owen Smaulding  Albuquerque  10.8,,,
,,,
220 Y Dash,,,
Name School  Time,,,
BooneRoswell 23.4,,,
,,,
440 Y Dash,,,
Name School  Time,,,
BooneRoswell 57.0,,,
,,,
880 Y Dash,,,
Name School  Time,,,
Slaughter Santa Fe  2:19.0,,,
,,,
Mile Run,,,
Name School  Time,,,
Brenneman Roswell ?,,,
,,,
120 Y High Hurdles,,,
Name School  Time,,,
Owen Smaulding  Albuquerque  17.8,,,
,,,
220 Y M Low Hurdles,,,
Name School  Time,,,
Owen Smaulding  Albuquerque  27.8,,,
,,,
Mile Relay,,,
School  Time,,,
Albuquerque  4:08.2,,,
,,,
Shot Put,,,
Name School  Distance,,,
Owen Smaulding  Albuquerque  44’-07.50”,,,
,,,
Triple Jump,,,
Name School  Distance,,,
Owen Smaulding  Albuquerque  39’-04.00”,,,
Long Jump,,,
,Name,School,Distance
,Owen Smaulding,Albuquerque,20’-08.00”
,,,
High Jump,,,
,Name,School,Distance
,Owen Smaulding,Albuquerque,5’-05.00”
,,,
Pole Vault,,,
,Name,School,Distance
,Owen Smaulding,Albuquerque,10’-05.00”
1916 Boys Track & Field State Champions,,,
,,,
,,,
100 Y Dash,,,
Name School  Time,,,
Owen Smaulding  Albuquerque  10.4,,,
,,,
220 Y Dash,,,
Name School  Time,,,
Owen Smaulding  Albuquerque 23.6,,,
,,,
440 Y Dash,,,
Name School  Time,,,
Johnson  Roswell 56.0,,,
,,,
880 Y Dash,,,
Name School  Time,,,
Johnson  Roswell 2:12.0,,,
,,,
Mile Run,,,
Name School  Time,,,
Kremis  Albuquerque  5:12.0,,,
,,,
120 Y High Hurdles,,,
Name School  Time,,,
Owen Smaulding  Albuquerque 17.6,,,
,,,
220 Y M Low Hurdles,,,
Name School  Time,,,
McConnell Roswell 27.8,,,
,,,
Mile Relay,,,
School  Time,,,
Roswell 3:55.4,,,
,,,
Shot Put,,,
Name School  Distance,,,
Owen Smaulding  Albuquerque  41’-04.50”,,,
,,,
Triple Jump,,,
Name School  Distance,,,
Saulsberry Alamogordo 40’-05.00”,,,
Long Jump,,,
,Name,School,Distance
,Calkins,Albuquerque,21’-00.50”
,,,
High Jump,,,
,Name,School,Distance
,Wohlenberg,Alamogordo,5’-07.75”
,,,
Pole Vault,,,
,Name,School,Distance
,Owen Smaulding,Albuquerque,10’-02.75”
1915 Boys Track & Field State Champions,,,
,,,
,,,
100 Y Dash,,,
Name School  Time,,,
Grant Mann  Albuquerque  10.6,,,
,,,
220 Y Dash,,,
Name School  Time,,,
Grant Mann  Albuquerque  24.6,,,
,,,
440 Y Dash,,,
Name School  Time,,,
DavisRoswell 57.6,,,
,,,
880 Y Dash,,,
Name School  Time,,,
DavisRoswell 2:15.6,,,
,,,
Mile Run,,,
Name School  Time,,,
DavisRoswell 5:17.8,,,
,,,
120 Y High Hurdles,,,
Name School  Time,,,
Thackery  Albuquerque  18.4,,,
,,,
220 Y M Low Hurdles,,,
Name School  Time,,,
Whatley  Roswell 29.0,,,
,,,
,,,
Mile Relay,,,
School  Time,,,
Rowell?,,,
,,,
Shot Put,,,
Name School  Distance,,,
Higgins  Roswell 41’-08.40”,,,
,,,
Triple Jump,,,
Name School  Distance,,,
Arnold  Roswell 42’-01.20”,,,
Long Jump,,,
,Name,School,Distance
,Arnold,Roswell,?
,,,
High Jump,,,
,Name,School,Distance
,Clifford,Albuquerque,5’-04.00”
,,,
Pole Vault,,,
,Name,School,Distance
,Clifford,Albuquerque,9’-08.00”
1914 Boys Track & Field State Champions,,,
,,,
,,,
100 Y Dash,,,
Name School  Time,,,
Grant Mann Albuquerque 11.0,,,
,,,
,,,
220 Y Dash,,,
Name School  Time,,,
Aydelott Roswell 24.6,,,
,,,
440 Y Dash,,,
Name School  Time,,,
DavisRoswell 60.2,,,
,,,
880 Y Dash,,,
Name School  Time,,,
Kronig  Belen2:19.2,,,
,,,
Mile Run,,,
Name School  Time,,,
Kronig  Belen 5:29.6,,,
,,,
120 Y High Hurdles,,,
Name School  Time,,,
Carle  Artesia  19.4,,,
,,,
220 Y M Low Hurdles,,,
Name School  Time,,,
Aydelott Roswell 28.6,,,
,,,
Shot Put,,,
Name School  Distance,,,
Carle  Artesia  38’-00.00”,,,
,,,
Triple Jump,,,
Name School  Distance,,,
Feather  Artesia  40’-05.00”,,,
