MEET, ,EVENT,YEAR,PLACING,ATHLETE,SCHOOL,PERFORMANCE,,,,FN,
States,,400 Meter Relay,1991,14,no names listed,Cumberland,55.2,,,,relay,
States,,400 Meter Relay,1991,15,no names listed,Smithfield,56.7,,,,relay,
States,,400 Meter Relay,1991,16,no names listed,St. Raphael's,57.6,,,,relay,
States,,400 Meter Relay,1991,17,no names listed,Lincoln,57.8,,,,relay,
States,,400 Meter Relay,1991,18,no names listed,Barrington,57.9,,,,relay,
States,,400 Meter Relay,1991,19,no names listed,Ponaganset,58.8,,,,relay,
States,,1600 Meter Relay,1991,1,"Washington, Chanel",Hope,4:10.8,,,,,
States,,1600 Meter Relay,1991,1,"Washington, Courtney",Hope,,,,,,
States,,1600 Meter Relay,1991,1,"Johnson, Tracy",Hope,,,,,,
States,,1600 Meter Relay,1991,1,"Malone, Cecily",Hope,,,,,,
States,,1600 Meter Relay,1991,2,"Rudegair, Nicole",South Kingstown,4:13.9,,,,,
States,,1600 Meter Relay,1991,2,"Watts, Sarah",South Kingstown,,,,,,
States,,1600 Meter Relay,1991,2,"Clark, Tracy",South Kingstown,,,,,,
States,,1600 Meter Relay,1991,2,"Keenan, Aileen",South Kingstown,,,,,,
States,,1600 Meter Relay,1991,3,no names listed,St. Mary's - Bayview,4:17.6,,,,relay,
States,,1600 Meter Relay,1991,4,no names listed,North Kingstown,4:21.5,,,,relay,
States,,1600 Meter Relay,1991,5,no names listed,Coventry,4:26.6,,,,relay,
States,,1600 Meter Relay,1991,6,no names listed,East Greenwich,4:28.4,,,,relay,
States,,1600 Meter Relay,1991,7,no names listed,Barrington,4:29.4,,,,relay,
States,,1600 Meter Relay,1991,8,no names listed,St. Raphael's,4:29.6,,,,relay,
States,,1600 Meter Relay,1991,9,no names listed,Tolman,4:29.9,,,,relay,
States,,1600 Meter Relay,1991,10,no names listed,Cranston East,4:30.8,,,,relay,
States,,1600 Meter Relay,1991,11,no names listed,Cumberland,4:34.2,,,,relay,
States,,1600 Meter Relay,1991,12,no names listed,Chariho,4:35.1,,,,relay,
States,,1600 Meter Relay,1991,13,no names listed,Ponaganset,4:35.4,,,,relay,
States,,1600 Meter Relay,1991,14,no names listed,Smithfield,4:35.7,,,,relay,
States,,1600 Meter Relay,1991,15,no names listed,Middletown,4:36.6,,,,relay,
States,,1600 Meter Relay,1991,16,no names listed,Portsmouth,4:39.4,,,,relay,
States,,1600 Meter Relay,1991,17,no names listed,Lincoln,4:52.3,,,,relay,
States,,1600 Meter Relay,1991,18,no names listed,West Warwick,4:58.7,,,,relay,
States,,1600 Meter Relay,1991,x,no names listed,Rogers,DQ,,,,relay,
States,,Shot Put,1992,1,"Bertholdt, Angela",East Greenwich,"38'10 3/4""",11.85 m,,,,
States,,Shot Put,1992,2,"Pierce, Sherri",Cumberland,"34'8 3/4""",10.58 m,,,,
States,,Shot Put,1992,3,"Hackett, Amanda",Ponaganset,"33'6 1/2""",10.22 m,,,,
States,,Shot Put,1992,4,"Smart, Tonya",Rogers,"33'4""",10.16 m,,,,
States,,Shot Put,1992,5,"Marshall, Nicole",LaSalle,"33'1""",10.08 m,,,,
States,,Shot Put,1992,6,"Card, Jennifer",Toll Gate,"32'2 1/2""",9.81 m,,,,
States,,Shot Put,1992,7,"Ducker, Madeline",East Greenwich,"32'0""",9.75 m,,,,
States,,Shot Put,1992,8,"Meschino, Gina",Cranston West,"31'10 1/4""",9.71 m,,,,
States,,Shot Put,1992,9,"Szrom, Jennifer",South Kingstown,"31'0""",9.45 m,,,,
States,,Shot Put,1992,10,"Murray, Lynda",Ponaganset,"29'7""",9.01 m,,,,
States,,Shot Put,1992,11,"Welch, Diane",Pilgrim,"29'6""",8.99 m,,,,
States,,Shot Put,1992,12,"Mellodge, Patricia",Barrington,"28'8 1/2""",8.75 m,,,,
States,,Shot Put,1992,13,"Monteiro, Michelle",East Providence,"28'8 1/2""",8.75 m,,,,
States,,Shot Put,1992,14,"DeCesare, Tammy",Chariho,"28'5 1/2""",8.67 m,,,,
States,,Shot Put,1992,15,"McKenna, Kristen",Toll Gate,"28'3 1/4""",8.61 m,,,,
States,,Shot Put,1992,16,"Doonan, Salina",Woonsocket,"28'0""",8.53 m,,,,
States,,Shot Put,1992,17,"Ostrander, Kristy",Rogers,"27'4""",8.33 m,,,,
States,,Discus,1992,1,"Smart, Tonya",Rogers,"110'11""",33.80 m,,,,
States,,Discus,1992,2,"Pierce, Sherri",Cumberland,"107'9""",32.84 m,,,,
States,,Discus,1992,3,"Bertholdt, Angela",East Greenwich,"107'3""",32.68 m,,,,
States,,Discus,1992,4,"Mellodge, Patricia",Barrington,"96'3""",29.34 m,,,,
States,,Discus,1992,5,"Ducker, Madeline",East Greenwich,"94'1""",28.68 m,,,,
States,,Discus,1992,6,"Yeager, Heather",North Kingstown,"93'3""",28.42 m,,,,
States,,Discus,1992,7,"Chaplin, Rebecca",St. Mary's - Bayview,"93'1""",28.37 m,,,,
States,,Discus,1992,8,"McKenna, Kristen",Toll Gate,"92'7""",28.22 m,,,,
States,,Discus,1992,9,"Murray, Lynda",Ponaganset,"91'6""",27.89 m,,,,
States,,Discus,1992,10,"White, Julie",Chariho,"90'10""",27.68 m,,,,
States,,Discus,1992,11,"Szrom, Jennifer",South Kingstown,"90'8""",27.63 m,,,,
States,,Discus,1992,12,"Marshall, Nicole",LaSalle,"90'3""",27.50 m,,,,
States,,Discus,1992,13,"Maxie, Sharon",Hope,"88'10""",27.07 m,,,,
States,,Discus,1992,14,"Bears, Patricia",South Kingstown,"88'3""",26.90 m,,,,
States,,Discus,1992,15,"Gibbons, Beth",Smithfield,"80'4""",24.48 m,,,,
States,,Discus,1992,16,"Gendron, Kerry",Cranston East,"75'8""",23.06 m,,,,
States,,Discus,1992,17,"Guay, Kim",Lincoln,"73'9""",22.48 m,,,,
States,,Javelin (Old Standard),1992,1,"Brown, Heather",North Kingstown,"128'2""",39.06 m,,,,
States,,Javelin (Old Standard),1992,2,"Chaplin, Rebecca",St. Mary's - Bayview,"111'7""",34.01 m,,,,
States,,Javelin (Old Standard),1992,3,"Koch, Kelly",Toll Gate,"102'4""",31.19 m,,,,
States,,Javelin (Old Standard),1992,4,"Thibodeau, Shawna",Tolman,"92'3""",28.11 m,,,,
States,,Javelin (Old Standard),1992,5,"Ducker, Madeline",East Greenwich,"92'2""",28.09 m,,,,
States,,Javelin (Old Standard),1992,6,"Greenan, Courtney",St. Mary's - Bayview,"90'4""",27.53 m,,,,
States,,Javelin (Old Standard),1992,7,"Doonan, Salina",Woonsocket,"88'11""",27.10 m,,,,
States,,Javelin (Old Standard),1992,8,"Paneto, Prana",Tolman,"87'8""",26.72 m,,,,
States,,Javelin (Old Standard),1992,9,"Hamel, Dawn",Cumberland,"82'2""",25.04 m,,,,
States,,Javelin (Old Standard),1992,10,"Pierce, Sherri",Cumberland,"82'1""",25.02 m,,,,
States,,Javelin (Old Standard),1992,11,"Cummins, Shannon",Lincoln,"80'0""",24.38 m,,,,
States,,Javelin (Old Standard),1992,12,"DeCesare, Tammy",Chariho,"78'8""",23.97m,,,,
States,,Javelin (Old Standard),1992,13,"Williams, Michaeleen",Portsmouth,"57'4""",17.47 m,,,,
States,,High Jump,1992,1,"Bertholdt, Angela",East Greenwich,"5'3""",1.60 m,,,,
States,,High Jump,1992,2,"Foley, Christine",St. Mary's - Bayview,"5'3""",1.60 m,,,,
States,,High Jump,1992,T-3,"Hindley, Eden",Ponaganset,"5'0""",1.52 m,,,,
States,,High Jump,1992,T-3,"Re, Tasha",Cumberland,"5'0""",1.52 m,,,,
States,,High Jump,1992,5,"Meierowitz, Bethany",Portsmouth,"5'0""",1.52 m,,,,
States,,High Jump,1992,T-6,"Boyle, Joann",South Kingstown,"5'0""",1.52 m,,,,
States,,High Jump,1992,T-6,"Thibodeau, Shawna",Tolman,"5'0""",1.52 m,,,,
States,,High Jump,1992,8,"McCann, Chrissy",Barrington,"4'10""",1.47 m,,,,
States,,High Jump,1992,T-9,"Malone, Cecily",Hope,"4'10""",1.47 m,,,,
States,,High Jump,1992,T-9,"Farley, Courtney",Lincoln,"4'10""",1.47 m,,,,
States,,High Jump,1992,11,"Hull, Brandi",Chariho,"4'10""",1.47 m,,,,
States,,High Jump,1992,12,"Confreda, Lori",Pilgrim,"4'10""",1.47 m,,,,
States,,High Jump,1992,T-13,"Devine, Carolyn",Toll Gate,"4'8""",1.42 m,,,,
States,,High Jump,1992,T-13,"Elliott, Kate",Cumberland,"4'8""",1.42 m,,,,
States,,High Jump,1992,T-13,"Giroux, Kerry",West Warwick,"4'8""",1.42 m,,,,
States,,High Jump,1992,T-16,"Payne, Eva",Westerly,"4'8""",1.42 m,,,,
States,,High Jump,1992,T-16,"Gardiner, Janice",Chariho,"4'8""",1.42 m,,,,
States,,High Jump,1992,T-16,"Daley, Salinda",South Kingstown,"4'8""",1.42 m,,,,
States,,High Jump,1992,T-19,"Caron, Colleen",Portsmouth,"4'8""",1.42 m,,,,
States,,High Jump,1992,T-19,"Nowakowski, Jeanette",Westerly,"4'8""",1.42 m,,,,
States,,High Jump,1992,x,"Moody, Katherine",Portsmouth,nh,,,,,
States,,High Jump,1992,x,"Martin, Kathleen",Smithfield,nh,,,,,
States,,Long Jump,1992,1,"Hughes, Elizabeth",St. Mary's - Bayview,"17'3 1/2""",5.27 m,,,,
States,,Long Jump,1992,2,"Verducci, Valerie",East Greenwich,"16'9 1/2""",5.11 m,,,,
States,,Long Jump,1992,3,"Foley, Christine",St. Mary's - Bayview,"16'3""",4.95 m,,,,
States,,Long Jump,1992,4,"Lippitt, Doreen",Coventry,"15'8 1/2""",4.78 m,,,,
States,,Long Jump,1992,5,"Vigerstol, Kari",Lincoln,"15'7 1/4""",4.75 m,,,,
States,,Long Jump,1992,6,"Devine, Carolyn",Toll Gate,"15'6 3/4""",4.74 m,,,,
States,,Long Jump,1992,7,"Silberman, Kristen",Toll Gate,"15'6 1/2""",4.73 m,,,,
States,,Long Jump,1992,8,"Gillis, Robin",LaSalle,"15'1 1/2""",4.61 m,,,,
States,,Long Jump,1992,9,"Steger, Sarah",Barrington,"15'0 3/4""","4,59 m",,,,
States,,Long Jump,1992,10,"Clark, Tracy",South Kingstown,"14'11 1/4""",4.55 m,,,,
States,,Long Jump,1992,11,"Hull, Brandi",Chariho,"14'10 1/2""",4.53 m,,,,
States,,Long Jump,1992,12,"Schick, Jeanne",Smithfield,"14'8 3/4""",4.49 m,,,,
States,,Long Jump,1992,13,"Giorgianni, Jessica",Cumberland,"14'8 3/4""",4.49 m,,,,
States,,Long Jump,1992,14,"Bash, Nancy",North Kingstown,"14'5 3/4""",4.41 m,,,,
States,,Long Jump,1992,15,"Caron, Colleen",Portsmouth,"14'4""",4.37 m,,,,
States,,Long Jump,1992,16,"Keenan, Aileen",South Kingstown,"14'3 3/4""",4.36 m,,,,
States,,Long Jump,1992,17,"Brown, Kesha",Tolman,"14'3 1/4""",4.35 m,,,,
States,,Long Jump,1992,18,"Smart, Tonya",Rogers,"13'11 1/4""",4.24 m,,,,
States,,Long Jump,1992,19,"Aceto, Alyson",Smithfield,"13'10""",4.21 m,,,,
States,,Long Jump,1992,20,"Worcester, Jessica",Smithfield,"13'6""",4.11 m,,,,
States,,Long Jump,1992,21,"McMahon, Julie",South Kingstown,"13'1 1/4""",3.99 m,,,,
States,,Long Jump,1992,x,"Langlois, Sarah",West Warwick,foul,,,,,
States,,100 M Hurdles,1992,1,"Bertholdt, Angela",East Greenwich,15.43,15.53 trial,,,,
States,,100 M Hurdles,1992,2,"Dore, Dana",North Kingstown,16.23,16.48 trial,,,,
States,,100 M Hurdles,1992,3,"Foley, Christine",St. Mary's - Bayview,16.30,16.56 trial,,,,
States,,100 M Hurdles,1992,4,"Malone, Cecily",Hope,16.69,17.00 trial,,,,
States,,100 M Hurdles,1992,5,"Giguere, Kerrie",Cumberland,16.72,16.68 trial,,,,
States,,100 M Hurdles,1992,6,"Manza, Shalise",Tolman,17.31,17.26 trial,,,,
States,,100 M Hurdles,1992,7,"Wheelock, Kate",South Kingstown,17.55 ,17.62 trial,,,,
States,,100 M Hurdles,1992,8,"Evans, Lynn",North Kingstown,17.87,17.49 trial,,,,
States,,100 M Hurdles,1992,9,"Schick, Jeanne",Smithfield,,17.64 trial,,,,
States,,100 M Hurdles,1992,10,"Downing, Liz",Classical,,17.68 trial,,,,
States,,100 M Hurdles,1992,11,"Clark, Tracy",South Kingstown,,17.80 trial,,,,
States,,100 M Hurdles,1992,12,"Hindley, Eden",Ponaganset,,17.82 trial,,,,
States,,100 M Hurdles,1992,13,"Blount, Melissa",Coventry,,18.04 trial,,,,
States,,100 M Hurdles,1992,14,"Quigley, Amy",Ponaganset,,18.95 trial,,,,
States,,100 M Hurdles,1992,15,"Windrow, Jaime",Coventry,,18.99 trial,,,,
States,,100 M Hurdles,1992,x,"Daley, Salinda",South Kingstown,,DNF trial,,,,
States,,300 Meter Hurdles,1992,1,"Malone, Cecily",Hope,46.4,,,,,
States,,300 Meter Hurdles,1992,2,"Dore, Dana",North Kingstown,46.9,,,,,
States,,300 Meter Hurdles,1992,3,"Schick, Jeanne",Smithfield,48.8,,,,,
States,,300 Meter Hurdles,1992,4,"Giguere, Kerrie",Cumberland,49.0,,,,,
States,,300 Meter Hurdles,1992,5,"Clark, Tracy",South Kingstown,49.6,,,,,
States,,300 Meter Hurdles,1992,6,"Hindley, Eden",Ponaganset,49.9,,,,,
States,,300 Meter Hurdles,1992,7,"Washington, Chanel",Hope,50.3,,,,,
States,,300 Meter Hurdles,1992,8,"Manza, Shalise",Tolman,50.4,,,,,
States,,300 Meter Hurdles,1992,9,"Stenovitch, Jennifer",Cumberland,51.1,,,,,
States,,300 Meter Hurdles,1992,10,"Vickers, Kerri",Pilgrim,52.2,,,,,
States,,300 Meter Hurdles,1992,11,"Lamarque, Ashling",South Kingstown,52.4,,,,,
States,,300 Meter Hurdles,1992,12,"Kraeger, Martha",Rogers,53.0, ,,,,
States,,300 Meter Hurdles,1992,13,"Fino, Betty",Cumberland,54.2, ,,,,
States,,300 Meter Hurdles,1992,14,"Galdonik, Jennifer",Toll Gate,54.2,,,,,
States,,300 Meter Hurdles,1992,15,"Nowakowski, Jeanette",Westerly,54.2,,,,,
States,,300 Meter Hurdles,1992,16,"Fitzgerald, Maureen",Barrington,54.3,,,,,
States,,300 Meter Hurdles,1992,17,"Gough, Kerri",Coventry,56.0,,,,,
States,,300 Meter Hurdles,1992,18,"Terranova, Jody",Westerly,56.1,,,,,
States,,300 Meter Hurdles,1992,19,"Frizzle, Dawn",Coventry,57.4,,,,,
States,,300 Meter Hurdles,1992,20,"Flynn, Heather",Coventry,59.1,,,,,
States,,100 Meters,1992,1,"Hughes, Elizabeth",St. Mary's - Bayview,12.54,12.50 semi,13.01 trial,,,
States,,100 Meters,1992,2,"Lambert, Teesha",Hope,12.61,12.59 semi,12.70 trial,,,
States,,100 Meters,1992,3,"Lopez, Taraye",Hope,12.98,12.70 semi,12.59 trial,,,
States,,100 Meters,1992,4,"Riley, Nicole",Rogers,13.10,13.15 semi,13.11 trial,,,
States,,100 Meters,1992,5,"Verducci, Valerie",East Greenwich,13.21,13.09 semi,13.12 trial,,,
States,,100 Meters,1992,6,"McCann, Chrissy",Barrington,13.27,12.87 semi,13.08 trial,,,
States,,100 Meters,1992,7,"Andries, Lisa",East Greenwich,,13.19 semi,13.13 trial,,,
States,,100 Meters,1992,8,"Precourt, Lisa",Woonsocket,,13.28 semi,13.32 trial,,,
States,,100 Meters,1992,9,"Balcolm, Donna",LaSalle,,13.41 semi,13.51 trial,,,
States,,100 Meters,1992,10,"Lamberto, Tammy",Woonsocket,,13.54 semi,13.43 trial,,,
States,,100 Meters,1992,11,"Lippitt, Doreen",Coventry,,13.59 semi,13.57 trial,,,
States,,100 Meters,1992,12,"Meierowitz, Bethany",Portsmouth,,13.72 semi,13.47 trial,,,
States,,100 Meters,1992,13,"Gardiner, Janice",Chariho,,,13.74 trial,,,
States,,100 Meters,1992,14,"Langlois, Sarah",West Warwick,,,13.84 trial,,,
States,,100 Meters,1992,15,"Antaya, Tina",Chariho,,,13.94 trial,,,
States,,100 Meters,1992,16,"Palagi, Jennifer",Coventry,,,14.04 trial,,,
States,,100 Meters,1992,17,"Meaker, Marie",Coventry,,,14.14 trial,,,
States,,100 Meters,1992,18,"DeSimone, Susan",West Warwick,,,14.24 trial,,,
States,,200 Meters,1992,1,"Hughes, Elizabeth",St. Mary's - Bayview,25.26,25.43 semi,26.00 trial,,,
States,,200 Meters,1992,2,"Lambert, Teesha",Hope,25.70,25.31 semi,25.51 trial,,,
States,,200 Meters,1992,3,"Washington, Courtney",Hope,25.91,27.02 semi,26.12 trial,,,
States,,200 Meters,1992,4,"Lopez, Taraye",Hope,26.58,26.61 semi,26.44 trial,,,
States,,200 Meters,1992,5,"Verducci, Valerie",East Greenwich,26.97,27.000 semi,27.64 trial,,,
States,,200 Meters,1992,6,"Comerford, Kristen",South Kingstown,27.00,27.31 semi,26.80 trial,,,
States,,200 Meters,1992,7,"Andries, Lisa",East Greenwich,,27.07 semi,27.10 trial,,,
States,,200 Meters,1992,8,"Balcolm, Donna",LaSalle,,27.38 semi,27.44 trial,,,
States,,200 Meters,1992,9,"Antaya, Tina",Chariho,,27.45 semi,27.84 trial,,,
States,,200 Meters,1992,10,"Williams, Sara",East Providence,,27.69 semi,27.94 trial,,,
States,,200 Meters,1992,11,"Armitage, Kelly",Middletown,,28.04 semi,28.39 trial,,,
States,,200 Meters,1992,12,"Pounds, Sharice",Rogers,,28.05 semi,28.01 trial,,,
States,,200 Meters,1992,13,"Verdi, Amy",Coventry,,,28.49 trial,,,
States,,200 Meters,1992,14,"Bayha, Lisa",Toll Gate,,,28.62 trial,,,
States,,200 Meters,1992,15,"Hamel, Dawn",Cumberland,,,29.24 trial,,,
States,,200 Meters,1992,16,"Sullivan, Erin",St. Mary's - Bayview,,,29.44 trial,,,
States,,200 Meters,1992,17,"Lightbown, Sarah",Lincoln,,,29.84 trial,,,
States,,400 Meters,1992,1,"Washington, Courtney",Hope,58.27,,,,,
States,,400 Meters,1992,2,"Comerford, Kristen",South Kingstown,1:00.80,,,,,
States,,400 Meters,1992,3,"Martin, Kathleen",Smithfield,1:01.59,,,,,
States,,400 Meters,1992,4,"Addison, Nicole",St. Raphael's,1:01.84,,,,,
States,,400 Meters,1992,5,"Keenan, Aileen",South Kingstown,1:02.30,,,,,
States,,400 Meters,1992,6,"Berthiaume, Melissa",East Providence,1:03.01,,,,,
States,,400 Meters,1992,7,"Swanson, Amy",St. Mary's - Bayview,1:03.19,,,,,
States,,400 Meters,1992,8,"White, Julie",Chariho,1:03.76,,,,,
States,,400 Meters,1992,9,"Washington, Chanel",Hope,1:03.94,,,,,
States,,400 Meters,1992,10,"Smith, Jennifer",South Kingstown,1:05.37,,,,,
States,,400 Meters,1992,11,"Grant, Amy",Tolman,1:05.59,,,,,
States,,400 Meters,1992,12,"Barton, Elaina",Chariho,1:06.89,,,,,
States,,800 Meters,1992,1,"Trimbur, Lucia",Cranston East,2:19.6,,,,,
States,,800 Meters,1992,2,"Vigerstol, Kari",Lincoln,2:20.7,,,,,
States,,800 Meters,1992,3,"Flanders, Karen",Pilgrim,2:22.5,,,,,
States,,800 Meters,1992,4,"Lucca, Becky",Pilgrim,2:23.9,,,,,
States,,800 Meters,1992,5,"Audette, Danielle",Cumberland,2:27.3,,,,,
States,,800 Meters,1992,6,"Evans, Allison",North Kingstown,2:30.7,,,,,
States,,800 Meters,1992,7,"Gonnelli, Amy",St. Raphael's,2:31.3,,,,,
States,,800 Meters,1992,8,"Drury, Lauren",Smithfield,2:31.7,,,,,
States,,800 Meters,1992,9,"Conopast, Margit",South Kingstown,2:31.8,,,,,
States,,800 Meters,1992,10,"Cawley, Stacy",Rogers,2:32.2,,,,,
States,,800 Meters,1992,11,"DeBurgo, Lisa",Tolman,2:34.0,,,,,
States,,800 Meters,1992,12,"McLaughlin, Susan",Portsmouth,2:35.8,,,,,
States,,800 Meters,1992,13,"Haberek, Rebecca",Chariho,2:36.7,,,,,
States,,800 Meters,1992,14,"Bucko, Kerri",St. Raphael's,2:36.9,,,,,
States,,800 Meters,1992,15,"Corrigan, Jean",East Greenwich,2:38.7,,,,,
States,,800 Meters,1992,16,"Guiliano, Catherine",Middletown,2:41.5,,,,,
States,,1500 Meters,1992,1,"Vigerstol, Kari",Lincoln,4:45.2,,,,,
States,,1500 Meters,1992,2,"Storin, Darcy",Toll Gate,4:46.5,,,,,
States,,1500 Meters,1992,3,"Trimbur, Lucia",Cranston East,4:48.5,,,,,
States,,1500 Meters,1992,4,"Lucca, Becky",Pilgrim,4:54.4,,,,,
States,,1500 Meters,1992,5,"Paneto, Prana",Tolman,5:08.3,,,,,
States,,1500 Meters,1992,6,"Burdick, Kelly",Tolman,5:08.7,,,,,
States,,1500 Meters,1992,7,"Cooper, Julie",Cumberland,5:09.8,,,,,
States,,1500 Meters,1992,8,"Barlow, Karyn",Ponaganset,5:10.3,,,,,
States,,1500 Meters,1992,9,"McGarty, Jessica",South Kingstown,5:10.9,,,,,
States,,1500 Meters,1992,10,"Wakester, Jeanette",Rogers,5:13.6,,,,,
States,,1500 Meters,1992,11,"Duda, Jessica",Westerly,5:18.5,,,,,
States,,1500 Meters,1992,12,"Beckwith, Amy",Westerly,5:21.3,,,,,
States,,1500 Meters,1992,13,"Kenney, Laura",Pilgrim,5:23.8,,,,,
States,,1500 Meters,1992,14,"Handrigan, Melissa",Tolman,5:26.6,,,,,
States,,1500 Meters,1992,15,"Pereira, Rebecca",St. Raphael's,5:28.5,,,,,
States,,1500 Meters,1992,16,"Cipolla, Robin",Ponaganset,5:35.0,,,,,
States,,3000 Meters,1992,1,"Burdick, Kelly",Tolman,10:43.0,,,,,
States,,3000 Meters,1992,2,"Storin, Darcy",Toll Gate,10:44.7,,,,,
States,,3000 Meters,1992,3,"McGarty, Jessica",South Kingstown,11:11.5,,,,,
States,,3000 Meters,1992,4,"Albert, Suzanne",Cranston East,11:26.5,,,,,
States,,3000 Meters,1992,5,"Drury, Lauren",Smithfield,11:39.0,,,,,
States,,3000 Meters,1992,6,"Derosier, Jill",Ponaganset,11:46.8,,,,,
States,,3000 Meters,1992,7,"Medeiros, Valerie",Tolman,11:54.4,,,,,
States,,3000 Meters,1992,8,"Zweiner, Elizabeth",St. Mary's - Bayview,12:09.0,,,,,
States,,3000 Meters,1992,9,"Campbell, Patricia",Pilgrim,12:13.2,,,,,
States,,3000 Meters,1992,19,"Fermino, Buffy",East Providence,13:04.0,,,,,
States,,400 Meter Relay,1992,1,"Washington, Chanel",Hope,50.25,,,,,
States,,400 Meter Relay,1992,1,"Washington, Courtney",Hope,,,,,,
States,,400 Meter Relay,1992,1,"Lopez, Taraye",Hope,,,,,,
States,,400 Meter Relay,1992,1,"Lambert, Teesha",Hope,,,,,,
States,,400 Meter Relay,1992,2,"Smart, Tonya",Rogers,52.27,,,,,
States,,400 Meter Relay,1992,2,"Pounds, Sharice",Rogers,,,,,,
States,,400 Meter Relay,1992,2,"Cawley, Stacy",Rogers,,,,,,
States,,400 Meter Relay,1992,2,"Riley, Nicole",Rogers,,,,,,
States,,400 Meter Relay,1992,3,no names listed,South Kingstown,53.07,,,,relay,
States,,400 Meter Relay,1992,4,no names listed,Chariho,53.13,,,,relay,
States,,400 Meter Relay,1992,5,no names listed,East Greenwich,53.67,,,,relay,
States,,400 Meter Relay,1992,6,no names listed,Portsmouth,54.14,,,,relay,
States,,400 Meter Relay,1992,7,no names listed,North Kingstown,54.16,,,,relay,
States,,400 Meter Relay,1992,8,no names listed,St. Mary's - Bayview,54.57,,,,relay,
States,,400 Meter Relay,1992,9,no names listed,Tolman,54.73,,,,relay,
States,,400 Meter Relay,1992,10,no names listed,Coventry,54.88,,,,relay,
States,,400 Meter Relay,1992,11,no names listed,East Providence,54.89,,,,relay,
States,,400 Meter Relay,1992,12,no names listed,Smithfield,55.15,,,,relay,
States,,400 Meter Relay,1992,13,no names listed,Toll Gate,55.32,,,,relay,
States,,400 Meter Relay,1992,14,no names listed,Middletown,55.32,,,,relay,
States,,400 Meter Relay,1992,15,no names listed,Cumberland,55.56,,,,relay,
States,,400 Meter Relay,1992,16,no names listed,Pilgrim,55.87,,,,relay,
States,,400 Meter Relay,1992,17,no names listed,St. Raphael's,55.99,,,,relay,
States,,400 Meter Relay,1992,18,no names listed,Barrington,56.01,,,,relay,
States,,400 Meter Relay,1992,19,no names listed,Lincoln,56.19,,,,relay,
States,,400 Meter Relay,1992,20,no names listed,West Warwick,57.32,,,,relay,
States,,400 Meter Relay,1992,21,no names listed,Ponaganset,57.58,,,,relay,
States,,400 Meter Relay,1992,x,no names listed,Woonsocket,DQ,,,,relay,
States,,1600 Meter Relay,1992,1,"Washington, Chanel",Hope,4:09.5,,,,,
States,,1600 Meter Relay,1992,1,"Washington, Courtney",Hope,,,,,,
States,,1600 Meter Relay,1992,1,"Malone, Cecily",Hope,,,,,,
States,,1600 Meter Relay,1992,1,"Lambert, Teesha",Hope,,,,,,
States,,1600 Meter Relay,1992,2,"Swanson, Amy",St. Mary's - Bayview,4:13.5,,,,,
States,,1600 Meter Relay,1992,2,"Turner, Jen",St. Mary's - Bayview,,,,,,
States,,1600 Meter Relay,1992,2,"Hixson, Megan",St. Mary's - Bayview,,,,,,
States,,1600 Meter Relay,1992,2,"Hughes, Elizabeth",St. Mary's - Bayview,,,,,,
States,,1600 Meter Relay,1992,3,no names listed,South Kingstown,4:17.3,,,,relay,
States,,1600 Meter Relay,1992,4,no names listed,Pilgrim,4:19.9,,,,relay,
States,,1600 Meter Relay,1992,5,no names listed,St. Raphael's,4:21.9,,,,relay,
States,,1600 Meter Relay,1992,6,no names listed,Coventry,4:24.6,,,,relay,
States,,1600 Meter Relay,1992,7,no names listed,Cumberland,4:25.1,,,,relay,
States,,1600 Meter Relay,1992,8,no names listed,Smithfield,4:26.2,,,,relay,
States,,1600 Meter Relay,1992,9,no names listed,Chariho,4:27.8,,,,relay,
States,,1600 Meter Relay,1992,10,no names listed,Tolman,4:29.4,,,,relay,
States,,1600 Meter Relay,1992,11,no names listed,North Kingstown,4:31.4,,,,relay,
States,,1600 Meter Relay,1992,12,no names listed,Middletown,4:34.3,,,,relay,
States,,1600 Meter Relay,1992,13,no names listed,East Greenwich,4:35.3,,,,relay,
States,,1600 Meter Relay,1992,14,no names listed,Rogers,4:35.8,,,,relay,
States,,1600 Meter Relay,1992,15,no names listed,Portsmouth,4:36.7,,,,relay,
States,,1600 Meter Relay,1992,16,no names listed,Westerly,4:37.9,,,,relay,
States,,1600 Meter Relay,1992,17,no names listed,Ponaganset,4:44.1,,,,relay,
States,,1600 Meter Relay,1992,18,no names listed,Lincoln,4:57.1,,,,relay,
States,,Shot Put,1993,1,"Pierce, Sherri",Cumberland,"38'3 1/2""",11.67 m,,,,
States,,Shot Put,1993,2,"Hackett, Amanda",Ponaganset,"36'9 1/4""",11.20 m,,,,
States,,Shot Put,1993,3,"Mahoney, Karen",St. Raphael's,"36'3 1/4""",11.05 m,,,,
States,,Shot Put,1993,4,"Carlsten, Emily",Warwick Vets,"35'0""",10.66 m,,,,
States,,Shot Put,1993,5,"Welch, Diane",Pilgrim,"34'9""",10.59 m,,,,
States,,Shot Put,1993,6,"Ducker, Madeline",East Greenwich,"34'7 1/2""",10.55 m,,,,
States,,Shot Put,1993,7,"Mellodge, Patricia",Barrington,"32'10 3/4""",10.02 m,,,,
States,,Shot Put,1993,8,"Marshall, Nicole",LaSalle,"32'9""",9.98 m,,,,
States,,Shot Put,1993,9,"Szrom, Jennifer",South Kingstown,"32'7""",9.93 m,,,,
