MEET, ,EVENT,YEAR,PLACING,ATHLETE,SCHOOL,PERFORMANCE,,,,FN,
States,,Triple Jump,2000,11,"Maynard, Krista",Tolman,"32'2 1/2""",9.81 m,,,,
States,,Triple Jump,2000,12,"Austerlitz, Erin",South Kingstown,"32'1 1/2""",9.79 m,,,,
States,,Triple Jump,2000,13,"Roberts, Becky",East Greenwich,"32'0 1/2""",9.76 m,,,,
States,,Triple Jump,2000,14,"Murray, Anna",Chariho,"31'10""",9.70 m,,,,
States,,Triple Jump,2000,15,"Gardiner, Courtney",Pilgrim,"31'6 1/4""",9.60 m,,,,
States,,Triple Jump,2000,16,"Oberg, Kitty",Barrington,"30'11 1/2""",9.43 m,,,,
States,,Triple Jump,2000,17,"Akpan, Judy",Classical,"30'9 3/4""",9.39 m,,,,
States,,Triple Jump,2000,18,"Parks, Meghan",Cumberland,"29'5 3/4""",8.98 m,,,,
States,,Pole Vault,2000,1,"McLellan, Leah",Rogers,"10'2 1/2""",3.11 m,,,,
States,,Pole Vault,2000,2,"Battista, Noelle",Toll Gate,"9'0""",2.74 m,,,,
States,,Pole Vault,2000,3,"Borrelli, Laura",Smithfield,"9'0""",2.74 m,,,,
States,,Pole Vault,2000,4,"Chaves, Amanda",Warwick Vets,"8'6""",2.59 m,,,,
States,,Pole Vault,2000,5,"Robinson, Taylor",Lincoln,"8'6""",2.59 m,,,,
States,,Pole Vault,2000,6,"Hernandez, Ruth",Mount Pleasant,"8'0""",2.43 m,,,,
States,,Pole Vault,2000,7,"Barlow, Rebecca",Classical,"8'0""",2.43 m,,,,
States,,Pole Vault,2000,8,"Casey, Bridget",Westerly,"8'0""",2.43 m,,,,
States,,Pole Vault,2000,9,"Austerlitz, Erin",South Kingstown,"8'0""",2.43 m,,,,
States,,Pole Vault,2000,T-10,"Parks, Meghan",Cumberland,"7'6""",2.28 m,,,,
States,,Pole Vault,2000,T-10,"Berman, Claire",North Kingstown,"7'6""",2.28 m,,,,
States,,Pole Vault,2000,12,"Block, Brooke",Chariho,"7'6""",2.28 m,,,,
States,,Pole Vault,2000,13,"Gutman, Eliana",Classical,"7'6""",2.28 m,,,,
States,,Pole Vault,2000,14,"Klimuszka, Holly",Cumberland,"7'6""",2.28 m,,,,
States,,Pole Vault,2000,T-15,"Boynton, Bridget",South Kingstown,"7'0""",2.13 m,,,,
States,,Pole Vault,2000,T-15,"Neuschatz, Kalie",South Kingstown,"7'0""",2.13 m,,,,
States,,100 M Hurdles,2000,1,"Serdakowski, Mary",Chariho,14.88,15.77 trial,,,,
States,,100 M Hurdles,2000,2,"Rowinski, Kate",South Kingstown,15.08,15.43 trial,,,,
States,,100 M Hurdles,2000,3,"Rowinski, Beth",South Kingstown,16.20,16.44 trial,,,,
States,,100 M Hurdles,2000,4,"Nanni, Laura",LaSalle,16.32,16.85 trial,,,,
States,,100 M Hurdles,2000,5,"Sullivan, Kara",Cumberland,16.61,16.48 trial,,,,
States,,100 M Hurdles,2000,6,"Wood, Sarah",Cumberland,16.71,16.52 trial,,,,
States,,100 M Hurdles,2000,7,"Webber, Lauren",East Greenwich,16.96,16.80 trial,,,,
States,,100 M Hurdles,2000,8,"Avila, Kelly",St. Mary's - Bayview,17.04,16.52 trial,,,,
States,,100 M Hurdles,2000,9,"Serdakowski, Anne",Chariho,,17.09 trial,,,,
States,,100 M Hurdles,2000,10,"Schusswohl, Katerina",Woonsocket,,17.22 trial,,,,
States,,100 M Hurdles,2000,11,"Skorupa, Dana",Cumberland,,17.29 trial,,,,
States,,100 M Hurdles,2000,12,"Suchecki, Emily",Barrington,,17.34 trial,,,,
States,,100 M Hurdles,2000,13,"Hurston, Kara",West Warwick,,17.45 trial,,,,
States,,100 M Hurdles,2000,14,"Branca, Kate",Smithfield,,17.52 trial,,,,
States,,100 M Hurdles,2000,15,"Cole, Rebecca",Barrington,,17.55 trial,,,,
States,,100 M Hurdles,2000,16,"McBroom, Mary Anne",North Kingstown,,17.63 trial,,,,
States,,100 M Hurdles,2000,17,"Murray, Rebecca",St. Mary's - Bayview,,17.75 trial,,,,
States,,100 M Hurdles,2000,18,"Robertson, Erin",South Kingstown,,17.85 trial,,,,
States,,100 M Hurdles,2000,19,"Olivier, Allison",South Kingstown,,17.95 trial,,,,
States,,100 M Hurdles,2000,20,"St. Vincent, Jill",Exeter-West Greenwich,,18.42 trial,,,,
States,,100 M Hurdles,2000,21,"Rose, Rebecca",LaSalle,,18.43 trial,,,,
States,,100 M Hurdles,2000,22,"Brophy, Ashley",Toll Gate,,18.70 trial,,,,
States,,100 M Hurdles,2000,x,"Solola, Nimota",Classical,,dnf trial,,,,
States,,300 Meter Hurdles,2000,1,"Ciccione, Lauren",East Greenwich,45.96,,,,,
States,,300 Meter Hurdles,2000,2,"Serdakowski, Mary",Chariho,46.20,,,,,
States,,300 Meter Hurdles,2000,3,"Rowinski, Kate",South Kingstown,46.86,,,,,
States,,300 Meter Hurdles,2000,4,"Rowinski, Beth",South Kingstown,47.59,,,,,
States,,300 Meter Hurdles,2000,5,"Skorupa, Dana",Cumberland,48.35,,,,,
States,,300 Meter Hurdles,2000,6,"Silveira, Lisa",Middletown,48.80,,,,,
States,,300 Meter Hurdles,2000,7,"Cole, Rebecca",Barrington,49.50,,,,,
States,,300 Meter Hurdles,2000,8,"Okunfolami, Josephine",Mount Pleasant,49.59,,,,,
States,,300 Meter Hurdles,2000,9,"Moriarty, Alicia",Middletown,49.96,,,,,
States,,300 Meter Hurdles,2000,10,"Webber, Lauren",East Greenwich,50.24,,,,,
States,,300 Meter Hurdles,2000,11,"Petrarca, Joanne",Warwick Vets,50.70,,,,,
States,,300 Meter Hurdles,2000,12,"Robertson, Erin",South Kingstown,51.18,,,,,
States,,300 Meter Hurdles,2000,13,"Suchecki, Emily",Barrington,51.52,,,,,
States,,100 Meters,2000,1,"Hamel, Rebecca",St. Mary's - Bayview,12.98,13.33 trial,,,,
States,,100 Meters,2000,2,"Jean-Gilles, Fallon",LaSalle,13.07,13.28 trial,,,,
States,,100 Meters,2000,3,"Bubier, Holly",St. Raphael's,13.20,13.18 trial,,,,
States,,100 Meters,2000,4,"Favicchio, Alicia",Cranston West,13.40,13.40 trial,,,,
States,,100 Meters,2000,5,"Gilbert, Elizabeth",South Kingstown,13:45,13.43 trial,,,,
States,,100 Meters,2000,6,"Sanders, Ari",North Kingstown,13.62,13.47 trial,,,,
States,,100 Meters,2000,7,"Cardente, Elizabeth",LaSalle,13.67,13.38 trial,,,,
States,,100 Meters,2000,8,"Akpan, Judy",Classical,14.47,13.32 trial,,,,
States,,100 Meters,2000,9,"Lydon, Kelly",LaSalle,,13.52 trial,,,,
States,,100 Meters,2000,10,"Cersosimo, Shaylin",Coventry,,13.63 trial,,,,
States,,100 Meters,2000,11,"Carello, Breann",Smithfield,,13.66 trial,,,,
States,,100 Meters,2000,12,"Coscina, Katherine",East Greenwich,,13.69 trial,,,,
States,,100 Meters,2000,13,"Bouchard, Elizabeth",South Kingstown,,13.73 trial,,,,
States,,100 Meters,2000,14,"Gavin, Jennifer",Mount Saint Charles,,13.75 trial,,,,
States,,100 Meters,2000,15,"McDonnell, Meghan",Pilgrim,,13.81 trial,,,,
States,,100 Meters,2000,16,"Molloy, Kellyn",Toll Gate,,13.82 trial,,,,
States,,100 Meters,2000,17,"Evans, Tarra",South Kingstown,,13.84 trial,,,,
States,,100 Meters,2000,18,"Angell, Jamie",LaSalle,,13.88 trial,,,,
States,,100 Meters,2000,19,"Elcier, Cody",Mount Pleasant,,13.91 trial,,,,
States,,100 Meters,2000,20,"Santa, Angela",Exeter-West Greenwich,,13.96 trial,,,,
States,,100 Meters,2000,21,"McDermott, Kelsey",Prout,,14.07 trial,,,,
States,,200 Meters,2000,1,"Hamel, Rebecca",St. Mary's - Bayview,26.79,27.21 trial,,,,
States,,200 Meters,2000,2,"Dougan, Jennifer",South Kingstown,26.83,27.54 trial,,,,
States,,200 Meters,2000,3,"Histen, Ellen",South Kingstown,26.99,27.15 trial,,,,
States,,200 Meters,2000,4,"Woodbury, Destiny",Mount Pleasant,27.46,27.53 trial,,,,
States,,200 Meters,2000,5,"Franco, Libby",South Kingstown,27.72,27.42 trial,,,,
States,,200 Meters,2000,6,"Jean-Gilles, Fallon",LaSalle,28.10,27.61 trial,,,,
States,,200 Meters,2000,7,"Sanders, Ari",North Kingstown,,27.96 trial,,,,
States,,200 Meters,2000,8,"Bubier, Holly",St. Raphael's,,28.24 trial,,,,
States,,200 Meters,2000,9,"Murray, Anna",Chariho,,28.28 trial,,,,
States,,200 Meters,2000,10,"Petrarca, Jackie",Warwick Vets,,28.44 trial,,,,
States,,200 Meters,2000,11,"Pankey, Nicole",Portsmouth,,28.56 trial,,,,
States,,200 Meters,2000,12,"Gilbert, Elizabeth",South Kingstown,,28.58 trial,,,,
States,,200 Meters,2000,13,"Cardente, Elizabeth",LaSalle,,28.64 trial,,,,
States,,200 Meters,2000,14,"Petrarca, Joanne",Warwick Vets,,29.02 trial,,,,
States,,400 Meters,2000,1,"Dougan, Jennifer",South Kingstown,59.44,,,,,
States,,400 Meters,2000,2,"Franco, Libby",South Kingstown,1:00.86,,,,,
States,,400 Meters,2000,3,"Buban, Kara",Cranston West,1:01.63,,,,,
States,,400 Meters,2000,4,"Woodbury, Destiny",Mount Pleasant,1:01.75,,,,,
States,,400 Meters,2000,5,"Bradley, Sara",Middletown,1:01.97,,,,,
States,,400 Meters,2000,6,"McCalligett, Katherine",Pilgrim,1:02.80,,,,,
States,,400 Meters,2000,7,"Seddon, Vicki",East Providence,1:02.94,,,,,
States,,400 Meters,2000,8,"Petrarca, Jackie",Warwick Vets,1:03.25,,,,,
States,,400 Meters,2000,9,"Zepp, Kristen",South Kingstown,1:03.53,,,,,
States,,400 Meters,2000,10,"Reels, Kayla",South Kingstown,1:03.56,,,,,
States,,400 Meters,2000,11,"Hevenor, Allison",North Kingstown,1:03.58,,,,,
States,,400 Meters,2000,12,"Pierce, Virginia",Coventry,1:03.6,,,,,
States,,400 Meters,2000,13,"Hall, Jennifer",Ponaganset,1:03.75,,,,,
States,,400 Meters,2000,14,"DeIngenis, Dana",St. Mary's - Bayview,1:04.12,,,,,
States,,400 Meters,2000,15,"Rinn, Amanda",Toll Gate,1:04.80,,,,,
States,,400 Meters,2000,16,"Simonelli, Karen",Coventry,1:05.18,,,,,
States,,400 Meters,2000,17,"DiPalma, Katherine",Lincoln,1:06.91,,,,,
States,,800 Meters,2000,1,"DeAngelis, Felicia",East Greenwich,2:21.08,,,,,
States,,800 Meters,2000,2,"Cushing, Kate",Cranston East,2:22.81,,,,,
States,,800 Meters,2000,3,"Boyle, Kathryn",LaSalle,2:23.55,,,,,
States,,800 Meters,2000,4,"Anderson, Emily",Westerly,2:24.81,,,,,
States,,800 Meters,2000,5,"Crouse, Lindsay",South Kingstown,2:25.35,,,,,
States,,800 Meters,2000,6,"Carlson, Elizabeth",Lincoln,2:28.17,,,,,
States,,800 Meters,2000,7,"Marandola, Laura",Cumberland,2:28.92,,,,,
States,,800 Meters,2000,8,"Millette, Nicole",East Greenwich,2:29.38,,,,,
States,,800 Meters,2000,9,"McCabe, Deidre",Cranston West,2:29.65,,,,,
States,,800 Meters,2000,10,"Razza, Maribeth",Pilgrim,2:30.88,,,,,
States,,800 Meters,2000,11,"Marold, Lisa",West Warwick,2:31.65,,,,,
States,,800 Meters,2000,12,"Rodamour, Monica",Rogers,2:33.12,,,,,
States,,800 Meters,2000,13,"Ambrosetti, Nicole",South Kingstown,2:33.87,,,,,
States,,800 Meters,2000,14,"Igoe, Courtney",LaSalle,2:34.49,,,,,
States,,800 Meters,2000,15,"Sturdahl, Stephanie",Pilgrim,2:34.83,,,,,
States,,800 Meters,2000,16,"Bessette, Kerri",South Kingstown,2:35.40,,,,,
States,,800 Meters,2000,17,"Renzulli, Nicole",Cranston West,2:37.39,,,,,
States,,800 Meters,2000,18,"Barlow, Rebecca",Classical,2:38.77,,,,,
States,,1500 Meters,2000,1,"DeAngelis, Felicia",East Greenwich,4:51.69,,,,,
States,,1500 Meters,2000,2,"Little, Allison",South Kingstown,4:53.82,,,,,
States,,1500 Meters,2000,3,"Crocker, Meredith",South Kingstown,4:53.92,,,,,
States,,1500 Meters,2000,4,"Kulasewski, Erin",LaSalle,4:57.00,,,,,
States,,1500 Meters,2000,5,"Boyle, Kathryn",LaSalle,4:59.92,,,,,
States,,1500 Meters,2000,6,"Carlson, Elizabeth",Lincoln,5:03.27,,,,,
States,,1500 Meters,2000,7,"Busam, Kate",Smithfield,5:11.33,,,,,
States,,1500 Meters,2000,8,"Fontaine, Meredith",West Warwick,5:11.74,,,,,
States,,1500 Meters,2000,9,"Beuchner, Allison",Barrington,5:12.88,,,,,
